chrom	pos	Teo_JRIAL2T	Teo_JRIAL2S	Teo_JRIAL2R	Teo_JRIAL2Q	Teo_JRIAL2P	Teo_JRIAL2O	Teo_JRIAL2N	Teo_JRIAL2M	Teo_JRIAL2L	Teo_JRIAL2K	Teo_JRIAL2J	Teo_JRIAL2I	Teo_JRIAL2H	Teo_JRIAL2G	Teo_JRIAL2F	Teo_JRIAL2E	Teo_JRIAL2D	Teo_JRIAL2C	Teo_JRIAL2B	Teo_JRIAL2A	Maize_A632	Maize_B37	Maize_B73	Maize_B97	Maize_CML322	Maize_HP301	Maize_IL14	Maize_LH82	Maize_LH123HT	Maize_Mo17	Maize_Oh43	Maize_P39	Maize_PHZ51	Maize_Tx303
1	270459352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459353	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	0.95	1	NA	NA	NA	0.857142857142857	1	0.333333333333333	1	NA	NA	0.75
1	270459354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.666666666666667
1	270459361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459362	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA	0.833333333333333	0.5	1	1	NA	NA	1
1	270459363	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA
1	270459364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459365	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	1	1	1	0.904761904761905	1	NA	NA	NA	1	0.5	1	1	NA	NA	1
1	270459366	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	1	NA	NA	1	NA	1	1
1	270459383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459384	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	1	NA	1	0.666666666666667	0.666666666666667	0.958333333333333	1	NA	NA	NA	1	0.5	1	1	NA	NA	1
1	270459385	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	1
1	270459395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459396	NA	0.5	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	1	1	1	0.666666666666667	1	0.904761904761905	1	NA	NA	NA	0.8	0.5	0.5	1	NA	NA	1
1	270459397	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
1	270459398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459399	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	1	1	1	0.666666666666667	1	0.904761904761905	1	NA	NA	NA	0.8	0	0.5	1	NA	NA	1
1	270459400	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.666666666666667	NA	NA	1	NA	NA	1
1	270459409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459410	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	1	0.5	1	0.666666666666667	1	1	0.75	NA	NA	NA	1	1	0.5	1	NA	NA	0.833333333333333
1	270459411	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1
1	270459418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459419	NA	NA	0.5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	1	0.5	1	0.666666666666667	1	0.952380952380952	1	NA	NA	NA	1	0.5	0.5	1	NA	NA	1
1	270459420	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
1	270459427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459428	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	1	1	0.888888888888889	0.5	1	0.954545454545455	1	NA	NA	NA	1	1	0.5	1	NA	NA	1
1	270459429	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.5	NA	NA	1
1	270459438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459439	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	0.666666666666667	1	1	0.5	1	0.952380952380952	1	NA	NA	NA	1	NA	NA	1	NA	NA	1
1	270459440	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	0.5	NA	NA	0.5
1	270459442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459443	NA	NA	1	1	NA	NA	0.5	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	0.666666666666667	0.333333333333333	1	0.5	1	0.952380952380952	1	NA	NA	NA	0.8	NA	NA	1	NA	NA	0.875
1	270459444	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	0.5	NA	NA	NA
1	270459487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459488	NA	NA	1	1	NA	0	NA	NA	NA	NA	0.5	NA	NA	0.666666666666667	NA	NA	NA	0.666666666666667	0.333333333333333	0.8	1	1	1	0.8	NA	NA	NA	1	NA	NA	NA	NA	1	0.857142857142857
1	270459489	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA
1	270459496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459497	1	NA	1	1	NA	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	0.8	1	0.9	1	1	1	0.75	NA	NA	NA	1	NA	NA	NA	NA	1	0.933333333333333
1	270459498	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA
1	270459503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459504	0.75	NA	1	1	NA	0.5	NA	NA	1	NA	1	NA	NA	NA	NA	NA	0.5	1	0.5	0.888888888888889	1	1	0.954545454545455	1	NA	NA	NA	1	NA	NA	NA	NA	1	0.933333333333333
1	270459505	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
1	270459508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459509	1	NA	1	1	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA	1	1	1	0.777777777777778	1	NA	0.952380952380952	1	NA	1	NA	1	NA	NA	NA	NA	1	1
1	270459510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
1	270459533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459534	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.666666666666667	1	NA	NA	NA	1	1	0.777777777777778	1	NA	0.954545454545455	1	NA	1	NA	1	NA	1	1	NA	1	0.95
1	270459535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459548	1	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	0.666666666666667	1	1	NA	NA	0.75	1	0.75	1	1	1	1	NA	1	NA	1	NA	1	1	NA	1	1
1	270459549	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459552	0.6	NA	NA	NA	NA	0.8	NA	NA	1	NA	0.666666666666667	NA	0.666666666666667	1	1	NA	NA	0.666666666666667	1	0.857142857142857	0.75	1	1	1	NA	1	NA	1	NA	1	1	NA	1	0.952380952380952
1	270459553	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
1	270459568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459569	1	NA	NA	NA	NA	1	NA	NA	1	NA	1	NA	0.666666666666667	0.75	0.666666666666667	NA	NA	1	1	1	1	0.333333333333333	0.882352941176471	1	NA	0.5	1	0.5	NA	0.666666666666667	1	NA	1	1
1	270459570	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1	270459571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459572	1	NA	NA	NA	NA	0.8	NA	NA	NA	NA	1	NA	0.666666666666667	1	1	NA	NA	0.666666666666667	1	NA	1	0.5	0.9375	1	NA	NA	1	0.5	NA	0.333333333333333	1	NA	0.333333333333333	0.8
1	270459573	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1	270459587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459588	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.666666666666667	1	1	NA	NA	1	1	1	1	0.75	0.846153846153846	0.75	1	1	1	0.5	NA	0.666666666666667	NA	NA	1	0.95
1	270459589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1
1	270459591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459592	1	NA	NA	NA	NA	0.75	NA	NA	NA	NA	1	NA	0.666666666666667	1	1	NA	NA	1	1	1	1	0.75	0.923076923076923	1	1	1	1	0.5	NA	0.666666666666667	NA	NA	1	0.95
1	270459593	0.5	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1
1	270459596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459597	1	NA	NA	NA	NA	0.75	NA	NA	NA	NA	1	NA	0.666666666666667	1	1	NA	NA	1	1	1	1	0.75	0.916666666666667	1	1	1	NA	0.5	NA	0.666666666666667	NA	NA	1	0.909090909090909
1	270459598	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1	270459607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459608	0	NA	NA	NA	NA	0.75	NA	NA	NA	NA	0.333333333333333	NA	0.666666666666667	0.666666666666667	1	NA	NA	1	NA	0.5	1	0.75	0.916666666666667	1	1	1	NA	0.5	NA	1	NA	NA	1	1
1	270459609	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1	270459613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459614	1	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	1	NA	0.666666666666667	1	1	NA	NA	1	NA	NA	1	0.75	0.833333333333333	0.75	1	0.5	NA	0.5	NA	1	NA	NA	1	1
1	270459615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459628	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.666666666666667	NA	0.666666666666667	1	1	NA	NA	NA	NA	NA	1	0.75	1	1	1	1	NA	1	NA	1	NA	NA	1	0.954545454545455
1	270459629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459640	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.666666666666667	1	1	NA	NA	NA	NA	1	1	0.75	0.9	1	NA	1	NA	1	NA	1	NA	NA	0.333333333333333	0.909090909090909
1	270459641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1	270459643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459644	1	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	0.666666666666667	NA	0.666666666666667	1	1	NA	NA	NA	NA	0.5	1	0.75	1	1	NA	1	NA	1	NA	1	NA	NA	1	0.869565217391304
1	270459645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA
1	270459648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459649	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.666666666666667	1	1	NA	NA	1	NA	1	1	0.666666666666667	1	1	NA	1	NA	1	NA	1	NA	NA	1	0.956521739130435
1	270459650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459655	0.666666666666667	NA	NA	NA	NA	1	NA	NA	NA	NA	0.666666666666667	NA	0.5	1	1	NA	NA	1	NA	0.5	1	0.333333333333333	1	1	NA	1	NA	1	NA	NA	NA	NA	1	0.958333333333333
1	270459656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
1	270459663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459664	1	NA	NA	NA	NA	0.5	NA	NA	NA	NA	0.5	NA	0.5	1	1	NA	NA	1	NA	NA	1	0.5	1	0.666666666666667	NA	0.5	NA	1	NA	1	NA	NA	0.5	0.88
1	270459665	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459673	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	0.5	1	1	NA	NA	1	NA	NA	1	NA	1	0.5	NA	NA	NA	1	NA	1	NA	NA	NA	0.916666666666667
1	270459674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459689	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	0.5	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	1	0.5	NA	1	1	NA	NA	0.894736842105263
1	270459690	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	NA	NA	1
1	270459776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459777	NA	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	1	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	0.818181818181818
1	270459778	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	1	NA	0.5	NA	NA	NA	NA	1	NA	0.833333333333333	NA	NA	NA	NA
1	270459811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459812	NA	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	0.5	NA	NA	1	NA	1	1	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	0.75
1	270459813	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.8	1	NA	NA	NA	NA	0.75	NA	NA	1	1	NA	NA	0.5	1	NA	0.777777777777778	NA	NA	NA	1
1	270459814	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
1	270459815	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	0.75	NA	0.6	1	NA	NA	NA	1	1	NA	0.888888888888889	NA	NA	NA	1
1	270459818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459819	NA	NA	NA	1	1	NA	NA	NA	0.5	NA	NA	NA	NA	NA	1	NA	NA	1	NA	1	1	0.5	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	1
1	270459820	0.5	NA	NA	NA	NA	1	NA	NA	1	0.333333333333333	NA	NA	NA	0.833333333333333	1	NA	NA	NA	NA	0.75	NA	0.9	1	1	NA	NA	1	NA	NA	0.888888888888889	NA	0	NA	NA
1	270459838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459839	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	0	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	1
1	270459840	0	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0	1	NA	0.75	NA	NA	0.666666666666667	NA	NA	0	1	NA	NA	NA	NA	0	NA	1
1	270459850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459851	NA	NA	NA	0.5	1	1	NA	NA	0.75	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	1	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	0.666666666666667
1	270459852	1	NA	1	NA	NA	1	NA	NA	NA	1	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6
1	270459880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459881	NA	NA	NA	NA	1	1	NA	NA	0.75	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	1	1	NA	1	NA	NA	NA	1	NA	1	NA	NA	NA	1
1	270459882	0.75	NA	1	NA	NA	1	NA	NA	NA	1	NA	1	NA	0.636363636363636	1	NA	0	1	1	NA	1	NA	1	NA	NA	0	1	NA	NA	1	NA	0	NA	0.75
1	270459904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459905	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	1	NA	0.5	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA
1	270459906	0	NA	NA	NA	NA	0.666666666666667	NA	NA	NA	1	NA	1	NA	0.916666666666667	NA	NA	0	1	1	NA	0.8	NA	NA	1	NA	0.5	1	NA	NA	0.857142857142857	NA	0.5	NA	NA
1	270459924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	270459925	NA	NA	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.75	0.75	1	NA	1	NA	NA	NA	0.5	NA	1	NA	NA	NA	NA
1	270459926	1	NA	1	NA	0.75	NA	NA	NA	NA	1	1	1	NA	0.916666666666667	NA	NA	0.75	1	1	1	1	NA	NA	1	NA	0.5	1	NA	NA	NA	NA	1	NA	NA
