Chr	start	end	Gene	Chain	Chr_TE	start_TE	end_TE	Overlap_bp
1	34138159	34143845	Zm00001d028414	-	1	34139090	34140078	988
1	34211830	34214257	Zm00001d028416	+	1	34209974	34304770	2427
1	34216191	34223589	Zm00001d028417	-	1	34209974	34304770	7398
1	34542493	34546543	Zm00001d028424	+	1	34544634	34556803	1909
1	34649020	34655072	Zm00001d028426	+	1	34650511	34652361	1850
1	34690471	34704954	Zm00001d028428	-	1	34692401	34701656	9255
1	34709436	34713166	Zm00001d028429	-	1	34705628	34718822	3730
1	34818314	34833657	Zm00001d028431	+	1	34820438	34831138	10700
1	34919688	34921312	Zm00001d028433	-	1	34919546	34923716	1624
1	34926403	34927063	Zm00001d028434	+	1	34925809	34929450	660
1	35124835	35125719	Zm00001d028441	-	1	35120777	35209395	884
1	35124835	35125719	Zm00001d028441	-	1	35124706	35129537	884
1	35131038	35136000	Zm00001d028443	-	1	35120777	35209395	4962
1	35204318	35205343	Zm00001d028445	-	1	35120777	35209395	1025
1	35465775	35476235	Zm00001d028453	-	1	35464809	35467371	1596
1	35528328	35529949	Zm00001d028461	+	1	35523304	35532255	1621
1	35718861	35785612	Zm00001d028464	+	1	35724327	35731072	6745
1	35718861	35785612	Zm00001d028464	+	1	35754265	35756024	1759
1	35718861	35785612	Zm00001d028464	+	1	35770241	35782008	11767
1	35718861	35785612	Zm00001d028464	+	1	35723125	35738973	15848
1	35718861	35785612	Zm00001d028464	+	1	35733400	35736830	3430
1	35718861	35785612	Zm00001d028464	+	1	35749463	35752117	2654
1	35718861	35785612	Zm00001d028464	+	1	35749741	35750950	1209
1	35871818	35874297	Zm00001d028467	+	1	35855644	35873024	1206
1	36140572	36147440	Zm00001d028474	+	1	36133551	36148210	6868
1	36211949	36216035	Zm00001d028475	+	1	36208506	36218346	4086
1	36246226	36256685	Zm00001d028477	+	1	36249570	36254711	5141
1	36246226	36256685	Zm00001d028477	+	1	36255752	36256300	548
1	36337818	36338422	Zm00001d028480	-	1	36283686	36341205	604
1	36508912	36510926	Zm00001d028482	-	1	36505090	36509354	442
1	36775772	36779056	Zm00001d028489	+	1	36771350	36780146	3284
1	36775772	36779056	Zm00001d028489	+	1	36772437	36778887	3115
1	36826368	36843555	Zm00001d028490	+	1	36840545	36840754	209
1	37260628	37261694	Zm00001d028502	+	1	37256652	37271605	1066
1	37265122	37266559	Zm00001d028503	-	1	37256652	37271605	1437
1	37470281	37475086	Zm00001d028508	+	1	37469943	37475595	4805
1	37841039	37846575	Zm00001d028514	-	1	37826534	37842569	1530
1	38036165	38039615	Zm00001d028520	+	1	38037023	38044326	2592
1	38042022	38042845	Zm00001d028521	+	1	38037023	38044326	823
1	38120752	38126640	Zm00001d028525	-	1	38117045	38128694	5888
1	38215481	38232937	Zm00001d028527	-	1	38216844	38230966	14122
1	38449782	38457129	Zm00001d028534	-	1	38449936	38459282	7193
1	38520831	38526529	Zm00001d028536	-	1	38523190	38524028	838
1	38582039	38583427	Zm00001d028537	-	1	38580385	38597410	1388
1	38586289	38599861	Zm00001d028538	-	1	38580385	38597410	11121
1	38638860	38643914	Zm00001d028539	+	1	38635885	38651933	5054
1	38644815	38647346	Zm00001d028540	-	1	38635885	38651933	2531
1	38685403	38697325	Zm00001d028542	+	1	38696111	38707295	1214
1	38902998	38914734	Zm00001d028546	+	1	38912204	38912633	429
1	38975759	38978074	Zm00001d028550	+	1	38975297	38978390	2315
1	38975759	38978074	Zm00001d028550	+	1	38977486	38983832	588
1	38985184	38986051	Zm00001d028552	+	1	38984401	38991165	867
1	38993551	38998358	Zm00001d028554	-	1	38997306	39085606	1052
1	38997819	38998295	Zm00001d028555	+	1	38997306	39085606	476
1	39084598	39085294	Zm00001d028556	-	1	38997306	39085606	696
1	39154936	39163793	Zm00001d028560	+	1	39137528	39156576	1640
1	39215626	39217472	Zm00001d028562	-	1	39215213	39221567	1846
1	39218835	39220465	Zm00001d028563	+	1	39215213	39221567	1630
1	39219196	39219834	Zm00001d028564	-	1	39215213	39221567	638
1	39236494	39239663	Zm00001d028565	+	1	39223848	39241833	3169
1	39386655	39389622	Zm00001d028567	-	1	39359630	39386717	62
1	39386655	39389622	Zm00001d028567	-	1	39375552	39393823	2967
1	39587411	39593209	Zm00001d028576	+	1	39581930	39597621	5798
1	39799383	39800220	Zm00001d028582	-	1	39799007	39802666	837
1	40092188	40097279	Zm00001d028586	+	1	40078404	40098121	5091
1	40238228	40239306	Zm00001d028595	+	1	40231451	40239157	929
1	40253344	40260838	Zm00001d028597	+	1	40255531	40255999	468
1	40594616	40599175	Zm00001d028606	+	1	40590717	40600145	4559
1	40765847	40768228	Zm00001d028609	+	1	40765696	40771935	2381
1	40942152	40945320	Zm00001d028616	-	1	40937671	40946858	3168
1	40994501	40995457	Zm00001d028617	+	1	40989723	40996553	956
1	40996578	41013371	Zm00001d028618	-	1	41006528	41007978	1450
1	40996578	41013371	Zm00001d028618	-	1	40998655	41012933	14278
1	40996578	41013371	Zm00001d028618	-	1	41002271	41011795	9524
1	41091131	41112110	Zm00001d028621	-	1	41091911	41093159	1248
1	41091131	41112110	Zm00001d028621	-	1	41092488	41112377	19622
1	41091131	41112110	Zm00001d028621	-	1	41099628	41108723	9095
1	41195076	41195404	Zm00001d028624	+	1	41177540	41196585	328
1	41306017	41327056	Zm00001d028627	+	1	41310257	41318051	7794
1	41306017	41327056	Zm00001d028627	+	1	41325993	41334807	1063
1	41833738	41838204	Zm00001d028653	+	1	41837772	41844044	432
1	41897894	41901694	Zm00001d028655	-	1	41886367	41899575	1681
1	42111830	42113942	Zm00001d028659	-	1	42110803	42121102	2112
1	42116981	42126702	Zm00001d028660	+	1	42110803	42121102	4121
1	42440888	42454789	Zm00001d028669	+	1	42443581	42448495	4914
1	42563870	42580521	Zm00001d028672	-	1	42563005	42566008	2138
1	42769094	42770249	Zm00001d028678	+	1	42765062	42781807	1155
1	43042365	43043297	Zm00001d028685	-	1	43028844	43046450	932
1	43343008	43345059	Zm00001d028693	-	1	43339818	43343101	93
1	43439526	43446781	Zm00001d028698	-	1	43441219	43443059	1840
1	43646003	43646671	Zm00001d028702	-	1	43634980	43648607	668
1	43713184	43724218	Zm00001d028704	+	1	43715060	43733236	9158
1	43725600	43726910	Zm00001d028705	+	1	43715060	43733236	1310
1	43905140	43907073	Zm00001d028710	+	1	43906314	43908219	759
1	43999111	44006680	Zm00001d028712	+	1	43951858	44028134	7569
1	44009629	44012885	Zm00001d028713	+	1	43951858	44028134	3256
1	44013642	44016256	Zm00001d028714	-	1	43951858	44028134	2614
1	44168660	44172559	Zm00001d028715	+	1	44162509	44173601	3899
1	44243100	44244480	Zm00001d028719	+	1	44241824	44244600	1380
1	44361606	44365357	Zm00001d028725	+	1	44362760	44369893	2597
1	44373879	44382034	Zm00001d028726	-	1	44375073	44380563	5490
1	44373879	44382034	Zm00001d028726	-	1	44372841	44387192	8155
1	44548793	44552517	Zm00001d028732	-	1	44548668	44553403	3724
1	44718501	44719536	Zm00001d028735	+	1	44718079	44721185	1035
1	44765885	44768411	Zm00001d028738	+	1	44763210	44770516	2526
1	44836475	44837783	Zm00001d028739	+	1	44833866	44840022	1308
1	44836475	44837783	Zm00001d028739	+	1	44817004	44902754	1308
1	44843630	44844552	Zm00001d028740	-	1	44840942	44887875	922
1	44843630	44844552	Zm00001d028740	-	1	44817004	44902754	922
1	44865682	44866604	Zm00001d028741	-	1	44840942	44887875	922
1	44865682	44866604	Zm00001d028741	-	1	44844942	44871259	922
1	44865682	44866604	Zm00001d028741	-	1	44817004	44902754	922
1	45107095	45112661	Zm00001d028744	+	1	45096273	45115965	5566
1	45169934	45171167	Zm00001d028745	-	1	45165917	45185161	1233
1	45171565	45179033	Zm00001d028746	-	1	45165917	45185161	7468
1	45260598	45261005	Zm00001d028747	-	1	45246646	45261255	407
1	45537884	45539961	Zm00001d028752	+	1	45539881	45542945	80
1	45800846	45801498	Zm00001d028760	+	1	45788657	45805444	652
1	45868763	45896495	Zm00001d028762	+	1	45884147	45889569	5422
1	45868763	45896495	Zm00001d028762	+	1	45872139	45877867	5728
1	45932813	45935826	Zm00001d028765	+	1	45932920	45938792	2906
1	45932813	45935826	Zm00001d028765	+	1	45916078	45932860	47
1	45936873	45940038	Zm00001d028766	+	1	45932920	45938792	1919
1	46011526	46014654	Zm00001d028770	-	1	46014069	46024872	585
1	46017582	46024037	Zm00001d028771	-	1	46014069	46024872	6455
1	46032247	46035061	Zm00001d028772	+	1	46032728	46035795	2333
1	46032247	46035061	Zm00001d028772	+	1	46031062	46042168	2814
1	46156410	46170403	Zm00001d028773	+	1	46156965	46167419	10454
1	46470270	46475798	Zm00001d028788	-	1	46470026	46489902	5528
1	46474470	46476763	Zm00001d028789	+	1	46470026	46489902	2293
1	46477887	46491682	Zm00001d028791	-	1	46470026	46489902	12015
1	46568384	46570597	Zm00001d028794	+	1	46567479	46574561	2213
1	46571275	46573368	Zm00001d028795	+	1	46567479	46574561	2093
1	47440048	47441026	Zm00001d028815	+	1	47438245	47443866	978
1	47599969	47601174	Zm00001d028821	-	1	47600262	47657565	912
1	47638498	47639724	Zm00001d028822	-	1	47637304	47640055	1226
1	47638498	47639724	Zm00001d028822	-	1	47600262	47657565	1226
1	47656747	47657982	Zm00001d028823	-	1	47600262	47657565	818
1	48068503	48082169	Zm00001d028832	+	1	48069228	48080779	11551
1	48068503	48082169	Zm00001d028832	+	1	48069964	48083108	12205
1	48330999	48331432	Zm00001d028839	-	1	48330042	48332425	433
1	48436711	48438133	Zm00001d028845	-	1	48432183	48451749	1422
1	48449345	48450829	Zm00001d028849	-	1	48432183	48451749	1484
1	48449345	48450829	Zm00001d028849	-	1	48439848	48450338	993
1	48576539	48577961	Zm00001d028850	-	1	48575534	48593364	1422
1	48589178	48597585	Zm00001d028854	-	1	48579676	48590171	993
1	48589178	48597585	Zm00001d028854	-	1	48575534	48593364	4186
1	48589178	48597585	Zm00001d028854	-	1	48592316	48606569	5269
1	48750838	48751576	Zm00001d028859	-	1	48749889	48751473	635
1	48944708	48945685	Zm00001d028865	-	1	48938811	48947560	977
1	49087869	49093033	Zm00001d028868	-	1	49077793	49090381	2512
1	49176439	49177083	Zm00001d028870	-	1	49174595	49177560	644
1	49267598	49268126	Zm00001d028871	+	1	49267425	49278097	528
1	49274472	49276941	Zm00001d028872	+	1	49267425	49278097	2469
1	49355748	49389986	Zm00001d028875	-	1	49366506	49379113	12607
1	49496883	49497413	Zm00001d028879	+	1	49495432	49508920	530
1	49535063	49535443	Zm00001d028880	+	1	49525379	49545130	380
1	49574147	49575303	Zm00001d028881	+	1	49572070	49576561	1156
1	49588054	49597158	Zm00001d028884	+	1	49593922	49597260	3236
1	49660780	49662585	Zm00001d028887	+	1	49643428	49661287	507
1	49660780	49662585	Zm00001d028887	+	1	49660214	49733300	1805
1	49731260	49733065	Zm00001d028888	+	1	49660214	49733300	1805
1	50157165	50159027	Zm00001d028900	+	1	50156577	50169274	1862
1	50190087	50200187	Zm00001d028901	-	1	50192575	50195756	3181
1	50201483	50230198	Zm00001d028902	-	1	50217035	50220583	3548
1	50201483	50230198	Zm00001d028902	-	1	50222046	50227338	5292
1	50443216	50455013	Zm00001d028905	+	1	50447885	50449724	1839
1	50443216	50455013	Zm00001d028905	+	1	50453323	50457978	1690
1	50505948	50506710	Zm00001d028906	+	1	50502379	50519091	762
1	50514018	50524361	Zm00001d028907	-	1	50522595	50526078	1766
1	50514018	50524361	Zm00001d028907	-	1	50502379	50519091	5073
1	50775179	50786550	Zm00001d028910	+	1	50779307	50779808	501
1	51076671	51160417	Zm00001d028915	+	1	51081966	51084418	2452
1	51076671	51160417	Zm00001d028915	+	1	51087358	51093243	5885
1	51076671	51160417	Zm00001d028915	+	1	51098668	51099056	388
1	51076671	51160417	Zm00001d028915	+	1	51102251	51107955	5704
1	51076671	51160417	Zm00001d028915	+	1	51143038	51147848	4810
1	51076671	51160417	Zm00001d028915	+	1	51149741	51155163	5422
1	51602498	51603012	Zm00001d028922	-	1	51594488	51613675	514
1	51754552	51764566	Zm00001d028926	-	1	51761162	51764658	3404
1	52672158	52680876	Zm00001d028952	-	1	52676878	52678036	1158
1	52749160	52749765	Zm00001d028953	-	1	52693950	52765820	605
1	52850182	52853358	Zm00001d028955	+	1	52851740	52855335	1618
1	53030837	53032126	Zm00001d028962	+	1	53031857	53049508	269
1	53145602	53154854	Zm00001d028964	+	1	53146228	53152066	5838
1	53183379	53188438	Zm00001d028967	+	1	53187957	53189770	481
1	53292747	53300706	Zm00001d028971	+	1	53292959	53299919	6960
1	53368438	53370381	Zm00001d028974	+	1	53358739	53378409	1943
1	53393407	53405238	Zm00001d028975	-	1	53404552	53415227	686
1	53417301	53424648	Zm00001d028977	-	1	53418884	53426109	5764
1	53462988	53463885	Zm00001d028983	-	1	53463884	53494774	1
1	53579645	53583324	Zm00001d028986	-	1	53562175	53579787	142
1	53883358	53885907	Zm00001d028992	-	1	53857882	53905012	2549
1	54346520	54348605	Zm00001d029002	+	1	54337738	54348608	2085
1	54370590	54371111	Zm00001d029003	-	1	54370364	54374892	521
1	54451904	54484683	Zm00001d029004	+	1	54451633	54452249	345
1	54451904	54484683	Zm00001d029004	+	1	54472610	54472970	360
1	54451904	54484683	Zm00001d029004	+	1	54481518	54482929	1411
1	54624061	54639249	Zm00001d029009	-	1	54636343	54636735	392
1	54822256	54826599	Zm00001d029011	-	1	54818304	54835228	4343
1	54928187	54933748	Zm00001d029012	+	1	54916586	54931124	2937
1	54937514	54940747	Zm00001d029014	-	1	54934537	54944070	3233
1	54941440	54943661	Zm00001d029015	+	1	54934537	54944070	2221
1	55041075	55043628	Zm00001d029018	-	1	55040394	55047911	2553
1	55178515	55181462	Zm00001d029025	+	1	55152664	55236787	2947
1	55178515	55181462	Zm00001d029025	+	1	55170214	55182036	2947
1	55454318	55483990	Zm00001d029034	+	1	55468085	55475344	7259
1	55454318	55483990	Zm00001d029034	+	1	55470195	55471642	1447
1	55700209	55704962	Zm00001d029039	-	1	55701126	55701462	336
1	55709486	55715009	Zm00001d029040	+	1	55705921	55716355	5523
1	55779845	55785436	Zm00001d029041	-	1	55751939	55800443	5591
1	55779845	55785436	Zm00001d029041	-	1	55754220	55788526	5591
1	55793069	55793605	Zm00001d029042	+	1	55789863	55793787	536
1	55793069	55793605	Zm00001d029042	+	1	55751939	55800443	536
1	56094245	56104240	Zm00001d029048	+	1	56095814	56113541	8426
1	56106212	56106724	Zm00001d029049	+	1	56095814	56113541	512
1	56107554	56110129	Zm00001d029050	-	1	56095814	56113541	2575
1	56214309	56220473	Zm00001d029053	-	1	56206176	56221217	6164
1	56383258	56404978	Zm00001d029055	-	1	56396060	56398164	2104
1	56383258	56404978	Zm00001d029055	-	1	56400126	56400467	341
1	56681471	56700079	Zm00001d029056	+	1	56684837	56700860	15242
1	56681471	56700079	Zm00001d029056	+	1	56685791	56691564	5773
1	56811457	56816453	Zm00001d029060	-	1	56788283	56851193	4996
1	56853854	56855533	Zm00001d029061	+	1	56851772	56855969	1679
1	56855736	56858177	Zm00001d029062	-	1	56851772	56855969	233
1	57045275	57045843	Zm00001d029071	+	1	57042172	57052933	568
1	57132195	57138858	Zm00001d029072	+	1	57136330	57141054	2528
1	57267805	57269655	Zm00001d029078	-	1	57267102	57270231	1850
1	57298087	57298659	Zm00001d029079	+	1	57286279	57302482	572
1	57300175	57301834	Zm00001d029080	+	1	57286279	57302482	1659
1	57457546	57464810	Zm00001d029087	-	1	57462831	57495040	1979
1	57477723	57481205	Zm00001d029088	+	1	57462831	57495040	3482
1	57482407	57483912	Zm00001d029089	+	1	57462831	57495040	1505
1	57485063	57485572	Zm00001d029090	+	1	57462831	57495040	509
1	57485063	57485572	Zm00001d029090	+	1	57484902	57504253	509
1	57485976	57493258	Zm00001d029091	-	1	57462831	57495040	7282
1	57485976	57493258	Zm00001d029091	-	1	57484902	57504253	7282
1	57485976	57493258	Zm00001d029091	-	1	57491283	57495040	1975
1	57580538	57582365	Zm00001d029092	+	1	57576728	57583411	1827
1	57648248	57697308	Zm00001d029095	+	1	57663224	57670231	7007
1	57648248	57697308	Zm00001d029095	+	1	57660972	57674569	13597
1	57648248	57697308	Zm00001d029095	+	1	57668882	57684502	15620
1	58046732	58047412	Zm00001d029101	-	1	58043803	58051587	680
1	58170770	58174845	Zm00001d029103	+	1	58170683	58176912	4075
1	58366033	58367049	Zm00001d029111	+	1	58352509	58371101	1016
1	58366033	58367049	Zm00001d029111	+	1	58358592	58432993	1016
1	58369553	58369966	Zm00001d029112	-	1	58352509	58371101	413
1	58369553	58369966	Zm00001d029112	-	1	58358592	58432993	413
1	58377787	58380792	Zm00001d029114	+	1	58377612	58381012	3005
1	58377787	58380792	Zm00001d029114	+	1	58358592	58432993	3005
1	58531960	58532976	Zm00001d029117	+	1	58441590	58533630	1016
1	58534876	58540001	Zm00001d029118	-	1	58535854	58536289	435
1	58742447	58753879	Zm00001d029120	-	1	58736407	58829425	11432
1	59023014	59027798	Zm00001d029123	-	1	59022567	59029209	4784
1	59028004	59030626	Zm00001d029124	+	1	59022567	59029209	1205
1	59132630	59134681	Zm00001d029126	-	1	59121233	59135826	2051
1	59251440	59254298	Zm00001d029127	-	1	59243882	59254854	2858
1	59750279	59754277	Zm00001d029132	+	1	59739390	59822323	3998
1	59759933	59786192	Zm00001d029133	+	1	59739390	59822323	26259
1	59759933	59786192	Zm00001d029133	+	1	59766769	59770124	3355
1	59846904	59876808	Zm00001d029134	-	1	59842945	59858082	11178
1	60112886	60116740	Zm00001d029137	-	1	60114876	60125804	1864
1	60427117	60431202	Zm00001d029144	-	1	60415510	60431647	4085
1	60531179	60535397	Zm00001d029149	+	1	60527753	60539640	4218
1	60631458	60632663	Zm00001d029150	-	1	60630925	60650815	1205
1	60796734	60798703	Zm00001d029154	+	1	60790560	60808289	1969
1	60838632	60844331	Zm00001d029157	+	1	60839891	60859656	4440
1	60845498	60862194	Zm00001d029160	-	1	60839891	60859656	14158
1	60850838	60857331	Zm00001d029159	+	1	60839891	60859656	6493
1	60879438	60888390	Zm00001d029165	-	1	60882810	60884571	1761
1	60948835	60951140	Zm00001d029173	+	1	60947867	60958605	2305
1	61041496	61045956	Zm00001d029177	+	1	61043853	61061017	2103
1	61214711	61233546	Zm00001d029180	+	1	61210583	61249327	18835
1	61371988	61377181	Zm00001d029181	-	1	61355825	61380007	5193
1	61729759	61733298	Zm00001d029194	-	1	61724265	61729904	145
1	61729759	61733298	Zm00001d029194	-	1	61730964	61746732	2334
1	61898636	61901310	Zm00001d029197	+	1	61866803	61911926	2674
1	61904101	61906749	Zm00001d029198	-	1	61866803	61911926	2648
1	61907040	61908810	Zm00001d029199	-	1	61866803	61911926	1770
1	62293811	62296945	Zm00001d029205	-	1	62293793	62297028	3134
1	62408710	62417139	Zm00001d029206	+	1	62414597	62421570	2542
1	62417036	62418643	Zm00001d029207	-	1	62414597	62421570	1607
1	62419477	62427352	Zm00001d029208	+	1	62414597	62421570	2093
1	63025344	63042076	Zm00001d029223	-	1	63035172	63035368	196
1	63043367	63044286	Zm00001d029224	+	1	63042151	63044780	919
1	63142997	63153057	Zm00001d029228	+	1	63142571	63148382	5385
1	63204439	63204717	Zm00001d029229	+	1	63203978	63212563	278
1	63208323	63209490	Zm00001d029230	+	1	63203978	63212563	1167
1	63237376	63240402	Zm00001d029232	-	1	63239511	63254149	891
1	63275727	63280169	Zm00001d029234	-	1	63273216	63288550	4442
1	63282987	63283952	Zm00001d029235	-	1	63273216	63288550	965
1	63318026	63324928	Zm00001d029237	+	1	63318021	63324989	6902
1	63708680	63711620	Zm00001d029248	+	1	63710540	63726365	1080
1	63744994	63752712	Zm00001d029249	+	1	63746744	63766141	5968
1	63744994	63752712	Zm00001d029249	+	1	63746761	63752164	5403
1	63811849	63813987	Zm00001d029250	-	1	63811037	63829583	2138
1	63811849	63813987	Zm00001d029250	-	1	63807655	63833215	2138
1	63834316	63858602	Zm00001d029251	-	1	63834557	63836555	1998
1	63834316	63858602	Zm00001d029251	-	1	63839135	63848657	9522
1	63839696	63841358	Zm00001d029252	+	1	63839135	63848657	1662
1	63916533	63917166	Zm00001d029257	+	1	63894984	63969139	633
1	63928318	63930254	Zm00001d029258	+	1	63894984	63969139	1936
1	64354033	64357203	Zm00001d029266	+	1	64352112	64363857	3170
1	64438231	64479765	Zm00001d029272	+	1	64458194	64463026	4832
1	64438231	64479765	Zm00001d029272	+	1	64435172	64446071	7840
1	64438231	64479765	Zm00001d029272	+	1	64468139	64473369	5230
1	64438231	64479765	Zm00001d029272	+	1	64416669	64511475	41534
1	64438231	64479765	Zm00001d029272	+	1	64473830	64492926	5935
1	64616235	64617629	Zm00001d029279	+	1	64616645	64686760	984
1	64685464	64686836	Zm00001d029280	+	1	64616645	64686760	1296
1	64856366	64858852	Zm00001d029288	+	1	64856741	64918118	2111
1	64917056	64919569	Zm00001d029289	+	1	64856741	64918118	1062
1	64986056	64988212	Zm00001d029290	+	1	64988208	64993516	4
1	64986056	64988212	Zm00001d029290	+	1	64956929	65030741	2156
1	65078005	65079230	Zm00001d029293	-	1	65077364	65090954	1225
1	65240611	65246632	Zm00001d029295	-	1	65240272	65243975	3364
1	65609791	65618895	Zm00001d029313	+	1	65610386	65628365	8509
1	65618909	65621774	Zm00001d029314	-	1	65610386	65628365	2865
1	65770171	65774414	Zm00001d029316	-	1	65768611	65775264	4243
1	65782144	65786175	Zm00001d029318	-	1	65783816	65790022	2359
1	65782144	65786175	Zm00001d029318	-	1	65776837	65820425	4031
1	65782144	65786175	Zm00001d029318	-	1	65777228	65818306	4031
1	65991013	65992879	Zm00001d029325	-	1	65982687	66001643	1866
1	66242685	66248638	Zm00001d029329	+	1	66232631	66250954	5953
