"marker","chr","physical","genetic"
"1_859",1,85900000,146.95015
"1_860",1,8.6e+07,146.99178
"1_861",1,86100000,147.03399
"1_862",1,86200000,147.0768
"1_863",1,86300000,147.12025
"1_864",1,86400000,147.16433
"1_865",1,86500000,147.20907
"1_866",1,86600000,147.25449
"1_867",1,86700000,147.3006
"1_868",1,86800000,147.3474
"1_869",1,86900000,147.3949
"1_870",1,8.7e+07,147.44312
"1_871",1,87100000,147.49206
"1_872",1,87200000,147.54173
"1_873",1,87300000,147.59214
"1_874",1,87400000,147.64331
"1_875",1,87500000,147.69523
"1_876",1,87600000,147.74793
"1_877",1,87700000,147.8014
"1_878",1,87800000,147.85565
"1_879",1,87900000,147.91068
"1_880",1,8.8e+07,147.96648
"1_881",1,88100000,148.02305
"1_882",1,88200000,148.0804
"1_883",1,88300000,148.13851
"1_884",1,88400000,148.19737
"1_885",1,88500000,148.25697
"1_886",1,88600000,148.31731
"1_887",1,88700000,148.37835
"1_888",1,88800000,148.4401
"1_889",1,88900000,148.50252
"1_890",1,8.9e+07,148.5656
"1_891",1,89100000,148.62933
"1_892",1,89200000,148.69369
"1_893",1,89300000,148.75865
"1_894",1,89400000,148.82421
"1_895",1,89500000,148.89033
"1_896",1,89600000,148.95701
"1_897",1,89700000,149.0242
"1_898",1,89800000,149.09189
"1_899",1,89900000,149.16005
"1_900",1,9e+07,149.22864
"1_901",1,90100000,149.29763
"1_902",1,90200000,149.36697
"1_903",1,90300000,149.43664
"1_904",1,90400000,149.50658
"1_905",1,90500000,149.57675
"1_906",1,90600000,149.64712
"1_907",1,90700000,149.71763
"1_908",1,90800000,149.78826
"1_909",1,90900000,149.85895
"1_910",1,9.1e+07,149.92968
"1_911",1,91100000,150.00038
"1_912",1,91200000,150.07103
"1_913",1,91300000,150.14159
"1_914",1,91400000,150.21201
"1_915",1,91500000,150.28225
"1_916",1,91600000,150.35228
"1_917",1,91700000,150.42204
"1_918",1,91800000,150.49151
"1_919",1,91900000,150.56065
"1_920",1,9.2e+07,150.6294
"1_921",1,92100000,150.69774
"1_922",1,92200000,150.76562
"1_923",1,92300000,150.833
"1_924",1,92400000,150.89985
"1_925",1,92500000,150.96613
"1_926",1,92600000,151.03182
"1_927",1,92700000,151.09691
"1_928",1,92800000,151.16135
"1_929",1,92900000,151.22515
"1_930",1,9.3e+07,151.28827
"1_931",1,93100000,151.3507
"1_932",1,93200000,151.41244
"1_933",1,93300000,151.47347
"1_934",1,93400000,151.53379
"1_935",1,93500000,151.59339
"1_936",1,93600000,151.65229
"1_937",1,93700000,151.71047
"1_938",1,93800000,151.76796
"1_939",1,93900000,151.82476
"1_940",1,9.4e+07,151.88086
"1_941",1,94100000,151.93629
"1_942",1,94200000,151.99103
"1_943",1,94300000,152.0451
"1_944",1,94400000,152.09851
"1_945",1,94500000,152.15126
"1_946",1,94600000,152.20336
"1_947",1,94700000,152.25484
"1_948",1,94800000,152.30573
"1_949",1,94900000,152.35604
"1_950",1,9.5e+07,152.40581
"1_951",1,95100000,152.45507
"1_952",1,95200000,152.50383
"1_953",1,95300000,152.55215
"1_954",1,95400000,152.60004
"1_955",1,95500000,152.64754
"1_956",1,95600000,152.69468
"1_957",1,95700000,152.7415
"1_958",1,95800000,152.78802
"1_959",1,95900000,152.83428
"1_960",1,9.6e+07,152.88031
"1_961",1,96100000,152.92615
"1_962",1,96200000,152.97181
"1_963",1,96300000,153.01735
"1_964",1,96400000,153.06278
"1_965",1,96500000,153.10815
"1_966",1,96600000,153.15348
"1_967",1,96700000,153.19881
"1_968",1,96800000,153.24416
"1_969",1,96900000,153.28957
"1_970",1,9.7e+07,153.33508
"1_971",1,97100000,153.38071
"1_972",1,97200000,153.42649
"1_973",1,97300000,153.47245
"1_974",1,97400000,153.5186
"1_975",1,97500000,153.56498
"1_976",1,97600000,153.61158
"1_977",1,97700000,153.65843
"1_978",1,97800000,153.70554
"1_979",1,97900000,153.75294
"1_980",1,9.8e+07,153.80063
"1_981",1,98100000,153.84864
"1_982",1,98200000,153.89699
"1_983",1,98300000,153.94568
"1_984",1,98400000,153.99473
"1_985",1,98500000,154.04417
"1_986",1,98600000,154.09401
"1_987",1,98700000,154.14425
"1_988",1,98800000,154.19491
"1_989",1,98900000,154.24599
"1_990",1,9.9e+07,154.29747
"1_991",1,99100000,154.34937
"1_992",1,99200000,154.40167
"1_993",1,99300000,154.45439
"1_994",1,99400000,154.50751
"1_995",1,99500000,154.56105
"1_996",1,99600000,154.615
"1_997",1,99700000,154.66935
"1_998",1,99800000,154.72411
"1_999",1,99900000,154.77928
"1_1000",1,1e+08,154.83486
"1_1001",1,100100000,154.89083
"1_1002",1,100200000,154.9472
"1_1003",1,100300000,155.00395
"1_1004",1,100400000,155.06106
"1_1005",1,100500000,155.11851
"1_1006",1,100600000,155.17628
"1_1007",1,100700000,155.23435
"1_1008",1,100800000,155.29269
"1_1009",1,100900000,155.35129
"1_1010",1,1.01e+08,155.4101
"1_1011",1,101100000,155.46909
"1_1012",1,101200000,155.52825
"1_1013",1,101300000,155.58753
"1_1014",1,101400000,155.64691
"1_1015",1,101500000,155.70635
"1_1016",1,101600000,155.76584
"1_1017",1,101700000,155.82533
"1_1018",1,101800000,155.88481
"1_1019",1,101900000,155.94423
"1_1020",1,1.02e+08,156.00357
"1_1021",1,102100000,156.06281
"1_1022",1,102200000,156.1219
"1_1023",1,102300000,156.18083
"1_1024",1,102400000,156.23955
"1_1025",1,102500000,156.29805
"1_1026",1,102600000,156.35629
"1_1027",1,102700000,156.41424
"1_1028",1,102800000,156.47187
"1_1029",1,102900000,156.52916
"1_1030",1,1.03e+08,156.58607
"1_1031",1,103100000,156.64257
"1_1032",1,103200000,156.69864
"1_1033",1,103300000,156.75424
"1_1034",1,103400000,156.80935
"1_1035",1,103500000,156.86393
"1_1036",1,103600000,156.91795
"1_1037",1,103700000,156.9714
"1_1038",1,103800000,157.02422
"1_1039",1,103900000,157.07641
"1_1040",1,1.04e+08,157.12792
"1_1041",1,104100000,157.17872
"1_1042",1,104200000,157.2288
"1_1043",1,104300000,157.27811
"1_1044",1,104400000,157.32663
"1_1045",1,104500000,157.37433
"1_1046",1,104600000,157.42117
"1_1047",1,104700000,157.46714
"1_1048",1,104800000,157.51219
"1_1049",1,104900000,157.55631
"1_1050",1,1.05e+08,157.59945
"1_1051",1,105100000,157.64159
"1_1052",1,105200000,157.68271
"1_1053",1,105300000,157.72276
"1_1054",1,105400000,157.76173
"1_1055",1,105500000,157.79958
"1_1056",1,105600000,157.83628
"1_1057",1,105700000,157.87181
"1_1058",1,105800000,157.90615
"1_1059",1,105900000,157.93927
"1_1060",1,1.06e+08,157.97117
"1_1061",1,106100000,158.00182
"1_1062",1,106200000,158.03123
"1_1063",1,106300000,158.05937
"1_1064",1,106400000,158.08624
"1_1065",1,106500000,158.11183
"1_1066",1,106600000,158.13613
"1_1067",1,106700000,158.15913
"1_1068",1,106800000,158.18081
"1_1069",1,106900000,158.20117
"1_1070",1,1.07e+08,158.22019
"1_1071",1,107100000,158.23787
"1_1072",1,107200000,158.2542
"1_1073",1,107300000,158.26919
"1_1074",1,107400000,158.28284
"1_1075",1,107500000,158.29518
"1_1076",1,107600000,158.30622
"1_1077",1,107700000,158.31598
"1_1078",1,107800000,158.32446
"1_1079",1,107900000,158.33171
"1_1080",1,1.08e+08,158.33774
"1_1081",1,108100000,158.34258
"1_1082",1,108200000,158.34627
"1_1083",1,108300000,158.34883
"1_1084",1,108400000,158.35028
"1_1085",1,108500000,158.35066
"1_1086",1,108600000,158.34999
"1_1087",1,108700000,158.3483
"1_1088",1,108800000,158.34562
"1_1089",1,108900000,158.34197
"1_1090",1,1.09e+08,158.33739
"1_1091",1,109100000,158.3319
"1_1092",1,109200000,158.32553
"1_1093",1,109300000,158.31831
"1_1094",1,109400000,158.31026
"1_1095",1,109500000,158.30141
"1_1096",1,109600000,158.29179
"1_1097",1,109700000,158.28143
"1_1098",1,109800000,158.27035
"1_1099",1,109900000,158.25859
"1_1100",1,1.1e+08,158.24616
"1_1101",1,110100000,158.23311
"1_1102",1,110200000,158.21945
"1_1103",1,110300000,158.20521
"1_1104",1,110400000,158.19043
"1_1105",1,110500000,158.17513
"1_1106",1,110600000,158.15933
"1_1107",1,110700000,158.14306
"1_1108",1,110800000,158.12636
"1_1109",1,110900000,158.10925
"1_1110",1,1.11e+08,158.09177
"1_1111",1,111100000,158.07396
"1_1112",1,111200000,158.05586
"1_1113",1,111300000,158.03752
"1_1114",1,111400000,158.01897
"1_1115",1,111500000,158.00027
"1_1116",1,111600000,157.98146
"1_1117",1,111700000,157.96259
"1_1118",1,111800000,157.94371
"1_1119",1,111900000,157.92487
"1_1120",1,1.12e+08,157.9061
"1_1121",1,112100000,157.88747
"1_1122",1,112200000,157.86901
"1_1123",1,112300000,157.85077
"1_1124",1,112400000,157.8328
"1_1125",1,112500000,157.81515
"1_1126",1,112600000,157.79786
"1_1127",1,112700000,157.78098
"1_1128",1,112800000,157.76456
"1_1129",1,112900000,157.74864
"1_1130",1,1.13e+08,157.73327
"1_1131",1,113100000,157.71849
"1_1132",1,113200000,157.70436
"1_1133",1,113300000,157.6909
"1_1134",1,113400000,157.67816
"1_1135",1,113500000,157.66617
"1_1136",1,113600000,157.65496
"1_1137",1,113700000,157.64459
"1_1138",1,113800000,157.63508
"1_1139",1,113900000,157.62646
"1_1140",1,1.14e+08,157.61875
"1_1141",1,114100000,157.61198
"1_1142",1,114200000,157.60616
"1_1143",1,114300000,157.60129
"1_1144",1,114400000,157.5974
"1_1145",1,114500000,157.59449
"1_1146",1,114600000,157.59258
"1_1147",1,114700000,157.59167
"1_1148",1,114800000,157.59176
"1_1149",1,114900000,157.59284
"1_1150",1,1.15e+08,157.59491
"1_1151",1,115100000,157.59797
"1_1152",1,115200000,157.602
"1_1153",1,115300000,157.607
"1_1154",1,115400000,157.61297
"1_1155",1,115500000,157.61989
"1_1156",1,115600000,157.62777
"1_1157",1,115700000,157.63659
"1_1158",1,115800000,157.64635
"1_1159",1,115900000,157.65705
"1_1160",1,1.16e+08,157.66867
"1_1161",1,116100000,157.68122
"1_1162",1,116200000,157.69468
"1_1163",1,116300000,157.70905
"1_1164",1,116400000,157.72433
"1_1165",1,116500000,157.7405
"1_1166",1,116600000,157.75756
"1_1167",1,116700000,157.77551
"1_1168",1,116800000,157.79433
"1_1169",1,116900000,157.81403
"1_1170",1,1.17e+08,157.83458
"1_1171",1,117100000,157.85595
"1_1172",1,117200000,157.87812
"1_1173",1,117300000,157.90106
"1_1174",1,117400000,157.92474
"1_1175",1,117500000,157.94913
"1_1176",1,117600000,157.97422
"1_1177",1,117700000,157.99996
"1_1178",1,117800000,158.02632
"1_1179",1,117900000,158.0533
"1_1180",1,1.18e+08,158.08084
"1_1181",1,118100000,158.10893
"1_1182",1,118200000,158.13755
"1_1183",1,118300000,158.16665
"1_1184",1,118400000,158.19621
"1_1185",1,118500000,158.22621
"1_1186",1,118600000,158.25662
"1_1187",1,118700000,158.2874
"1_1188",1,118800000,158.31854
"1_1189",1,118900000,158.35
"1_1190",1,1.19e+08,158.38176
"1_1191",1,119100000,158.41378
"1_1192",1,119200000,158.44604
"1_1193",1,119300000,158.47851
"1_1194",1,119400000,158.51117
"1_1195",1,119500000,158.54398
"1_1196",1,119600000,158.57693
"1_1197",1,119700000,158.60997
"1_1198",1,119800000,158.64308
"1_1199",1,119900000,158.67624
"1_1200",1,1.2e+08,158.70941
"1_1201",1,120100000,158.74257
"1_1202",1,120200000,158.7757
"1_1203",1,120300000,158.80875
"1_1204",1,120400000,158.84171
"1_1205",1,120500000,158.87455
"1_1206",1,120600000,158.90723
"1_1207",1,120700000,158.93974
"1_1208",1,120800000,158.97204
"1_1209",1,120900000,159.00411
"1_1210",1,1.21e+08,159.03591
"1_1211",1,121100000,159.06742
"1_1212",1,121200000,159.09861
"1_1213",1,121300000,159.12946
"1_1214",1,121400000,159.15993
"1_1215",1,121500000,159.19
"1_1216",1,121600000,159.21965
"1_1217",1,121700000,159.24885
"1_1218",1,121800000,159.27758
"1_1219",1,121900000,159.30582
"1_1220",1,1.22e+08,159.33354
"1_1221",1,122100000,159.36075
"1_1222",1,122200000,159.38743
"1_1223",1,122300000,159.41357
"1_1224",1,122400000,159.43918
"1_1225",1,122500000,159.46425
"1_1226",1,122600000,159.48876
"1_1227",1,122700000,159.51272
"1_1228",1,122800000,159.53613
"1_1229",1,122900000,159.55897
"1_1230",1,1.23e+08,159.58124
"1_1231",1,123100000,159.60293
"1_1232",1,123200000,159.62405
"1_1233",1,123300000,159.64458
"1_1234",1,123400000,159.66451
"1_1235",1,123500000,159.68386
"1_1236",1,123600000,159.7026
"1_1237",1,123700000,159.72074
"1_1238",1,123800000,159.73826
"1_1239",1,123900000,159.75517
"1_1240",1,1.24e+08,159.77146
"1_1241",1,124100000,159.78712
"1_1242",1,124200000,159.80215
"1_1243",1,124300000,159.81656
"1_1244",1,124400000,159.83035
"1_1245",1,124500000,159.84353
"1_1246",1,124600000,159.8561
"1_1247",1,124700000,159.86808
"1_1248",1,124800000,159.87947
"1_1249",1,124900000,159.89027
"1_1250",1,1.25e+08,159.90049
"1_1251",1,125100000,159.91014
"1_1252",1,125200000,159.91923
"1_1253",1,125300000,159.92775
"1_1254",1,125400000,159.93573
"1_1255",1,125500000,159.94315
"1_1256",1,125600000,159.95003
"1_1257",1,125700000,159.95638
"1_1258",1,125800000,159.96221
"1_1259",1,125900000,159.96751
"1_1260",1,1.26e+08,159.97229
"1_1261",1,126100000,159.97657
"1_1262",1,126200000,159.98034
"1_1263",1,126300000,159.98362
"1_1264",1,126400000,159.9864
"1_1265",1,126500000,159.98871
"1_1266",1,126600000,159.99053
"1_1267",1,126700000,159.99189
"1_1268",1,126800000,159.99278
"1_1269",1,126900000,159.99321
"1_1270",1,1.27e+08,159.99319
"1_1271",1,127100000,159.99273
"1_1272",1,127200000,159.99182
"1_1273",1,127300000,159.99049
"1_1274",1,127400000,159.98872
"1_1275",1,127500000,159.98654
"1_1276",1,127600000,159.98394
"1_1277",1,127700000,159.98094
"1_1278",1,127800000,159.97754
"1_1279",1,127900000,159.97374
"1_1280",1,1.28e+08,159.96955
"1_1281",1,128100000,159.96498
"1_1282",1,128200000,159.96003
"1_1283",1,128300000,159.95472
"1_1284",1,128400000,159.94904
"1_1285",1,128500000,159.943
"1_1286",1,128600000,159.93662
"1_1287",1,128700000,159.92989
"1_1288",1,128800000,159.92282
"1_1289",1,128900000,159.91543
"1_1290",1,1.29e+08,159.9077
"1_1291",1,129100000,159.89966
"1_1292",1,129200000,159.89131
"1_1293",1,129300000,159.88265
"1_1294",1,129400000,159.87369
"1_1295",1,129500000,159.86444
"1_1296",1,129600000,159.8549
"1_1297",1,129700000,159.84508
"1_1298",1,129800000,159.83499
"1_1299",1,129900000,159.82463
"1_1300",1,1.3e+08,159.81401
"1_1301",1,130100000,159.80313
"1_1302",1,130200000,159.792
"1_1303",1,130300000,159.78063
"1_1304",1,130400000,159.76903
"1_1305",1,130500000,159.7572
"1_1306",1,130600000,159.74514
"1_1307",1,130700000,159.73286
"1_1308",1,130800000,159.72038
"1_1309",1,130900000,159.70769
"1_1310",1,1.31e+08,159.6948
"1_1311",1,131100000,159.68172
"1_1312",1,131200000,159.66846
"1_1313",1,131300000,159.65502
"1_1314",1,131400000,159.6414
"1_1315",1,131500000,159.62762
"1_1316",1,131600000,159.61368
"1_1317",1,131700000,159.59958
"1_1318",1,131800000,159.58534
"1_1319",1,131900000,159.57096
"1_1320",1,1.32e+08,159.55644
"1_1321",1,132100000,159.5418
"1_1322",1,132200000,159.52703
"1_1323",1,132300000,159.51215
"1_1324",1,132400000,159.49715
"1_1325",1,132500000,159.48206
"1_1326",1,132600000,159.46687
"1_1327",1,132700000,159.45159
"1_1328",1,132800000,159.43622
"1_1329",1,132900000,159.42078
"1_1330",1,1.33e+08,159.40527
"1_1331",1,133100000,159.38969
"1_1332",1,133200000,159.37406
"1_1333",1,133300000,159.35837
"1_1334",1,133400000,159.34263
"1_1335",1,133500000,159.32686
"1_1336",1,133600000,159.31106
"1_1337",1,133700000,159.29522
"1_1338",1,133800000,159.27937
"1_1339",1,133900000,159.26351
"1_1340",1,1.34e+08,159.24763
"1_1341",1,134100000,159.23176
"1_1342",1,134200000,159.21589
"1_1343",1,134300000,159.20003
"1_1344",1,134400000,159.18419
"1_1345",1,134500000,159.16837
"1_1346",1,134600000,159.15259
"1_1347",1,134700000,159.13684
"1_1348",1,134800000,159.12113
"1_1349",1,134900000,159.10548
"1_1350",1,1.35e+08,159.08988
"1_1351",1,135100000,159.07434
"1_1352",1,135200000,159.05887
"1_1353",1,135300000,159.04348
"1_1354",1,135400000,159.02817
"1_1355",1,135500000,159.01294
"1_1356",1,135600000,158.99781
"1_1357",1,135700000,158.98278
"1_1358",1,135800000,158.96786
"1_1359",1,135900000,158.95305
"1_1360",1,1.36e+08,158.93836
"1_1361",1,136100000,158.92379
"1_1362",1,136200000,158.90936
"1_1363",1,136300000,158.89506
"1_1364",1,136400000,158.88091
"1_1365",1,136500000,158.86691
"1_1366",1,136600000,158.85307
"1_1367",1,136700000,158.83939
"1_1368",1,136800000,158.82589
"1_1369",1,136900000,158.81256
"1_1370",1,1.37e+08,158.79941
"1_1371",1,137100000,158.78645
"1_1372",1,137200000,158.77369
"1_1373",1,137300000,158.76113
"1_1374",1,137400000,158.74877
"1_1375",1,137500000,158.73664
"1_1376",1,137600000,158.72472
"1_1377",1,137700000,158.71303
"1_1378",1,137800000,158.70157
"1_1379",1,137900000,158.69036
"1_1380",1,1.38e+08,158.67939
"1_1381",1,138100000,158.66867
"1_1382",1,138200000,158.65821
"1_1383",1,138300000,158.64802
"1_1384",1,138400000,158.6381
"1_1385",1,138500000,158.62846
"1_1386",1,138600000,158.6191
"1_1387",1,138700000,158.61003
"1_1388",1,138800000,158.60126
"1_1389",1,138900000,158.59279
"1_1390",1,1.39e+08,158.58464
"1_1391",1,139100000,158.5768
"1_1392",1,139200000,158.56928
"1_1393",1,139300000,158.56209
"1_1394",1,139400000,158.55523
"1_1395",1,139500000,158.54872
"1_1396",1,139600000,158.54256
"1_1397",1,139700000,158.53675
"1_1398",1,139800000,158.5313
"1_1399",1,139900000,158.52621
"1_1400",1,1.4e+08,158.5215
"1_1401",1,140100000,158.51717
"1_1402",1,140200000,158.51323
"1_1403",1,140300000,158.50968
"1_1404",1,140400000,158.50653
"1_1405",1,140500000,158.50378
"1_1406",1,140600000,158.50144
"1_1407",1,140700000,158.49952
"1_1408",1,140800000,158.49803
"1_1409",1,140900000,158.49697
"1_1410",1,1.41e+08,158.49634
"1_1411",1,141100000,158.49615
"1_1412",1,141200000,158.49642
"1_1413",1,141300000,158.49714
"1_1414",1,141400000,158.49832
"1_1415",1,141500000,158.49998
"1_1416",1,141600000,158.5021
"1_1417",1,141700000,158.50471
"1_1418",1,141800000,158.50781
"1_1419",1,141900000,158.5114
"1_1420",1,1.42e+08,158.51549
"1_1421",1,142100000,158.52008
"1_1422",1,142200000,158.52519
"1_1423",1,142300000,158.53082
"1_1424",1,142400000,158.53697
"1_1425",1,142500000,158.54366
"1_1426",1,142600000,158.55088
"1_1427",1,142700000,158.55865
"1_1428",1,142800000,158.56697
"1_1429",1,142900000,158.57585
"1_1430",1,1.43e+08,158.58529
"1_1431",1,143100000,158.5953
"1_1432",1,143200000,158.60589
"1_1433",1,143300000,158.61706
"1_1434",1,143400000,158.6288
"1_1435",1,143500000,158.6411
"1_1436",1,143600000,158.65394
"1_1437",1,143700000,158.66732
"1_1438",1,143800000,158.68121
"1_1439",1,143900000,158.69561
"1_1440",1,1.44e+08,158.71049
"1_1441",1,144100000,158.72584
"1_1442",1,144200000,158.74162
"1_1443",1,144300000,158.75782
"1_1444",1,144400000,158.7744
"1_1445",1,144500000,158.79132
"1_1446",1,144600000,158.80856
"1_1447",1,144700000,158.82608
"1_1448",1,144800000,158.84385
"1_1449",1,144900000,158.86185
"1_1450",1,1.45e+08,158.88003
"1_1451",1,145100000,158.89836
"1_1452",1,145200000,158.91682
"1_1453",1,145300000,158.93535
"1_1454",1,145400000,158.95393
"1_1455",1,145500000,158.97251
"1_1456",1,145600000,158.99107
"1_1457",1,145700000,159.00956
"1_1458",1,145800000,159.02795
"1_1459",1,145900000,159.0462
"1_1460",1,1.46e+08,159.06428
"1_1461",1,146100000,159.08215
"1_1462",1,146200000,159.09977
"1_1463",1,146300000,159.1171
"1_1464",1,146400000,159.13411
"1_1465",1,146500000,159.15077
"1_1466",1,146600000,159.16702
"1_1467",1,146700000,159.18284
"1_1468",1,146800000,159.19819
"1_1469",1,146900000,159.21304
"1_1470",1,1.47e+08,159.22734
"1_1471",1,147100000,159.24107
"1_1472",1,147200000,159.25418
"1_1473",1,147300000,159.26664
"1_1474",1,147400000,159.27843
"1_1475",1,147500000,159.28951
"1_1476",1,147600000,159.29984
"1_1477",1,147700000,159.3094
"1_1478",1,147800000,159.31816
"1_1479",1,147900000,159.32607
"1_1480",1,1.48e+08,159.3331
"1_1481",1,148100000,159.33923
"1_1482",1,148200000,159.34442
"1_1483",1,148300000,159.34865
"1_1484",1,148400000,159.35187
"1_1485",1,148500000,159.35408
"1_1486",1,148600000,159.35524
"1_1487",1,148700000,159.35534
"1_1488",1,148800000,159.35435
"1_1489",1,148900000,159.35227
"1_1490",1,1.49e+08,159.34908
"1_1491",1,149100000,159.34479
"1_1492",1,149200000,159.33939
"1_1493",1,149300000,159.33287
"1_1494",1,149400000,159.32523
"1_1495",1,149500000,159.31648
"1_1496",1,149600000,159.30662
"1_1497",1,149700000,159.29566
"1_1498",1,149800000,159.28361
"1_1499",1,149900000,159.2705
"1_1500",1,1.5e+08,159.25633
"1_1501",1,150100000,159.24115
"1_1502",1,150200000,159.22498
"1_1503",1,150300000,159.20787
"1_1504",1,150400000,159.18984
"1_1505",1,150500000,159.17094
"1_1506",1,150600000,159.1512
"1_1507",1,150700000,159.13067
"1_1508",1,150800000,159.10939
"1_1509",1,150900000,159.08741
"1_1510",1,1.51e+08,159.06476
"1_1511",1,151100000,159.0415
"1_1512",1,151200000,159.01766
"1_1513",1,151300000,158.99329
"1_1514",1,151400000,158.96844
"1_1515",1,151500000,158.94315
"1_1516",1,151600000,158.91746
"1_1517",1,151700000,158.89143
"1_1518",1,151800000,158.86509
"1_1519",1,151900000,158.83851
"1_1520",1,1.52e+08,158.81173
"1_1521",1,152100000,158.7848
"1_1522",1,152200000,158.75778
"1_1523",1,152300000,158.7307
"1_1524",1,152400000,158.70362
"1_1525",1,152500000,158.6766
"1_1526",1,152600000,158.64969
"1_1527",1,152700000,158.62293
"1_1528",1,152800000,158.59638
"1_1529",1,152900000,158.5701
"1_1530",1,1.53e+08,158.54413
"1_1531",1,153100000,158.51853
"1_1532",1,153200000,158.49335
"1_1533",1,153300000,158.46864
"1_1534",1,153400000,158.44445
"1_1535",1,153500000,158.42084
"1_1536",1,153600000,158.39785
"1_1537",1,153700000,158.37554
"1_1538",1,153800000,158.35395
"1_1539",1,153900000,158.33314
"1_1540",1,1.54e+08,158.31315
"1_1541",1,154100000,158.29403
"1_1542",1,154200000,158.27582
"1_1543",1,154300000,158.25857
"1_1544",1,154400000,158.24232
"1_1545",1,154500000,158.22712
"1_1546",1,154600000,158.21302
"1_1547",1,154700000,158.20006
"1_1548",1,154800000,158.18828
