Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare	Gene
CHG	9	144328774	144329300	2.80E-25	0.436797	21	4.10E-14	2.50E-31	0.6488	0.21201	landrace/maize	Zm00001d047887
CHG	9	144328774	144329300	2.80E-25	0.436797	21	4.10E-14	2.50E-31	0.6488	0.21201	landrace/maize	Zm00001d047888
CHG	9	149843894	149844134	2.60E-17	0.417554	12	4.80E-14	2.30E-23	0.59646	0.1789	landrace/maize	Zm00001d048086
CHG	9	159324628	159324887	2.20E-08	0.425495	13	4.50E-14	1.90E-14	0.76347	0.33797	landrace/maize	Zm00001d048574
CHG	10	32816319	32816525	1.10E-11	-0.405595	8	4.40E-14	9.20E-18	0.13341	0.539	landrace/maize	Zm00001d023973
CHG	10	34972073	34972114	1.10E-05	0.501061	6	4.50E-14	9.80E-12	0.73361	0.23254	landrace/maize	Zm00001d023992
CHG	10	47328859	47329056	6.80E-16	0.478505	11	4.40E-14	5.90E-22	0.50111	0.022603	landrace/maize	Zm00001d024120
CHG	10	67238792	67238913	1.00E-11	0.606185	6	4.20E-14	8.80E-18	0.70822	0.10204	landrace/maize	Zm00001d024367
CHG	10	67245357	67245565	3.30E-27	0.564004	11	5.10E-14	2.80E-33	0.6336	0.069592	landrace/maize	Zm00001d024368
CHG	10	82071452	82071699	5.00E-27	0.67619	12	3.70E-14	4.30E-33	0.80499	0.1288	landrace/maize	Zm00001d024648
CHG	10	84563949	84564146	1.40E-08	0.448533	9	4.30E-14	1.20E-14	0.59325	0.14471	landrace/maize	Zm00001d024713
CHG	10	84564657	84564962	1.40E-21	0.433074	15	4.40E-14	1.20E-27	0.56725	0.13417	landrace/maize	Zm00001d024713
CHG	10	98542771	98542962	7.90E-14	0.426519	7	4.10E-14	6.90E-20	0.48926	0.062742	landrace/maize	Zm00001d024998
CHG	10	105636505	105637000	9.30E-14	0.48584	13	4.40E-14	8.10E-20	0.80597	0.32013	landrace/maize	Zm00001d025126
CHG	10	105636505	105637000	9.30E-14	0.48584	13	4.40E-14	8.10E-20	0.80597	0.32013	landrace/maize	Zm00001d025128
CHG	10	106283366	106283496	3.80E-17	0.558077	8	4.00E-14	3.30E-23	0.79803	0.23995	landrace/maize	Zm00001d025140
CHG	10	129097750	129097935	3.20E-13	0.621971	7	4.30E-14	2.80E-19	0.83727	0.2153	landrace/maize	Zm00001d025772
CHG	10	149487778	149487922	4.40E-17	0.641172	7	4.20E-14	3.80E-23	0.69727	0.056097	landrace/maize	Zm00001d026653
CHG	10	149488183	149488363	3.50E-27	0.765518	10	3.90E-14	3.00E-33	0.87661	0.11109	landrace/maize	Zm00001d026653
CHH	1	79986494	79986640	1	0.238796	6	2.50E-05	5.40E-06	0.40214	0.16334	landrace/maize	Zm00001d029620
CHH	2	201789513	201789552	0.035	0.231991	6	8.50E-09	1.60E-08	0.58434	0.35235	landrace/maize	Zm00001d006207
CHH	3	93523931	93524079	1	0.215221	9	1.50E-09	6.90E-06	0.44711	0.23189	landrace/maize	Zm00001d041056
CHH	3	155203870	155203910	1	0.226443	6	4.20E-11	2.30E-06	0.83037	0.60393	landrace/maize	Zm00001d042180
CHH	4	9619377	9619429	1	0.205056	6	0.22	2.90E-05	0.22333	0.018271	landrace/maize	Zm00001d048936
CHH	4	44645176	44645257	3.10E-07	0.22347	10	1.70E-13	1.50E-13	0.29289	0.069424	landrace/maize	Zm00001d049786
CHH	4	175451288	175451341	1	0.226744	6	8.10E-11	5.50E-07	0.41434	0.1876	landrace/maize	Zm00001d051963
CHH	4	202397673	202397835	1	-0.206337	6	1.60E-05	0.00069	0.35488	0.56121	landrace/maize	Zm00001d052842
CHH	4	202397673	202397835	1	-0.206337	6	1.60E-05	0.00069	0.35488	0.56121	landrace/maize	Zm00001d052843
CHH	4	202632990	202633022	1	0.217451	6	1.60E-05	2.20E-05	0.63084	0.41339	landrace/maize	Zm00001d052852
CHH	4	218290208	218290285	0.055	0.204934	8	1.20E-06	2.60E-08	0.39325	0.18832	landrace/maize	Zm00001d053177
CHH	5	21428874	21429089	3.20E-14	0.200478	31	5.10E-14	1.50E-20	0.43759	0.23711	landrace/maize	Zm00001d013819
CHH	5	102457375	102457444	1	0.212835	6	2.20E-06	4.50E-05	0.60833	0.3955	landrace/maize	Zm00001d015637
CHH	5	166098368	166098410	3.70E-05	0.282599	6	5.60E-14	1.70E-11	0.42804	0.14544	landrace/maize	Zm00001d016521
CHH	5	190045048	190045096	6.40E-05	0.315994	6	9.20E-12	3.00E-11	0.42773	0.11173	landrace/maize	Zm00001d017238
CHH	6	123080526	123080566	0.12	0.208231	6	4.00E-08	5.50E-08	0.30445	0.096217	landrace/maize	Zm00001d037368
CHH	6	123080526	123080566	0.12	0.208231	6	4.00E-08	5.50E-08	0.30445	0.096217	landrace/maize	Zm00001d037369
CHH	7	57816262	57816305	1	0.269634	8	2.00E-11	9.90E-07	0.5094	0.23977	landrace/maize	Zm00001d019763
CHH	7	61521057	61521092	1	0.273545	6	1.80E-08	1.20E-06	0.45552	0.18198	landrace/maize	Zm00001d019788
CHH	7	164345250	164345457	0.00019	0.207087	16	2.10E-13	8.80E-11	0.36711	0.16002	landrace/maize	Zm00001d021843
CHH	7	164345250	164345457	0.00019	0.207087	16	2.10E-13	8.80E-11	0.36711	0.16002	landrace/maize	Zm00001d021844
CHH	7	177448713	177448755	0.02	0.246492	6	9.70E-11	9.20E-09	0.56369	0.3172	landrace/maize	Zm00001d022427
CHH	8	99888325	99888367	1	0.242683	6	2.60E-09	2.10E-06	0.70159	0.45891	landrace/maize	Zm00001d010116
CHH	8	132362667	132362766	4.20E-10	0.240266	15	4.10E-14	2.00E-16	0.373	0.13274	landrace/maize	Zm00001d010892
CHH	9	36282644	36282758	1	0.216426	7	0.001	1.20E-05	0.34727	0.13085	landrace/maize	Zm00001d045740
CHH	9	58195004	58195043	0.035	0.300153	6	1.10E-10	1.70E-08	0.62027	0.32012	landrace/maize	Zm00001d046039
CHH	9	58195004	58195043	0.035	0.300153	6	1.10E-10	1.70E-08	0.62027	0.32012	landrace/maize	Zm00001d046041
CHH	9	81994366	81994379	0.032	0.205722	6	1.90E-09	1.50E-08	0.26261	0.056891	landrace/maize	Zm00001d046344
CHH	10	106040692	106040734	1	0.2116	6	3.10E-07	2.00E-05	0.54964	0.33804	landrace/maize	Zm00001d025136
CHH	10	106321951	106321996	1	-0.202667	8	7.00E-06	0.0022	0.12081	0.32347	landrace/maize	Zm00001d025141
CG	1	210239	210456	1.10E-50	0.64773	15	3.50E-14	2.30E-56	0.7342	0.086474	teosinte/landrace	Zm00001d027242
CG	1	2299201	2299513	0.005	-0.403044	7	4.50E-14	1.00E-08	0.23922	0.64226	teosinte/landrace	Zm00001d027304
CG	1	5703072	5703214	1.90E-22	-0.502844	14	4.40E-14	3.80E-28	0.25026	0.75311	teosinte/landrace	Zm00001d027458
CG	1	5713671	5713783	4.50E-35	-0.904068	7	3.80E-14	9.20E-41	0.0038627	0.90793	teosinte/landrace	Zm00001d027459
CG	1	11985318	11985519	6.10E-16	0.478992	7	4.20E-14	1.20E-21	0.78663	0.30763	teosinte/landrace	Zm00001d027715
CG	1	32366480	32366777	3.70E-34	-0.593063	15	3.50E-14	7.50E-40	0.20462	0.79768	teosinte/landrace	Zm00001d028370
CG	1	50506066	50506262	1.30E-24	-0.423986	11	4.80E-14	2.70E-30	0.013744	0.43773	teosinte/landrace	Zm00001d028906
CG	1	52503078	52503292	9.80E-27	0.417286	14	5.00E-14	2.00E-32	0.92529	0.508	teosinte/landrace	Zm00001d028946
CG	1	65446659	65446852	3.80E-44	0.770879	10	3.70E-14	7.80E-50	0.90049	0.12961	teosinte/landrace	Zm00001d029301
CG	1	70217401	70217864	6.90E-28	-0.58252	13	3.60E-14	1.40E-33	0.25092	0.83344	teosinte/landrace	Zm00001d029429
CG	1	80851514	80851734	2.20E-46	0.872798	9	3.90E-14	4.40E-52	0.8816	0.0088021	teosinte/landrace	Zm00001d029635
CG	1	81803786	81803871	7.70E-13	-0.462506	9	3.90E-14	1.60E-18	0.22784	0.69034	teosinte/landrace	Zm00001d029664
CG	1	87469387	87469574	1.40E-29	0.646698	9	4.30E-14	2.90E-35	0.92462	0.27792	teosinte/landrace	Zm00001d029800
CG	1	87469387	87469574	1.40E-29	0.646698	9	4.30E-14	2.90E-35	0.92462	0.27792	teosinte/landrace	Zm00001d029801
CG	1	159291821	159291966	5.20E-28	0.626401	7	4.20E-14	1.10E-33	0.69242	0.066016	teosinte/landrace	Zm00001d030777
CG	1	166625171	166625937	5.00E-49	-0.486035	30	5.10E-14	1.00E-54	0.22291	0.70895	teosinte/landrace	Zm00001d030900
CG	1	190266998	190267338	3.00E-36	-0.481373	21	3.90E-14	6.10E-42	0.26052	0.74189	teosinte/landrace	Zm00001d031443
CG	1	190266998	190267338	3.00E-36	-0.481373	21	3.90E-14	6.10E-42	0.26052	0.74189	teosinte/landrace	Zm00001d031444
CG	1	193699651	193699777	1.30E-21	-0.648312	8	4.80E-14	2.60E-27	0.16925	0.81757	teosinte/landrace	Zm00001d031540
CG	1	210710902	210711227	9.00E-93	0.67604	24	5.20E-14	1.80E-98	0.89475	0.21871	teosinte/landrace	Zm00001d032047
CG	1	223572879	223572989	8.30E-20	-0.594459	7	5.10E-14	1.70E-25	0.18419	0.77865	teosinte/landrace	Zm00001d032353
CG	1	223973456	223973597	2.10E-24	0.585528	12	4.00E-14	4.20E-30	0.79018	0.20465	teosinte/landrace	Zm00001d032361
CG	1	238131262	238131571	2.10E-91	0.600538	28	3.60E-14	4.20E-97	0.60446	0.0039217	teosinte/landrace	Zm00001d032786
CG	1	246988638	246989004	2.30E-34	-0.406157	26	3.10E-14	4.70E-40	0.15901	0.56516	teosinte/landrace	Zm00001d033012
CG	1	255171226	255171404	3.20E-16	-0.447975	12	4.30E-14	6.50E-22	0.024723	0.4727	teosinte/landrace	Zm00001d033225
CG	1	259922434	259922862	1.00E-81	-0.503271	39	3.30E-14	2.00E-87	0.051896	0.55517	teosinte/landrace	Zm00001d033351
CG	1	262821951	262822285	1.50E-46	-0.44765	27	4.00E-14	3.00E-52	0.12977	0.57742	teosinte/landrace	Zm00001d033436
CG	1	269309417	269309789	5.40E-89	-0.525523	25	5.40E-14	1.10E-94	0.030186	0.55571	teosinte/landrace	Zm00001d033632
CG	1	272678344	272678506	7.70E-07	-0.411154	6	4.40E-14	1.60E-12	0.29683	0.70798	teosinte/landrace	Zm00001d033745
CG	1	274886275	274886451	2.70E-56	0.410813	19	5.50E-14	5.50E-62	0.45145	0.040639	teosinte/landrace	Zm00001d033825
CG	1	278897927	278898114	3.00E-06	0.455716	6	4.40E-14	6.00E-12	0.69307	0.23736	teosinte/landrace	Zm00001d033932
CG	1	294676373	294676527	5.50E-09	-0.41236	7	4.20E-14	1.10E-14	0.49889	0.91125	teosinte/landrace	Zm00001d034498
CG	1	299653740	299653996	9.70E-42	0.735139	10	4.10E-14	2.00E-47	0.92681	0.19167	teosinte/landrace	Zm00001d034681
CG	1	300736935	300737138	1.40E-27	-0.543558	13	4.80E-14	2.80E-33	0.26549	0.80905	teosinte/landrace	Zm00001d034721
CG	2	936498	936873	3.30E-39	-0.43557	26	4.20E-14	6.80E-45	0.1752	0.61077	teosinte/landrace	Zm00001d001788
CG	2	1250028	1250371	1.10E-46	0.433479	19	5.30E-14	2.30E-52	0.47569	0.04221	teosinte/landrace	Zm00001d001803
CG	2	1250028	1250371	1.10E-46	0.433479	19	5.30E-14	2.30E-52	0.47569	0.04221	teosinte/landrace	Zm00001d001804
CG	2	2637087	2637310	2.10E-75	0.474212	22	3.40E-14	4.30E-81	0.54516	0.070945	teosinte/landrace	Zm00001d001902
CG	2	2637087	2637310	2.10E-75	0.474212	22	3.40E-14	4.30E-81	0.54516	0.070945	teosinte/landrace	Zm00001d001903
CG	2	8233416	8233932	2.80E-59	-0.41291	25	4.50E-14	5.80E-65	0.4905	0.90341	teosinte/landrace	Zm00001d002202
CG	2	8308592	8308689	9.40E-07	0.453493	7	4.00E-14	1.90E-12	0.80996	0.35647	teosinte/landrace	Zm00001d002212
CG	2	8308592	8308689	9.40E-07	0.453493	7	4.00E-14	1.90E-12	0.80996	0.35647	teosinte/landrace	Zm00001d002213
CG	2	12563772	12564066	2.50E-16	-0.466498	12	3.50E-14	5.10E-22	0.16842	0.63492	teosinte/landrace	Zm00001d002433
CG	2	12563772	12564066	2.50E-16	-0.466498	12	3.50E-14	5.10E-22	0.16842	0.63492	teosinte/landrace	Zm00001d002434
CG	2	19423440	19423631	2.40E-14	-0.444286	8	4.40E-14	5.00E-20	0.026707	0.47099	teosinte/landrace	Zm00001d002694
CG	2	24290771	24290862	4.80E-20	-0.405994	8	4.10E-14	9.80E-26	0.032731	0.43872	teosinte/landrace	Zm00001d002842
CG	2	36860023	36860110	1.10E-16	-0.465528	9	4.10E-14	2.20E-22	0.1041	0.56963	teosinte/landrace	Zm00001d003229
CG	2	37321841	37321963	5.60E-13	-0.505738	6	4.20E-14	1.10E-18	0.002635	0.50837	teosinte/landrace	Zm00001d003237
CG	2	50415064	50415496	9.60E-09	0.409264	7	4.50E-14	1.90E-14	0.53158	0.12232	teosinte/landrace	Zm00001d003615
CG	2	76079279	76079464	2.10E-27	-0.531369	14	5.00E-14	4.30E-33	0.2908	0.82217	teosinte/landrace	Zm00001d004020
CG	2	76079279	76079464	2.10E-27	-0.531369	14	5.00E-14	4.30E-33	0.2908	0.82217	teosinte/landrace	Zm00001d004021
CG	2	76079279	76079464	2.10E-27	-0.531369	14	5.00E-14	4.30E-33	0.2908	0.82217	teosinte/landrace	Zm00001d004022
CG	2	76079849	76080114	7.40E-06	-0.461423	6	3.20E-11	1.50E-11	0.038118	0.49954	teosinte/landrace	Zm00001d004021
CG	2	76079849	76080114	7.40E-06	-0.461423	6	3.20E-11	1.50E-11	0.038118	0.49954	teosinte/landrace	Zm00001d004022
CG	2	106082177	106082337	3.00E-12	-0.43254	9	4.00E-14	6.00E-18	0.089949	0.52249	teosinte/landrace	Zm00001d004358
CG	2	148584421	148584541	6.30E-12	-0.4007	6	5.30E-14	1.30E-17	0.0041196	0.40482	teosinte/landrace	Zm00001d004917
CG	2	166212899	166213190	2.60E-08	0.416484	7	4.40E-14	5.20E-14	0.77807	0.36158	teosinte/landrace	Zm00001d005264
CG	2	173710954	173711243	7.20E-05	-0.40163	7	3.20E-13	1.50E-10	0.1724	0.57404	teosinte/landrace	Zm00001d005429
CG	2	182856657	182856835	3.70E-33	0.525621	13	4.40E-14	7.50E-39	0.91149	0.38587	teosinte/landrace	Zm00001d005671
CG	2	196699419	196699531	2.30E-08	-0.451725	6	4.40E-14	4.70E-14	0.22242	0.67414	teosinte/landrace	Zm00001d006057
CG	2	198704127	198704218	1.00E-10	-0.415369	8	4.50E-14	2.10E-16	0.28388	0.69925	teosinte/landrace	Zm00001d006112
CG	2	201333777	201334160	2.70E-57	0.88596	12	3.00E-14	5.60E-63	0.88987	0.0039148	teosinte/landrace	Zm00001d006197
CG	2	205078324	205078777	8.50E-63	0.683039	17	5.60E-14	1.70E-68	0.69136	0.0083175	teosinte/landrace	Zm00001d006342
CG	2	205078324	205078777	8.50E-63	0.683039	17	5.60E-14	1.70E-68	0.69136	0.0083175	teosinte/landrace	Zm00001d006343
CG	2	214268371	214268565	1.10E-58	0.441616	19	3.60E-14	2.30E-64	0.46219	0.020576	teosinte/landrace	Zm00001d006685
CG	2	220376303	220376567	2.20E-51	0.743215	14	5.10E-14	4.60E-57	0.91049	0.16727	teosinte/landrace	Zm00001d007025
CG	2	220376303	220376567	2.20E-51	0.743215	14	5.10E-14	4.60E-57	0.91049	0.16727	teosinte/landrace	Zm00001d007026
CG	3	29675111	29675230	1.80E-14	-0.491515	6	4.40E-14	3.70E-20	0.21355	0.70506	teosinte/landrace	Zm00001d040160
CG	3	68843619	68843740	3.70E-19	0.440775	10	3.90E-14	7.50E-25	0.90157	0.46079	teosinte/landrace	Zm00001d040833
CG	3	83499044	83499186	3.80E-28	-0.502417	9	4.00E-14	7.70E-34	0.0046086	0.50703	teosinte/landrace	Zm00001d040960
CG	3	92478558	92478715	6.80E-07	0.489817	7	4.60E-14	1.40E-12	0.8573	0.36749	teosinte/landrace	Zm00001d041041
CG	3	105705373	105705604	1.90E-21	0.591716	6	4.00E-14	4.00E-27	0.60119	0.0094732	teosinte/landrace	Zm00001d041212
CG	3	115125995	115126239	2.90E-38	0.482942	23	4.30E-14	6.00E-44	0.84504	0.3621	teosinte/landrace	Zm00001d041380
CG	3	159523286	159523413	1.50E-10	0.523504	6	4.50E-14	3.10E-16	0.72787	0.20436	teosinte/landrace	Zm00001d042293
CG	3	173127570	173127782	2.90E-17	-0.428838	12	3.80E-14	5.90E-23	0.32211	0.75095	teosinte/landrace	Zm00001d042599
CG	3	183995354	183995449	1.40E-28	-0.516125	11	4.70E-14	2.80E-34	0.067828	0.58395	teosinte/landrace	Zm00001d042921
CG	3	188445591	188445766	1.90E-11	-0.546814	7	4.20E-14	3.90E-17	0.21097	0.75779	teosinte/landrace	Zm00001d043075
CG	3	188445591	188445766	1.90E-11	-0.546814	7	4.20E-14	3.90E-17	0.21097	0.75779	teosinte/landrace	Zm00001d043076
CG	3	188682624	188682716	0.00068	-0.406102	6	6.40E-14	1.40E-09	0.26281	0.66891	teosinte/landrace	Zm00001d043081
CG	3	188682624	188682716	0.00068	-0.406102	6	6.40E-14	1.40E-09	0.26281	0.66891	teosinte/landrace	Zm00001d043082
CG	3	189776114	189776237	9.20E-23	0.624988	9	4.10E-14	1.90E-28	0.83758	0.21259	teosinte/landrace	Zm00001d043125
CG	3	196589891	196590087	8.80E-21	-0.495839	13	4.80E-14	1.80E-26	0.20308	0.69892	teosinte/landrace	Zm00001d043327
CG	3	197490116	197490247	6.90E-46	0.900935	9	3.70E-14	1.40E-51	0.91886	0.017928	teosinte/landrace	Zm00001d043353
CG	3	203427297	203427564	5.00E-08	-0.502635	6	4.50E-14	1.00E-13	0.14626	0.64889	teosinte/landrace	Zm00001d043543
CG	3	212880056	212880426	9.00E-56	-0.513167	26	3.60E-14	1.80E-61	0.10378	0.61695	teosinte/landrace	Zm00001d043884
CG	3	220062162	220062460	4.20E-75	0.612709	22	4.50E-14	8.50E-81	0.72936	0.11665	teosinte/landrace	Zm00001d044133
CG	3	220062162	220062460	4.20E-75	0.612709	22	4.50E-14	8.50E-81	0.72936	0.11665	teosinte/landrace	Zm00001d044134
CG	3	226547603	226547880	5.80E-102	0.445779	40	7.00E-14	1.20E-107	0.91671	0.47093	teosinte/landrace	Zm00001d044383
CG	3	233294075	233294209	4.10E-11	-0.521206	6	4.70E-14	8.30E-17	0.10975	0.63096	teosinte/landrace	Zm00001d044605
CG	3	233294075	233294209	4.10E-11	-0.521206	6	4.70E-14	8.30E-17	0.10975	0.63096	teosinte/landrace	Zm00001d044606
CG	3	233670792	233671259	1.30E-26	0.450449	10	4.40E-14	2.70E-32	0.86038	0.40993	teosinte/landrace	Zm00001d044634
CG	4	2964405	2964530	2.40E-16	0.456591	8	4.80E-14	4.90E-22	0.46085	0.0042546	teosinte/landrace	Zm00001d048662
CG	4	2964405	2964530	2.40E-16	0.456591	8	4.80E-14	4.90E-22	0.46085	0.0042546	teosinte/landrace	Zm00001d048663
CG	4	6149448	6149662	2.20E-21	-0.412346	17	3.90E-14	4.40E-27	0.21285	0.62519	teosinte/landrace	Zm00001d048835
CG	4	39428497	39428805	6.20E-66	0.747209	17	4.40E-14	1.30E-71	0.81029	0.063076	teosinte/landrace	Zm00001d049670
CG	4	41055550	41055794	2.80E-19	-0.546153	9	4.10E-14	5.60E-25	0.28043	0.82658	teosinte/landrace	Zm00001d049709
CG	4	41055550	41055794	2.80E-19	-0.546153	9	4.10E-14	5.60E-25	0.28043	0.82658	teosinte/landrace	Zm00001d049712
CG	4	43648642	43648942	3.50E-24	-0.407077	18	3.90E-14	7.10E-30	0.24142	0.6485	teosinte/landrace	Zm00001d049763
CG	4	46596477	46596989	8.00E-67	-0.606425	28	4.60E-14	1.60E-72	0.17679	0.78322	teosinte/landrace	Zm00001d049823
CG	4	52098945	52099395	9.00E-31	-0.438147	12	4.00E-14	1.80E-36	0.028185	0.46633	teosinte/landrace	Zm00001d049911
CG	4	65387728	65388172	3.00E-123	0.460061	59	2.80E-14	6.20E-129	0.64499	0.18493	teosinte/landrace	Zm00001d050095
CG	4	65388679	65388899	2.60E-30	0.560574	12	4.10E-14	5.30E-36	0.71279	0.15222	teosinte/landrace	Zm00001d050095
CG	4	66249063	66249197	2.00E-11	0.470313	6	4.10E-14	4.10E-17	0.86997	0.39966	teosinte/landrace	Zm00001d050109
CG	4	101167902	101168118	7.20E-09	-0.438103	7	4.30E-14	1.50E-14	0.35273	0.79084	teosinte/landrace	Zm00001d050565
CG	4	103197772	103198181	3.80E-52	0.732951	15	5.30E-14	7.60E-58	0.83862	0.10566	teosinte/landrace	Zm00001d050594
CG	4	103197772	103198181	3.80E-52	0.732951	15	5.30E-14	7.60E-58	0.83862	0.10566	teosinte/landrace	Zm00001d050595
CG	4	107861438	107861560	8.60E-21	-0.728628	7	4.40E-14	1.70E-26	0.013094	0.74172	teosinte/landrace	Zm00001d050635
CG	4	107861438	107861560	8.60E-21	-0.728628	7	4.40E-14	1.70E-26	0.013094	0.74172	teosinte/landrace	Zm00001d050636
CG	4	117917748	117917855	1.60E-17	0.573612	6	4.00E-14	3.20E-23	0.58682	0.013209	teosinte/landrace	Zm00001d050714
CG	4	132083166	132083337	5.40E-09	-0.464358	9	4.60E-14	1.10E-14	0.31009	0.77445	teosinte/landrace	Zm00001d050929
CG	4	148733274	148733472	1.90E-17	-0.489433	9	5.00E-14	4.00E-23	0.41749	0.90692	teosinte/landrace	Zm00001d051211
CG	4	155275083	155275254	1.60E-08	-0.4008	7	1.40E-12	3.30E-14	0.037029	0.43783	teosinte/landrace	Zm00001d051345
CG	4	161345315	161345771	7.00E-116	0.458379	42	6.70E-14	1.40E-121	0.49064	0.032256	teosinte/landrace	Zm00001d051525
CG	4	161346711	161347025	4.10E-78	0.547721	23	4.10E-14	8.30E-84	0.58181	0.034085	teosinte/landrace	Zm00001d051525
CG	4	172708719	172709016	3.00E-18	-0.419368	12	5.20E-14	6.10E-24	0.32963	0.749	teosinte/landrace	Zm00001d051864
CG	4	176963216	176963300	6.50E-13	0.484552	6	4.30E-14	1.30E-18	0.93564	0.45108	teosinte/landrace	Zm00001d052032
CG	4	177032686	177032867	1.50E-19	0.529597	9	4.60E-14	3.10E-25	0.93461	0.40501	teosinte/landrace	Zm00001d052035
CG	4	195166328	195166480	8.90E-26	0.818367	6	4.20E-14	1.80E-31	0.84124	0.022873	teosinte/landrace	Zm00001d052625
CG	4	207030962	207031225	1.60E-52	-0.638601	20	4.00E-14	3.20E-58	0.19351	0.83211	teosinte/landrace	Zm00001d052978
CG	5	689098	689240	1.40E-12	-0.419837	9	4.30E-14	2.90E-18	0.20012	0.61995	teosinte/landrace	Zm00001d012810
CG	5	689098	689240	1.40E-12	-0.419837	9	4.30E-14	2.90E-18	0.20012	0.61995	teosinte/landrace	Zm00001d012811
CG	5	790269	790443	1.80E-19	0.413483	11	4.40E-14	3.70E-25	0.61142	0.19793	teosinte/landrace	Zm00001d012816
CG	5	1125103	1125145	0.00013	-0.466113	6	4.40E-14	2.60E-10	0.28133	0.74745	teosinte/landrace	Zm00001d012855
CG	5	1957636	1958035	5.60E-41	0.485701	14	3.80E-14	1.10E-46	0.49133	0.0056325	teosinte/landrace	Zm00001d012918
CG	5	1957636	1958035	5.60E-41	0.485701	14	3.80E-14	1.10E-46	0.49133	0.0056325	teosinte/landrace	Zm00001d012919
CG	5	1957636	1958035	5.60E-41	0.485701	14	3.80E-14	1.10E-46	0.49133	0.0056325	teosinte/landrace	Zm00001d012920
CG	5	1957636	1958035	5.60E-41	0.485701	14	3.80E-14	1.10E-46	0.49133	0.0056325	teosinte/landrace	Zm00001d012921
CG	5	5151449	5152246	3.40E-62	0.455143	34	5.10E-14	6.90E-68	0.84545	0.39031	teosinte/landrace	Zm00001d013124
CG	5	5151449	5152246	3.40E-62	0.455143	34	5.10E-14	6.90E-68	0.84545	0.39031	teosinte/landrace	Zm00001d013125
CG	5	7377242	7377494	4.40E-52	-0.581697	19	4.60E-14	8.90E-58	0.24508	0.82678	teosinte/landrace	Zm00001d013262
CG	5	11682917	11683114	7.90E-09	-0.448352	8	4.00E-14	1.60E-14	0.23531	0.68366	teosinte/landrace	Zm00001d013442
CG	5	12703660	12703922	9.70E-14	0.40764	7	4.00E-14	2.00E-19	0.41826	0.010616	teosinte/landrace	Zm00001d013493
CG	5	16158961	16159109	2.80E-13	0.562283	6	4.10E-14	5.60E-19	0.83515	0.27286	teosinte/landrace	Zm00001d013648
CG	5	19739967	19740166	3.70E-25	-0.585992	9	4.20E-14	7.60E-31	0.093122	0.67911	teosinte/landrace	Zm00001d013768
CG	5	21322981	21323356	1.90E-53	0.413317	25	5.00E-14	3.80E-59	0.52182	0.10851	teosinte/landrace	Zm00001d013816
CG	5	21322981	21323356	1.90E-53	0.413317	25	5.00E-14	3.80E-59	0.52182	0.10851	teosinte/landrace	Zm00001d013817
CG	5	26721693	26721870	0.00014	-0.402752	6	1.00E-13	2.80E-10	0.32303	0.72578	teosinte/landrace	Zm00001d013971
CG	5	62112780	62113266	1.30E-26	-0.403171	21	4.20E-14	2.70E-32	0.21621	0.61938	teosinte/landrace	Zm00001d014764
CG	5	66849245	66849597	3.00E-21	-0.459661	10	3.80E-14	6.10E-27	0.15299	0.61266	teosinte/landrace	Zm00001d014880
CG	5	73220282	73220524	5.60E-55	0.892472	11	5.00E-14	1.10E-60	0.89535	0.0028778	teosinte/landrace	Zm00001d015053
CG	5	80235513	80235873	1.40E-21	-0.443802	14	4.70E-14	2.90E-27	0.068184	0.51199	teosinte/landrace	Zm00001d015233
CG	5	81112195	81112377	1.80E-11	-0.479649	6	4.70E-14	3.70E-17	0.16181	0.64146	teosinte/landrace	Zm00001d015247
CG	5	81112195	81112377	1.80E-11	-0.479649	6	4.70E-14	3.70E-17	0.16181	0.64146	teosinte/landrace	Zm00001d015248
CG	5	81753184	81753286	2.30E-07	-0.453818	6	4.30E-14	4.70E-13	0.28228	0.73609	teosinte/landrace	Zm00001d015259
CG	5	107851989	107852151	1.20E-14	0.554614	8	4.60E-14	2.40E-20	0.90384	0.34923	teosinte/landrace	Zm00001d015690
CG	5	116973801	116973947	0.00058	-0.403507	6	4.20E-14	1.20E-09	0.28088	0.68439	teosinte/landrace	Zm00001d015758
CG	5	116973801	116973947	0.00058	-0.403507	6	4.20E-14	1.20E-09	0.28088	0.68439	teosinte/landrace	Zm00001d015759
CG	5	118255534	118255780	3.30E-29	0.82618	7	5.00E-14	6.80E-35	0.84204	0.015858	teosinte/landrace	Zm00001d015772
CG	5	118255534	118255780	3.30E-29	0.82618	7	5.00E-14	6.80E-35	0.84204	0.015858	teosinte/landrace	Zm00001d015773
CG	5	127466100	127466356	2.00E-28	-0.510316	18	4.40E-14	4.00E-34	0.083981	0.5943	teosinte/landrace	Zm00001d015871
CG	5	127466100	127466356	2.00E-28	-0.510316	18	4.40E-14	4.00E-34	0.083981	0.5943	teosinte/landrace	Zm00001d015872
CG	5	127637963	127638144	1.40E-28	0.483007	16	5.40E-14	2.90E-34	0.5234	0.04039	teosinte/landrace	Zm00001d015876
