Context	Comparsion	Chr_D	Start_D	end_D	meth(PopA-PopB)	Chr_F	Start_F	end_F	Feature	Overlap(bp)
CG	Teosinte/Landrace	3	109023463	109023694	0.79528	3	109015850	109024566	Intergenic	231
CG	Teosinte/Landrace	3	115125995	115126239	0.472588	3	115124940	115129939	Gene_down_5k	244
CG	Teosinte/Landrace	3	132586497	132586731	0.726725	3	132534120	132590393	TE	234
CG	Teosinte/Landrace	3	145482641	145482786	0.554413	3	145480066	145488584	Intergenic	145
CG	Teosinte/Landrace	3	171187483	171187623	0.543508	3	171184990	171189989	Gene_down_5k	140
CG	Teosinte/Landrace	3	173127570	173127782	-0.432429	3	173127608	173128798	Exon	174
CG	Teosinte/Landrace	3	180467315	180467523	0.457142	3	180463008	180468007	Gene_down_5k	208
CG	Teosinte/Landrace	3	183995354	183995449	-0.530862	3	183994758	183996320	Exon	95
CG	Teosinte/Landrace	3	189776099	189776261	0.587194	3	189761977	189778847	TE	162
CG	Teosinte/Landrace	3	196589838	196590168	-0.418554	3	196589524	196590221	Exon	330
CG	Teosinte/Landrace	3	197490116	197490247	0.808611	3	197489420	197494419	Gene_down_5k	131
CG	Teosinte/Landrace	3	212880056	212880426	-0.505691	3	212878599	212883598	Gene_down_5k	370
CG	Teosinte/Landrace	3	220062145	220062460	0.625642	3	220061585	220066584	Gene_down_5k	315
CG	Teosinte/Landrace	3	226547603	226547880	0.447661	3	226545176	226550175	Gene_down_5k	277
CG	Teosinte/Landrace	4	28236252	28236391	0.608197	4	28211107	28236761	Exon	139
CG	Teosinte/Landrace	4	31616862	31617088	0.639251	4	31615096	31630210	Intergenic	226
CG	Teosinte/Landrace	4	36832696	36832888	-0.423171	4	36832641	36832954	Exon	192
CG	Teosinte/Landrace	4	39428416	39428872	0.715922	4	39424602	39429601	Gene_down_5k	456
CG	Teosinte/Landrace	4	41802501	41803032	0.859386	4	41798968	41807863	TE	531
CG	Teosinte/Landrace	4	43648430	43648894	-0.422297	4	43648622	43649031	Exon	272
CG	Teosinte/Landrace	4	46596477	46597066	-0.591262	4	46590365	46603860	TE	589
CG	Teosinte/Landrace	4	52098945	52099395	-0.43465	4	52098739	52099814	Exon	450
CG	Teosinte/Landrace	4	55140974	55141241	0.51808	4	55136288	55141287	Gene_up_5k	267
CG	Teosinte/Landrace	4	57030088	57030574	-0.610846	4	57024622	57031611	Intergenic	486
CG	Teosinte/Landrace	4	60796378	60796542	0.576319	4	60795684	60825741	Intergenic	164
CG	Teosinte/Landrace	4	60824086	60824419	0.768487	4	60795684	60825741	Intergenic	333
CG	Teosinte/Landrace	4	61547733	61547981	-0.481531	4	61547455	61548230	Intergenic	248
CG	Teosinte/Landrace	4	65387728	65388206	0.464142	4	65384117	65389116	Gene_down_5k	478
CG	Teosinte/Landrace	4	66677310	66677884	-0.50487	4	66676500	66705140	TE	574
CG	Teosinte/Landrace	4	87970116	87970601	0.587236	4	87962926	87984076	TE	485
CG	Teosinte/Landrace	4	89813953	89814180	0.491812	4	89813956	89818955	Gene_up_5k	224
CG	Teosinte/Landrace	4	92493268	92493475	0.425137	4	92491431	92494254	Intergenic	207
CG	Teosinte/Landrace	4	93176337	93176705	0.761829	4	93168523	93178187	TE	368
CG	Teosinte/Landrace	4	93322516	93322779	0.560531	4	93284720	93344820	TE	263
CG	Teosinte/Landrace	4	94141947	94142281	0.851907	4	94138352	94145634	Intergenic	334
CG	Teosinte/Landrace	4	94224420	94225260	0.618617	4	94179029	94252413	TE	840
CG	Teosinte/Landrace	4	94292391	94292461	0.423419	4	94286927	94295416	Intergenic	70
CG	Teosinte/Landrace	4	95465786	95465923	0.53493	4	95461010	95466009	Gene_up_5k	137
CG	Teosinte/Landrace	4	99232457	99232783	0.643812	4	99232159	99248301	TE	326
CG	Teosinte/Landrace	4	101099590	101099743	0.407305	4	101090509	101108477	TE	153
CG	Teosinte/Landrace	4	101149170	101149942	0.450819	4	101148686	101156510	TE	772
CG	Teosinte/Landrace	4	101157502	101157594	0.663372	4	101156511	101158808	Intergenic	92
CG	Teosinte/Landrace	4	102884408	102884676	0.527009	4	102882074	102960294	TE	268
CG	Teosinte/Landrace	4	103197429	103198137	0.721779	4	103194904	103199903	Gene_down_5k	708
CG	Teosinte/Landrace	4	107786744	107786880	-0.693239	4	107778555	107789246	Intergenic	136
CG	Teosinte/Landrace	4	108158928	108159691	-0.69959	4	108157704	108162715	Intergenic	763
CG	Teosinte/Landrace	4	108617260	108617612	0.894202	4	108616228	108621629	TE	352
CG	Teosinte/Landrace	4	112126620	112127178	0.778013	4	112090115	112134823	Intergenic	558
CG	Teosinte/Landrace	4	113720084	113720642	0.523673	4	113711847	113721516	TE	558
CG	Teosinte/Landrace	4	118650174	118650625	0.915851	4	118647526	118653611	Intergenic	451
CG	Teosinte/Landrace	4	119448403	119448591	0.867055	4	119445803	119456044	Intergenic	188
CG	Teosinte/Landrace	4	119649349	119649611	0.789271	4	119645831	119665011	Intergenic	262
CG	Teosinte/Landrace	4	119846585	119846976	0.639972	4	119836762	119847897	Intergenic	391
CG	Teosinte/Landrace	4	127389094	127389358	0.511978	4	127384910	127391336	Intergenic	264
CG	Teosinte/Landrace	4	129007595	129007677	-0.438312	4	129005130	129008312	Intergenic	82
CG	Teosinte/Landrace	4	132083166	132083337	-0.443703	4	132082007	132086811	Intron	171
CG	Teosinte/Landrace	4	132435490	132436231	-0.450664	4	132433795	132436657	Intergenic	741
CG	Teosinte/Landrace	4	134884718	134885078	0.716231	4	134877585	134886301	Intergenic	360
CG	Teosinte/Landrace	4	135572498	135573057	0.409735	4	135562024	135581683	TE	559
CG	Teosinte/Landrace	4	141226293	141226486	0.530033	4	141197160	141251569	TE	193
CG	Teosinte/Landrace	4	148733274	148733463	-0.509661	4	148733409	148738408	Gene_down_5k	54
CG	Teosinte/Landrace	4	157571637	157572097	0.485156	4	157570562	157575561	Gene_up_5k	460
CG	Teosinte/Landrace	4	161345315	161345825	0.468711	4	161341327	161346326	Gene_down_5k	510
CG	Teosinte/Landrace	4	161346711	161347025	0.546454	4	161346717	161347295	Exon	308
CG	Teosinte/Landrace	4	172708719	172709016	-0.418321	4	172705679	172713667	TE	297
CG	Teosinte/Landrace	4	177772705	177773125	-0.617523	4	177767357	177782097	Intergenic	420
CG	Teosinte/Landrace	4	194318334	194318583	-0.42639	4	194315809	194320808	Gene_down_5k	249
CG	Teosinte/Landrace	4	207030962	207031221	-0.675042	4	207030872	207031432	Exon	259
CG	Teosinte/Landrace	4	214752405	214752612	0.74235	4	214749976	214801233	TE	207
CG	Teosinte/Landrace	4	214775771	214775964	0.695892	4	214749976	214801233	TE	193
CG	Teosinte/Landrace	4	215338225	215338768	-0.495424	4	215338135	215341709	Intergenic	543
CG	Teosinte/Landrace	4	221540077	221540215	0.915879	4	221529519	221604441	TE	138
CG	Teosinte/Landrace	4	221546410	221546644	0.867321	4	221529519	221604441	TE	234
CG	Teosinte/Landrace	4	221879135	221879306	0.408369	4	221874661	221885326	TE	171
CG	Teosinte/Landrace	4	225047967	225048171	0.757231	4	225043800	225054281	Intergenic	204
CG	Teosinte/Landrace	4	240801080	240801298	0.406624	4	240800859	240805858	Gene_up_5k	218
CG	Teosinte/Landrace	5	689057	689240	-0.444003	5	688582	689600	Intron	183
CG	Teosinte/Landrace	5	1068347	1068534	0.411517	5	1065791	1070790	Gene_down_5k	187
CG	Teosinte/Landrace	5	1957636	1958035	0.477057	5	1953516	1958515	Gene_down_5k	399
CG	Teosinte/Landrace	5	5151449	5152246	0.456321	5	5149600	5154599	Gene_down_5k	797
CG	Teosinte/Landrace	5	7377241	7377432	-0.549276	5	7377290	7377516	Exon	142
CG	Teosinte/Landrace	5	11682917	11683114	-0.436839	5	11681565	11709145	Exon	197
CG	Teosinte/Landrace	5	14616712	14617082	0.675213	5	14608389	14621914	TE	370
CG	Teosinte/Landrace	5	21323198	21323403	0.426167	5	21319434	21324433	Gene_up_5k	205
CG	Teosinte/Landrace	5	23917046	23917205	-0.420187	5	23916789	23921592	TE	159
CG	Teosinte/Landrace	5	29993223	29993393	-0.408414	5	29993239	29993584	Exon	154
CG	Teosinte/Landrace	5	37679850	37680024	0.444067	5	37677388	37682387	Gene_up_5k	174
CG	Teosinte/Landrace	5	39266673	39266860	0.465071	5	39240539	39277650	TE	187
CG	Teosinte/Landrace	5	39737083	39737820	0.442764	5	39735683	39739952	Intergenic	737
CG	Teosinte/Landrace	5	45324493	45324614	-0.511804	5	45315988	45324957	Intergenic	121
CG	Teosinte/Landrace	5	47645052	47645446	0.744543	5	47643497	47653039	Intergenic	394
CG	Teosinte/Landrace	5	53776400	53776588	0.415963	5	53773624	53783344	Intergenic	188
CG	Teosinte/Landrace	5	66849245	66849597	-0.4503	5	66847316	66850188	Intron	352
CG	Teosinte/Landrace	5	68208147	68208321	0.574253	5	68186987	68244956	TE	174
CG	Teosinte/Landrace	5	68510092	68510236	-0.613692	5	68509973	68513844	Intergenic	144
CG	Teosinte/Landrace	5	72056897	72057000	0.531721	5	72056869	72057118	Exon	103
CG	Teosinte/Landrace	5	80235513	80235753	-0.479362	5	80234869	80235841	Exon	240
CG	Teosinte/Landrace	5	84915251	84915412	-0.469851	5	84913673	84918026	Intergenic	161
CG	Teosinte/Landrace	5	99775651	99776052	0.515388	5	99773550	99778549	Gene_up_5k	401
CG	Teosinte/Landrace	5	100858008	100858354	-0.515312	5	100846450	100859504	TE	346
CG	Teosinte/Landrace	5	101561716	101562143	0.47494	5	101556461	101573974	Intergenic	427
CG	Teosinte/Landrace	5	101592328	101592487	0.426442	5	101588290	101599448	Intergenic	159
CG	Teosinte/Landrace	5	111323277	111323742	0.434407	5	111320417	111340020	TE	465
CG	Teosinte/Landrace	5	112264470	112264839	0.734747	5	112236175	112266190	Intergenic	369
CG	Teosinte/Landrace	5	114207334	114208161	0.85204	5	114203527	114215113	Intergenic	827
CG	Teosinte/Landrace	5	114275573	114275833	-0.484335	5	114215114	114292974	TE	260
CG	Teosinte/Landrace	5	118698609	118698812	0.523409	5	118695794	118706474	Intergenic	203
CG	Teosinte/Landrace	5	121433471	121433857	-0.579908	5	121428904	121441140	Intergenic	386
CG	Teosinte/Landrace	5	123320861	123321383	0.748753	5	123319753	123339057	TE	522
CG	Teosinte/Landrace	5	124316400	124316564	-0.408717	5	124312148	124317147	Gene_down_5k	164
CG	Teosinte/Landrace	5	127637963	127638144	0.491853	5	127637754	127638066	Exon	103
CG	Teosinte/Landrace	5	127909149	127909391	-0.486345	5	127904701	127919230	TE	242
CG	Teosinte/Landrace	5	140075043	140075174	0.527964	5	140072206	140077205	Gene_down_5k	131
CG	Teosinte/Landrace	5	151196882	151197143	-0.431415	5	151188076	151205416	Intergenic	261
CG	Teosinte/Landrace	5	152440772	152441208	0.58459	5	152438938	152444267	Intergenic	436
CG	Teosinte/Landrace	5	152448059	152448211	0.604409	5	152444268	152450013	TE	152
CG	Teosinte/Landrace	5	154050285	154050762	-0.413609	5	154045374	154053537	TE	477
CG	Teosinte/Landrace	5	177881219	177881619	-0.513558	5	177881198	177881676	Exon	400
CG	Teosinte/Landrace	5	189750889	189751317	0.879654	5	189742507	189754638	TE	428
CG	Teosinte/Landrace	5	189792077	189792600	0.589289	5	189791915	189797653	Intergenic	523
CG	Teosinte/Landrace	5	201554297	201554389	0.780611	5	201549831	201567369	TE	92
CG	Teosinte/Landrace	5	205090150	205091093	-0.682784	5	205090100	205091121	Exon	943
CG	Teosinte/Landrace	5	212643526	212643721	0.615742	5	212641029	212644562	Intergenic	195
CG	Teosinte/Landrace	5	218085221	218085381	0.561522	5	218085081	218085891	Exon	160
CG	Teosinte/Landrace	5	221802337	221802602	-0.418129	5	221798945	221803944	Gene_up_5k	265
CG	Teosinte/Landrace	5	222686973	222687219	0.681148	5	222683368	222688367	Gene_up_5k	246
CG	Teosinte/Landrace	6	3098586	3098983	-0.499138	6	3091618	3101835	TE	397
CG	Teosinte/Landrace	6	5817010	5817195	0.792132	6	5813754	5820543	Intergenic	185
CG	Teosinte/Landrace	6	14817623	14817795	-0.539055	6	14816287	14825022	TE	172
CG	Teosinte/Landrace	6	18821703	18822030	-0.779538	6	18816910	18821909	Gene_up_5k	206
CG	Teosinte/Landrace	6	30060336	30060531	0.624281	6	30007344	30087684	TE	195
CG	Teosinte/Landrace	6	38595414	38595510	0.855919	6	38580031	38619090	TE	96
CG	Teosinte/Landrace	6	54015215	54015381	-0.585369	6	54002778	54026710	TE	166
CG	Teosinte/Landrace	6	55586563	55586663	0.505032	6	55507833	55589485	TE	100
CG	Teosinte/Landrace	6	56516423	56516600	0.544775	6	56483916	56547951	TE	177
CG	Teosinte/Landrace	6	56524826	56524995	0.497291	6	56516454	56526429	TE	169
CG	Teosinte/Landrace	6	72523716	72523937	-0.646406	6	72520646	72525357	Intergenic	221
CG	Teosinte/Landrace	6	85894323	85894499	0.460662	6	85893873	85900986	Intergenic	176
CG	Teosinte/Landrace	6	87792955	87793246	-0.592913	6	87791940	87796939	Gene_down_5k	291
CG	Teosinte/Landrace	6	90815024	90815092	0.535191	6	90810410	90815177	Intergenic	68
CG	Teosinte/Landrace	6	90999979	91000172	0.432417	6	90998697	91003696	Gene_up_5k	193
CG	Teosinte/Landrace	6	91034482	91034576	0.716263	6	90983521	91061932	TE	94
CG	Teosinte/Landrace	6	91067564	91067813	0.457584	6	91061933	91069675	Intergenic	249
CG	Teosinte/Landrace	6	93495790	93496066	0.419895	6	93491037	93497436	TE	276
CG	Teosinte/Landrace	6	95549345	95549747	0.763741	6	95491137	95571402	TE	402
CG	Teosinte/Landrace	6	95556488	95556750	0.804251	6	95491137	95571402	TE	262
CG	Teosinte/Landrace	6	120196039	120196167	-0.515167	6	120195926	120196947	Exon	128
CG	Teosinte/Landrace	6	125644410	125644677	0.546827	6	125644333	125644705	Exon	267
CG	Teosinte/Landrace	6	132205527	132205669	0.421271	6	132204702	132205811	Exon	142
CG	Teosinte/Landrace	6	146683473	146683685	-0.404067	6	146678916	146683915	Gene_down_5k	212
CG	Teosinte/Landrace	6	153152220	153152473	0.884689	6	153150537	153155536	Gene_down_5k	253
CG	Teosinte/Landrace	6	161551390	161551580	-0.456104	6	161547342	161552341	Gene_down_5k	190
CG	Teosinte/Landrace	6	163833436	163834347	0.876021	6	163826512	163840651	TE	911
CG	Teosinte/Landrace	6	169165442	169165693	-0.408747	6	169162038	169167037	Gene_up_5k	251
CG	Teosinte/Landrace	7	2601229	2601505	0.459055	7	2598497	2610521	TE	276
CG	Teosinte/Landrace	7	5366782	5367066	-0.439796	7	5365547	5386515	Exon	284
CG	Teosinte/Landrace	7	23600573	23601087	-0.507982	7	23599746	23604745	Gene_up_5k	514
CG	Teosinte/Landrace	7	49660943	49661495	-0.402471	7	49660567	49673178	TE	552
CG	Teosinte/Landrace	7	49768268	49768416	0.429194	7	49767907	49777705	Intergenic	148
CG	Teosinte/Landrace	7	50319197	50319387	0.416959	7	50315927	50329928	TE	190
CG	Teosinte/Landrace	7	53754949	53755103	0.449857	7	53753610	53758609	Gene_down_5k	154
CG	Teosinte/Landrace	7	54886719	54886966	0.444	7	54863426	54933993	TE	247
CG	Teosinte/Landrace	7	59492433	59492779	0.536782	7	59490934	59512999	TE	346
CG	Teosinte/Landrace	7	60782518	60782865	0.668696	7	60765725	60783056	Intergenic	347
CG	Teosinte/Landrace	7	64110435	64110571	0.477638	7	64106107	64118133	Intergenic	136
CG	Teosinte/Landrace	7	64304208	64304474	-0.462619	7	64303031	64309184	Intergenic	266
CG	Teosinte/Landrace	7	64772248	64772634	0.485627	7	64762111	64778680	TE	386
CG	Teosinte/Landrace	7	65559581	65560060	0.473856	7	65559551	65564759	Intergenic	479
CG	Teosinte/Landrace	7	70601781	70602583	-0.511543	7	70602002	70607001	Gene_up_5k	581
CG	Teosinte/Landrace	7	70977267	70977740	0.708887	7	70976309	71025406	TE	473
CG	Teosinte/Landrace	7	73117403	73118023	0.430197	7	73116622	73133750	TE	620
CG	Teosinte/Landrace	7	73977705	73977896	0.772079	7	73939669	74038888	TE	191
CG	Teosinte/Landrace	7	75744226	75744413	0.540066	7	75724353	75745365	TE	187
CG	Teosinte/Landrace	7	78227374	78227914	-0.463057	7	78220528	78229758	TE	540
CG	Teosinte/Landrace	7	78545311	78545727	0.816253	7	78537346	78548721	Intergenic	416
CG	Teosinte/Landrace	7	81364299	81364433	0.427201	7	81361335	81371427	Intergenic	134
CG	Teosinte/Landrace	7	83123288	83123725	-0.596851	7	83096807	83125856	Intergenic	437
CG	Teosinte/Landrace	7	83361789	83361998	-0.473588	7	83346878	83369034	Intergenic	209
CG	Teosinte/Landrace	7	83557315	83557430	-0.550989	7	83557092	83562160	Intergenic	115
CG	Teosinte/Landrace	7	88809617	88810169	0.507159	7	88790991	88814191	Intergenic	552
CG	Teosinte/Landrace	7	96122779	96123132	-0.63459	7	96121523	96126522	Gene_down_5k	353
CG	Teosinte/Landrace	7	96521283	96521853	-0.496178	7	96519846	96524845	Gene_up_5k	570
CG	Teosinte/Landrace	7	96534764	96535141	-0.442355	7	96516084	96536038	TE	377
CG	Teosinte/Landrace	7	105731203	105731503	0.568758	7	105723290	105735570	Intergenic	300
CG	Teosinte/Landrace	7	107645492	107645784	0.799801	7	107641111	107654162	TE	292
CG	Teosinte/Landrace	7	114982540	114982914	-0.433202	7	114979579	114984578	Gene_down_5k	374
CG	Teosinte/Landrace	7	121654365	121654927	0.419787	7	121646356	121659804	TE	562
CG	Teosinte/Landrace	7	127260382	127260661	0.746077	7	127258947	127263946	Gene_up_5k	279
CG	Teosinte/Landrace	7	128931309	128931498	-0.424362	7	128930471	128931878	Exon	189
CG	Teosinte/Landrace	7	147098166	147098430	-0.445395	7	147096084	147101083	Gene_up_5k	264
CG	Teosinte/Landrace	7	147359717	147360048	0.901845	7	147359707	147364706	Gene_down_5k	331
CG	Teosinte/Landrace	7	155447440	155447800	-0.412141	7	155444467	155456360	TE	360
CG	Teosinte/Landrace	7	158296602	158296785	0.449416	7	158296155	158301154	Gene_up_5k	183
CG	Teosinte/Landrace	7	161670208	161670368	0.622086	7	161667035	161672034	Gene_up_5k	160
CG	Teosinte/Landrace	7	171989383	171989728	-0.523685	7	171985566	171990565	Gene_up_5k	345
CG	Teosinte/Landrace	7	181813708	181813841	0.860962	7	181810720	181819093	TE	133
CG	Teosinte/Landrace	8	6513619	6513857	0.411357	8	6513515	6514060	Exon	238
CG	Teosinte/Landrace	8	14278942	14279230	0.851829	8	14272629	14279241	Intergenic	288
CG	Teosinte/Landrace	8	23570956	23571104	0.53761	8	23569866	23574865	Gene_up_5k	148
CG	Teosinte/Landrace	8	29000343	29000868	0.847591	8	28998857	29003856	Gene_down_5k	525
CG	Teosinte/Landrace	8	31656844	31657452	0.893271	8	31655604	31665940	TE	608
CG	Teosinte/Landrace	8	45987518	45987683	-0.450001	8	45985191	45989193	Intergenic	165
CG	Teosinte/Landrace	8	47994866	47995279	0.523554	8	47990106	47998411	Intergenic	413
CG	Teosinte/Landrace	8	48143033	48143141	-0.495954	8	48142733	48165789	Intergenic	108
CG	Teosinte/Landrace	8	57885096	57885263	0.525124	8	57884875	57889340	Exon	167
CG	Teosinte/Landrace	8	61603681	61604220	0.439663	8	61603023	61604192	Exon	511
CG	Teosinte/Landrace	8	67462783	67463195	0.786318	8	67403123	67475262	TE	412
CG	Teosinte/Landrace	8	67539523	67540084	0.807132	8	67489744	67547862	TE	561
CG	Teosinte/Landrace	8	81175184	81175465	0.632787	8	81169520	81181809	TE	281
CG	Teosinte/Landrace	8	89452049	89452256	-0.417583	8	89446926	89458523	Intergenic	207
CG	Teosinte/Landrace	8	89452752	89453058	-0.457928	8	89446926	89458523	Intergenic	306
CG	Teosinte/Landrace	8	91901686	91901913	-0.451147	8	91896386	91908760	TE	227
CG	Teosinte/Landrace	8	98058247	98058449	0.927253	8	98055473	98060472	Gene_down_5k	202
CG	Teosinte/Landrace	8	98928257	98928413	-0.431845	8	98928076	98929729	Intergenic	156
CG	Teosinte/Landrace	8	100003231	100003382	0.783799	8	100001051	100003421	Exon	151
CG	Teosinte/Landrace	8	100149727	100150261	0.423471	8	100141325	100152835	TE	534
CG	Teosinte/Landrace	8	101994945	101995104	-0.455952	8	101994431	102031493	TE	159
CG	Teosinte/Landrace	8	107889544	107890515	0.458402	8	107889974	107890430	Exon	456
CG	Teosinte/Landrace	8	108027368	108027520	0.822585	8	107976627	108032114	TE	152
CG	Teosinte/Landrace	8	108360885	108361069	0.422521	8	108318628	108370270	TE	184
CG	Teosinte/Landrace	8	128894230	128894409	-0.461002	8	128892121	128897120	Gene_down_5k	179
CG	Teosinte/Landrace	8	140859869	140860043	0.718394	8	140845879	140871976	TE	174
CG	Teosinte/Landrace	8	143118314	143118478	0.405418	8	143110305	143122188	TE	164
CG	Teosinte/Landrace	8	147353522	147353882	-0.811634	8	147348740	147353739	Gene_up_5k	217
CG	Teosinte/Landrace	8	152692010	152692171	0.735562	8	152691181	152696180	Gene_up_5k	161
CG	Teosinte/Landrace	8	153704481	153704738	0.600496	8	153703022	153708021	Gene_down_5k	257
CG	Teosinte/Landrace	8	156693522	156693850	0.57117	8	156693336	156694580	Exon	328
CG	Teosinte/Landrace	8	160892366	160892480	0.889368	8	160890794	160895793	Gene_down_5k	114
CG	Teosinte/Landrace	8	161664305	161664473	-0.412701	8	161661961	161666960	Gene_down_5k	168
CG	Teosinte/Landrace	8	168304641	168305113	0.441729	8	168302829	168307841	TE	472
CG	Teosinte/Landrace	8	172434924	172435210	0.488322	8	172430434	172435433	Gene_up_5k	286
CG	Teosinte/Landrace	9	1715193	1715397	0.697821	9	1715150	1715581	Exon	204
CG	Teosinte/Landrace	9	1780076	1780268	0.58592	9	1779930	1780352	Exon	192
