Marker	Chr	Genetic	v2	v4
IDP3802	2	63.2	16,125,205	16549717
IDP3803	1	303.5	256,304,927	260869892
IDP3805	5	108.6	73,044,876	75193641
IDP3808	6	73.5	131,155,879	135241345
IDP3809	5	106.9	60,994,024	62831920
IDP3810	7	91	43,705,516	45246320
IDP3814	2	117.6	54,087,686	56141368
IDP3816	4	236	238,494,749	243905397
IDP3817	9	53	14,199,932	13889731
IDP3819	5	7.8	918,933	955185
IDP3820	10	43.9	13,155,438	13313017
IDP3821	5	193.5	205,227,151	210857888
IDP3822	7	162.2	159,856,344	165316305
IDP3823	6	176.6	167,980,133	172207975
IDP3826	9	127.7	142,640,720	145314092
IDP3827	5	145.5	182,435,934	187053499
IDP3828	9	71.9	27,014,179	27084283
IDP3830	5	51.6	7,355,097	7612051
IDP3834	5	11.2	1,536,390	1576782
IDP3840	4	186.7	200,538,628	204946405
IDP3841	1	299	253,569,732	257828945
IDP3842	4	111.3	124,789,244	127750060
IDP3845	5	179.6	200,826,591	206300678
IDP3846	3	210.7	208,783,791	212350925
IDP3849	3	223.2	211,976,853	215646377
IDP3850	10	104.5	142,333,967	143134692
IDP3852	1	20.6	5,748,644	5820806
IDP3853	10	77.7	132,028,330	133240559
IDP3854	4	86.6	22,710,598	24002913
IDP3861	3	103.7	114,783,584	115125384
IDP3862	9	78	88,985,267	92349544
IDP3863	10	53.1	55,753,878	56612359
IDP3864	2	164.2	203,270,970	209841572
IDP3865	1	105.9	45,766,733	46005958
IDP3866	4	204	231,727,768	236808104
IDP3868	1	369.3	293,220,807	298762008
IDP3871	3	265.8	227,914,124	231817309
IDP3872	2	138.9	177,238,717	182565445
IDP3874	3	167.4	186,577,254	189507553
IDP3876	8	0	116,622,579	119424744
IDP388	4	82.2	18,676,199	19858281
IDP3880	5	122.9	164,360,105	168253829
IDP3882	10	63.3	95,556,302	95804597
IDP3883	3	116.9	148,214,587	149516373
IDP3886	6	76.3	141,412,746	145529125
IDP3887	6	23.5	75,744,433	78621420
IDP3888	7	87.1	21,547,438	22609964
IDP389	4	194.6	220,610,534	224902564
IDP3890	9	67	24,596,387	24598175
IDP3892	4	114.1	145,705,804	149062377
IDP3896	7	34.5	2,996,822	3127312
IDP3898	8	108.5	130,937,451	134830617
IDP3902	5	67.2	11,390,715	11752286
IDP3904	10	30.2	5,735,816	5418786
IDP3905	4	136.7	171,770,438	174841461
IDP3908	5	105	58,202,098	59970071
IDP391	10	30.2	5,874,496	5604819
IDP3911	2	134.5	163,318,120	168006131
IDP3913	1	351.3	287,491,270	292614191
IDP3915	6	107.1	154,151,075	158343238
IDP3924	3	14	2,718,695	1991464
IDP3931	2	212.8	224,555,613	231637735
IDP3932	2	115.4	47,170,490	49135932
IDP3933	7	97.2	120,103,517	123881002
IDP3934	4	30.5	5,010,431	5767513
IDP3935	5	15.8	2,187,073	2227195
IDP3936	2	129	105,541,823	108512782
IDP3938	5	56.4	8,821,425	9189873
IDP3939	8	8.3	2,899,576	3112913
IDP3942	2	115.4	47,115,243	49080286
IDP3943	1	132.9	68,543,653	69732218
IDP3944	5	122.9	161,081,241	164866878
IDP3945	3	93	33,556,311	33191761
IDP3947	9	53.8	16,317,393	16075179
IDP3948	9	157.6	147,661,140	150680007
IDP3949	5	113	93,576,671	96004026
IDP3952	2	163.7	204,116,544	210665834
IDP3956	6	126.8	159,679,162	163852460
IDP3957	9	121.1	141,379,484	144030348
IDP3959	8	180.2	170,861,245	176102500
IDP396	5	9.8	1,100,904	1130910
IDP3960	7	125.5	136,260,323	141729411
IDP3961	10	74.1	124,190,911	125214556
IDP3962	8	61.3	21,819,986	22497621
IDP3964	5	52	7,264,446	7528132
IDP3967	9	96.2	127,001,978	129017005
IDP3969	4	241.7	239,206,097	244595375
IDP397	8	30	7,512,969	7828541
IDP3970	1	60.1	20,541,731	20848055
IDP3971	7	89.5	27,805,152	28906067
IDP3972	2	29.4	6,153,221	6099808
IDP3973	10	62.5	91,169,643	91401549
IDP3975	9	100.5	128,456,205	130691416
IDP3976	1	91	35,737,478	35967138
IDP3977	1	317.9	269,322,468	274078704
IDP3981	6	76.3	134,459,732	138543905
IDP3982	5	122.9	164,358,244	168251968
IDP3986	3	106.5	129,050,100	129571943
IDP399	10	63.3	96,677,285	96937771
IDP3993	1	311.4	261,663,344	266538724
IDP3994	7	91	96,173,777	99155039
IDP3995	5	108.6	74,510,476	76708483
IDP3996	7	137.8	149,915,988	155154108
IDP3997	1	278.2	243,216,063	246870600
IDP400	8	159.8	167,783,102	173028512
IDP4004	2	119.8	56,807,275	58876356
IDP4006	2	52.6	12,997,953	13289861
IDP4007	9	200.3	154,640,613	157813907
IDP4008	1	0	2,956,740	3051546
IDP4009	1	39.3	11,486,795	11676630
IDP401	3	106.5	131,089,261	131635309
IDP4010	6	162.4	165,246,387	169392196
IDP4016	10	109.1	143,065,469	143650499
IDP4018	1	315.2	268,332,324	273075171
IDP4019	4	221.5	236,888,474	242141818
IDP4025	2	129	134,037,058	138058341
IDP4030	5	51.6	7,355,097	7612051
IDP4032	3	94.4	32,540,963	32148691
IDP4035	7	137.8	151,218,177	156465761
IDP4038	9	61.4	18,328,194	18174924
IDP404	5	164	191,115,440	196473754
IDP4042	2	99.4	28,563,936	29989700
IDP4043	1	26.3	7,457,885	7458517
IDP4045	5	162.8	189,041,261	194083352
IDP4050	10	122.4	145,017,823	145730991
IDP4051	10	104.5	141,831,176	142617593
IDP4052	1	176.8	181,494,162	183453244
IDP4053	7	97.9	121,222,684	125132366
IDP4057	1	208.7	195,187,076	197547588
IDP4059	1	290.9	254,244,427	258515978
IDP406	3	244.7	220,506,831	224230614
IDP4061	1	258.2	225,882,336	229521953
IDP4064	3	154.5	179,985,807	182844257
IDP4065	1	159	115,311,877	116905681
IDP4066	7	212.9	169,448,823	175016779
IDP4067	4	182.4	200,141,356	204446327
IDP4068	1	232.3	207,400,401	210217115
IDP4069	9	18.2	5,787,746	5429057
IDP407	1	55.7	16,347,185	16720839
IDP4071	4	22.1	4,209,428	5030541
IDP4073	2	30.2	6,995,702	6873223
IDP4074	4	136.7	171,036,490	174070665
IDP4076	10	50	21,521,561	22025607
IDP4079	9	3.9	2,171,881	1892288
IDP408	1	258.6	228,317,421	231931413
IDP4080	7	87.1	23,542,116	24662915
IDP4081	10	43	10,802,093	10838873
IDP4082	7	61	7,911,645	8204602
IDP4086	4	39.2	5,368,369	6127620
IDP4088	10	39.1	7,646,755	7556089
IDP4089	4	88	23,181,121	24636080
IDP409	10	53.9	61,794,303	61030903
IDP4090	6	13.7	13,862,273	23679802
IDP4091	3	137.3	170,864,111	173521179
IDP4092	2	129	76,046,365	78013879
IDP4093	1	332.6	279,907,555	285018506
IDP4094	1	8.3	4,751,367	4893845
IDP4095	2	129	111,306,801	114550022
IDP4096	6	24.7	92,059,004	94676847
IDP4097	3	114	137,520,145	138214093
IDP4098	2	137.1	169,194,379	174071340
IDP41	5	122.5	162,649,966	166527525
IDP4100	4	201.8	229,177,823	234195083
IDP4101	5	95.2	33,869,986	35003251
IDP4102	3	137.3	170,056,595	172680311
IDP4104	9	87.5	109,659,179	112320543
IDP4108	3	255	224,169,482	227920342
IDP4109	7	159.4	159,135,112	164518386
IDP411	5	145.5	183,483,243	188141543
IDP4110	1	247.6	217,289,958	220479234
IDP4112	6	23.5	71,705,847	74625477
IDP4116	3	188	197,325,903	200383164
IDP4118	2	134	154,577,118	159196415
IDP4119	6	64.6	121,237,258	125150996
IDP4121	8	85.9	95,952,516	97748348
IDP4122	3	151.5	180,818,695	183716411
IDP4123	4	252.4	240,840,730	246375369
IDP4125	8	5.3	2,378,213	2517554
IDP4126	3	263.5	227,044,288	230954590
IDP4128	2	110.3	42,474,842	44313375
IDP4130	9	79.4	96,308,946	99770191
IDP4131	5	136.7	173,885,316	177936705
IDP4132	1	155.8	97,880,433	100223966
IDP4133	5	67.2	11,818,299	12264285
IDP4134	1	226.3	204,061,786	206937040
IDP4136	8	100.7	118,846,085	121812564
IDP4137	1	294	251,085,947	255217007
IDP4138	2	129	92,155,811	94751709
IDP4139	2	52.6	12,346,020	12645980
IDP414	4	219.6	236,556,823	241795463
IDP4141	4	88	25,332,467	26917635
IDP4142	2	138.9	175,091,724	180010612
IDP4143	1	323.8	273,432,819	278255098
IDP4145	6	72.2	128,417,218	132419906
IDP4147	10	39.5	9,910,745	9927663
IDP4149	5	98.1	31,333,075	32366772
IDP4150	1	267.7	235,667,077	239143638
IDP4151	9	73.2	28,422,970	28480523
IDP4153	4	43	6,544,861	7348868
IDP4154	2	145.4	185,608,479	191188317
IDP4155	8	53.5	18,201,331	18825356
IDP4156	3	103.7	115,009,598	115340515
IDP4157	1	193.5	188,903,073	191078792
IDP416	4	97.7	45,670,966	47633777
IDP4161	4	169.7	185,713,125	189170730
IDP4163	6	13.7	14,788,475	24624472
IDP4165	6	108.1	153,232,258	157407275
IDP4166	9	23.1	7,202,435	6788300
IDP4167	3	192.5	201,061,548	204247537
IDP4168b	4	110.6	141,950,076	145183675
IDP4169	9	75.7	59,945,302	70227329
IDP4172	10	56.8	74,410,928	73643744
IDP4173	2	43	11,417,530	11687615
IDP4177	9	78	88,043,970	91422931
IDP4178	6	13.7	14,761,376	24597366
IDP4179	6	24.7	88,034,411	90847960
IDP4180	3	98.3	39,969,060	39552895
IDP4182	3	176.1	191,451,236	194378825
IDP4183	3	100	97,402,342	101659921
IDP4185	3	65.9	11,229,912	10557505
IDP4186	1	176.8	181,443,595	183401979
IDP4188	1	176.8	181,193,652	183180571
IDP4189	1	184.7	184,835,288	186997532
IDP419	5	90.7	19,893,527	20373161
IDP4191	8	46.9	15,987,971	16429205
IDP4192	7	103.3	124,265,889	128301836
IDP4194	1	172.6	177,595,137	179568666
IDP4196	6	32.7	96,538,434	99392269
IDP4199	1	366.3	292,401,012	297923849
IDP4202	3	106.5	132,263,351	132876180
IDP4204	4	22.1	4,683,983	5455534
IDP4205	1	68.5	24,601,257	24965333
IDP4206	10	50	19,327,471	19763023
IDP4209	7	97.9	121,318,017	125224878
IDP4210	8	25.4	5,896,700	6156535
IDP4211	3	100	65,130,211	65269138
IDP4212	6	23.6	78,192,607	81182028
IDP4213	2	202	220,397,470	227161046
IDP4214	3	268.5	229,405,312	233314251
IDP4216	5	96.7	38,996,454	40155741
IDP4217	10	65.8	106,972,187	107669503
IDP4218	9	74.6	33,366,366	34734539
IDP422	8	60.2	20,695,081	21385377
IDP4220	8	31.4	10,083,640	10451229
IDP4221	2	122.7	61,722,764	63284690
IDP4224	7	124.4	138,896,779	143627923
IDP4228	1	159	160,222,488	161626510
IDP4229	6	33.4	98,093,853	100950946
IDP4230	1	55.7	17,991,713	18325785
IDP4231	7	215.4	170,247,287	175845354
IDP4232	3	209.3	206,643,052	210110962
IDP4234	2	145.4	186,527,960	192113413
IDP4235	1	149.7	87,979,095	89925726
IDP4238	2	4.9	1,826,626	1818823
IDP4240	2	138.9	171,960,727	176790529
IDP4242	5	93.2	29,272,651	30341492
IDP4243	8	75.2	39,465,153	40626628
IDP4244	5	90.7	19,708,598	20194650
IDP4245	3	98.3	37,158,744	36891672
IDP4246	1	158.4	144,810,513	146987260
IDP4247	6	64.6	120,738,624	124632345
IDP4248	10	63.3	97,737,297	98112135
IDP4251	4	100.1	45,129,563	46994779
IDP4253	5	32.4	4,470,879	4576939
IDP4257	2	208.5	223,965,262	231029732
IDP426	3	177.2	193,475,951	196439407
IDP4260	5	95.2	31,901,893	33025480
IDP4267	9	59.3	17,629,525	17397657
IDP4268	2	164.2	203,468,231	210028254
IDP427	3	251	223,307,418	227053725
IDP4270	4	127.7	159,828,841	162802816
IDP4272	5	93.2	29,670,799	30575110
IDP4274	10	50	22,177,280	22720601
IDP4275	2	129	119,881,211	123868604
IDP4278	5	92.4	31,829,516	32953405
IDP4279	5	51.6	7,128,811	7383884
IDP428	3	95.5	38,743,981	38519423
IDP4280	4	114.9	153,530,862	157114434
IDP4281	6	84.6	148,249,178	152317292
IDP4282	4	97.7	46,561,470	48624194
IDP4283	10	9.8	2,760,732	2344173
IDP4284	3	106.5	127,659,785	128197875
IDP4286	4	52	10,125,234	10993709
IDP4287	1	183	183,557,759	185588897
IDP4289	8	108.5	131,173,934	135098697
IDP4290	6	27.2	94,646,534	97379092
IDP4292	5	98.1	32,920,695	34117466
IDP4293	1	158.4	111,908,662	114451249
IDP4294	4	111.3	143,082,384	146405369
IDP4295	4	30.5	5,007,571	5764654
IDP4297	6	33.4	98,029,936	100892786
IDP4300	10	116.4	144,321,928	144986826
IDP4301	5	75.4	12,576,938	12956089
IDP4302	6	90.4	149,668,876	153758574
IDP4303	6	45.2	105,079,541	108395630
IDP4306	2	98.6	28,194,969	29627360
IDP4307	9	93.2	118,713,558	120772949
IDP4308	4	172.5	188,201,076	192084374
IDP4311	7	187.9	165,693,554	171267181
IDP4313	6	13.7	14,779,444	24615423
IDP4316	4	111.3	145,922,654	149280491
IDP4317	10	41.6	10,610,355	10646104
IDP4318	6	36.8	100,993,112	104420736
IDP4320	2	213.1	225,398,784	232394994
IDP4321	4	100.1	54,094,071	56334743
IDP4324	1	113.2	49,793,273	50211222
IDP4330	4	100.1	55,859,228	58179061
IDP4331	6	13.7	13,385,773	23196680
IDP4332	9	201.3	154,751,454	157974744
IDP4334	7	44.6	5,068,509	5330330
IDP4335	3	176.1	191,485,055	194412641
IDP4336	7	97.9	121,245,349	125155948
IDP4337	1	71.2	26,425,225	26601576
IDP4338	9	85.3	105,078,001	108432005
IDP434	3	151.5	179,993,824	182852274
IDP4341	7	91	94,194,146	97212207
IDP4342b	8	181.7	171,393,018	176635854
IDP4344	9	53	15,104,405	14834034
IDP4345	3	93	33,035,048	32648240
IDP4346	7	91	100,684,087	103858409
IDP4348	1	87.4	33,885,798	34218916
IDP4352	6	32.7	95,625,946	98389661
IDP4353	4	63.6	12,206,379	13126282
IDP4356	8	85.1	91,606,585	93466320
IDP4359	1	306.3	259,822,673	264507329
IDP4360	3	100	112,343,596	98285629
IDP4361	2	149.3	192,160,908	197902130
IDP4362	6	13.7	14,246,445	24083750
IDP4363	8	96.2	118,075,051	121003750
IDP4365	5	96.7	33,898,557	35068928
IDP4367	6	13.7	14,199,538	24034290
IDP4369	3	268.5	229,740,527	233673800
IDP437	1	309.2	262,609,967	267430488
IDP4370	5	8.2	569,520	607907
IDP4371	4	110.6	65,819,680	68254564
IDP4372	6	36.8	103,411,938	106658486
IDP4373	10	50	57,701,002	58605553
IDP4375	7	91	41,747,292	43308581
IDP4376	5	115.5	144,169,247	147551975
IDP4377	9	151.7	146,527,677	149449120
IDP4379	10	84.8	136,439,890	137656175
IDP4381	7	137.8	146,586,917	151807433
IDP4383	3	175.4	191,436,625	194364214
IDP4385b	7	137.8	150,025,069	155264977
IDP4387	4	2.6	1,994,235	2548580
IDP439	10	54.9	76,404,370	75762561
IDP4395	9	109.6	137,783,641	140325959
IDP4396	4	100.1	55,255,685	57538081
IDP4398	6	13.7	14,303,330	24140971
IDP440	5	15	2,114,637	2171998
IDP4400	8	108.5	133,278,957	137263463
IDP4402	3	92.3	32,105,715	31701130
IDP4404	6	77.4	142,424,735	146495118
IDP4405	8	22.8	5,295,216	5542847
IDP4406	10	39.1	8,854,389	8787082
IDP4409	5	25.1	4,155,106	4263561
IDP441	6	24.4	81,692,868	84741816
IDP4411	9	12.9	4,397,816	3987444
IDP4412	7	44.6	5,107,741	5366230
IDP4413	2	105.7	36,772,254	38264298
IDP4419	9	146.4	145,503,004	148343187
IDP4422	3	265.8	227,825,445	231735717
IDP4423	2	19.2	4,848,496	4822367
IDP4424	6	13.7	14,130,509	23991316
IDP4429	7	107.8	130,228,989	134243473
IDP4430	1	78.6	32,650,752	32931989
IDP4431	1	158.4	148,229,555	149936476
IDP4433	9	84.5	103,068,360	106612094
IDP4437	2	122.7	62,981,308	64581513
IDP444	4	118.6	155,828,832	159346449
IDP4440	2	43	10,593,225	10712349
IDP4441	1	122	53,007,367	52947203
IDP4442	1	290.9	253,517,276	257778599
IDP4445	1	158.4	154,517,733	156420533
IDP4448	4	96.5	37,016,614	38702153
IDP4449	6	169.1	166,626,944	170773547
IDP445	2	52.6	12,897,375	13186728
IDP4450	3	100	97,425,451	101683030
IDP4451	9	75.7	58,755,098	71437583
IDP4452	6	75.6	135,079,757	139181688
IDP4453b	4	37.8	5,271,600	6044515
IDP4457	10	55.5	59,976,112	59107137
IDP4458	5	113.7	86,985,852	89248899
IDP4459	3	98.3	39,109,643	38682850
IDP4460	6	23.5	63,072,915	65868054
IDP4461	9	75.7	80,813,494	84005884
IDP4462	3	103.7	86,040,620	113228281
IDP4464	2	43	10,596,292	10715416
IDP4465	6	23.5	58,455,599	61217200
IDP4466	7	19	2,316,078	2403219
IDP4468	3	162.4	183,879,138	186831666
IDP4469	7	95	114,746,166	118116080
IDP447	6	3.2	2,297,665	2312224
IDP4470	1	60.1	19,321,268	19693744
IDP4472	1	151	91,371,758	93316365
IDP4473	4	2.2	1,065,480	1294861
IDP4475	1	272.9	240,481,642	244111057
IDP4476	4	190.8	213,382,788	217438140
IDP4479	5	100.1	51,012,914	52610344
IDP4480	1	238	211,260,026	214315529
IDP4481	2	138	170,656,896	175377020
IDP4482	1	332.6	281,100,126	286201836
IDP4483	7	90.6	84,957,782	87914646
IDP4485	7	90.6	99,640,029	102770147
IDP4487	6	36.8	99,771,316	102943475
IDP4489	10	77.7	128,373,679	129474481
IDP449	8	89.9	101,506,883	103473129
IDP4490	1	337.3	281,859,570	286973742
IDP4492	9	86.8	109,660,598	112321962
IDP4494	3	106.5	124,057,445	124410456
IDP4496	6	13.7	14,251,736	24089040
IDP4499	6	24.7	60,708,093	63463244
IDP450	5	178	199,770,139	205091034
IDP4502	4	180.8	195,008,685	199291571
IDP4503	5	15.8	2,178,844	2235424
IDP4506	1	55.7	18,055,323	18380774
IDP4507	2	129	78,709,794	80781284
IDP4509	8	75.2	55,996,000	56667836
IDP451	1	167.4	172,022,115	173940592
IDP4510	8	113.4	141,926,459	146107575
IDP4511	1	166.2	165,203,655	166879884
IDP4514	1	249.4	218,800,067	222025823
IDP4515	4	143.1	173,188,872	176251010
IDP4516	5	75.4	13,429,542	13783078
IDP4517	2	105.7	37,874,566	39402331
IDP4520	6	98.9	151,232,557	155381459
IDP4521	6	64.6	121,925,838	125852514
IDP4524	10	29.3	5,448,621	5086855
IDP4525	2	91.4	21,274,799	22580527
IDP4526	5	115.5	135,854,897	139164918
IDP4527	7	139.1	153,583,248	158973491
IDP4528	5	169.3	194,119,768	199546257
IDP4529	1	158.4	155,454,620	157344769
IDP4530	2	129	89,349,126	91818063
IDP4531	3	211.8	209,056,763	212649927
IDP4533	10	66.5	113,020,882	113921799
IDP4534	6	27.2	94,569,072	97293403
IDP4535	7	137.8	150,037,930	155277837
IDP4538	1	152.4	96,318,926	98589222
IDP4539	2	138.9	177,436,456	182854617
IDP454	4	90.6	26,425,928	27942240
IDP4542	9	86	105,563,388	108924814
IDP4543	10	66.5	112,472,614	113368784
IDP4546	2	174.1	207,370,805	214224368
IDP4547	8	164.4	168,815,554	174045587
IDP4548	4	114.1	147,601,684	150977807
IDP4549	1	158.4	153,067,340	154920077
IDP455	6	23.6	62,082,045	64832025
IDP4551	4	235.3	238,477,527	243888176
IDP4552	1	158.4	108,705,028	111164697
IDP4553	5	166	192,861,387	198258990
IDP456	2	158.3	196,527,894	202904288
IDP462	4	2.6	2,050,289	2606186
IDP466	1	70.1	25,150,469	25545699
IDP468	8	168.5	169,415,622	174610268
IDP4684	1	141.7	76,240,531	77748742
IDP4685	8	196.4	173,417,026	178710229
IDP4686	7	91	65,929,252	66470258
IDP4687	2	105.7	31,943,736	33456129
IDP4688	3	103.7	85,750,522	113525098
IDP469	2	189.8	216,610,761	223382539
IDP4691	5	110.1	78,312,709	80577607
IDP4692	4	56.7	10,493,441	11375006
IDP4693	1	317.9	270,024,227	274769087
IDP4694	1	145.6	80,697,834	82312586
IDP4695	1	232.3	207,027,112	209842903
IDP4696	6	95.7	150,802,626	154921898
IDP4697	5	96.7	35,985,762	37236949
IDP4698	1	152.4	92,341,824	94482419
IDP4699	10	50	30,327,361	31108810
IDP470	7	130.6	142,414,907	147353879
IDP4701	3	118.2	138,114,353	138822457
IDP4703	6	164.5	165,547,909	169699493
IDP4704	6	165.9	165,895,353	170068104
IDP4705	3	100	90,022,872	109164233
IDP4708	1	105.9	46,230,671	46496687
IDP4709	4	100.1	53,817,644	56056124
IDP4710	1	77.5	28,458,757	28650975
IDP4711	7	59.9	6,874,416	7247658
IDP4713	5	115.5	135,278,666	138566484
IDP4715	9	93.2	119,489,589	121311486
IDP4716	9	75.7	45,293,779	47167868
IDP4718	8	139	164,013,838	168997222
IDP472	3	216.8	209,838,357	213449916
IDP4721	5	105	58,706,123	60518259
IDP4723	7	86	17,768,301	18404609
IDP4724	10	56.8	76,071,363	75400636
IDP4725	1	26.3	7,388,313	7386352
IDP4726	2	20.6	4,847,013	4820884
IDP4727	2	31.6	9,082,766	9272318
IDP4728	2	110.3	42,617,183	44455779
IDP4729	5	107.8	68,399,822	70346725
IDP4730	7	107.8	129,342,162	133501074
IDP4731	3	216.8	209,843,730	213455289
IDP4732	2	12.2	3,017,979	3026538
IDP4733	3	98.3	56,925,833	56881603
IDP4734	6	107.1	154,767,174	158918365
IDP4735	8	93.6	111,194,892	113890594
IDP4736	5	149.1	185,628,799	190290294
IDP4737	4	117	153,648,028	157221023
IDP4738	2	202	221,758,552	228737681
IDP4740	8	75.2	37,639,446	38667878
IDP4741	6	65.4	123,206,626	127105827
IDP4742	5	93.2	31,422,340	32459979
IDP4743	2	98.6	28,139,672	29560609
IDP4744	2	149.3	193,715,298	199582245
IDP4745	3	98.3	47,354,492	47131763
IDP4746	1	98.2	40,041,470	40411899
IDP4749	6	13.7	13,384,270	23195177
IDP475	10	55.5	64,264,094	63452579
IDP4750	1	71.2	26,910,886	27084607
IDP4752	1	77.5	27,900,460	28091807
IDP4753	1	76.3	27,897,261	28088608
IDP4754	5	102.1	50,330,151	51901473
IDP4757	3	159.9	183,119,358	186054060
IDP4759	4	134.3	166,912,300	169865032
IDP4761	6	119.7	157,824,787	161974511
IDP4762	8	46.9	14,057,868	14438907
IDP4763	4	194.6	218,313,670	222492171
IDP4764	8	168.5	169,433,670	174628316
IDP4765	6	23.5	60,925,377	63677963
IDP4767	8	22.8	5,243,415	5499466
IDP4768	5	35.7	5,775,111	5961021
IDP4769	2	96.4	22,193,942	23484868
IDP477	3	237.1	219,396,998	223072104
IDP4772	1	173.8	178,266,542	180255351
IDP4773	8	125	161,901,417	166902935
IDP4776	2	129	135,819,562	140440275
IDP4777	4	184.3	200,313,554	204719599
IDP4780	6	15.9	17,728,874	17128519
IDP4786	2	59.9	15,240,679	15637048
IDP4788	1	226.3	204,368,985	207195712
IDP4789	7	90.6	53,109,759	54976641
IDP4792	1	149.7	92,578,078	94717334
IDP4793	6	13.7	14,461,596	24309756
IDP4794	7	101.2	122,710,097	126633164
IDP48	10	54.9	65,000,274	64155622
IDP4800	7	84.2	15,877,680	16433861
IDP4801	7	91	91,784,489	94735287
IDP4803	8	75.2	40,948,482	42149572
IDP4805	2	227.1	230,966,963	237986133
IDP4806	1	131.2	61,133,721	61895109
IDP4809	5	148.1	182,928,453	187542829
IDP4811	3	98.3	37,773,194	37525834
IDP4813	1	55.7	17,743,242	18047525
IDP4814	1	158.4	148,235,556	149942477
IDP4815	5	95.2	33,640,346	34845719
IDP4817	4	90.6	26,587,911	28104642
IDP4818	3	98.3	47,464,701	47242158
IDP4819	2	202	222,275,941	229261055
IDP4820	5	115.5	147,166,163	150672552
IDP4821	3	106.5	127,497,403	128021552
IDP4823	3	201.1	204,585,657	207879467
IDP4825	1	78.6	30,494,685	30733674
IDP4827	8	168.9	169,423,763	174618409
IDP4829	3	176.1	191,142,377	194049624
IDP483	4	24.2	4,753,629	5542334
IDP4831	7	78.3	14,027,268	14429853
IDP4832	2	213.5	225,530,641	232518497
IDP4833	6	13.7	14,143,555	24004360
IDP4834	4	90.6	26,290,680	27872150
IDP4835	1	236.6	210,571,942	213618221
IDP4837	5	121.8	155,024,869	158821059
IDP4840	4	195	224,240,449	228569912
IDP4842	5	106	60,656,920	62503174
IDP4843	3	224.9	214,853,850	218477568
IDP4844	8	113.4	140,013,461	144204952
IDP4846	5	79.7	14,638,784	15157731
IDP4848	1	159	154,003,010	155885231
IDP4849	8	75.2	34,624,883	35570740
IDP4853	2	150.7	196,146,763	202422226
IDP4854	7	53.4	5,710,088	6024664
IDP4859	8	83.6	82,212,923	83795696
IDP486	5	93.2	30,771,893	31741987
IDP4860	7	144.5	155,591,787	160900408
IDP4861	6	13.7	15,573,904	25368297
IDP4862b	10	27.8	5,289,807	4914287
IDP4864	5	90.7	20,922,705	21440903
IDP4866	8	150.1	166,615,286	171834717
IDP4867	2	88.8	20,203,285	21490822
IDP4869	6	45.2	105,497,737	108873496
IDP4870	7	90.6	78,795,051	81490616
IDP4871	8	99.7	121,902,871	124975329
IDP4873	6	13.7	15,557,317	25351710
IDP4875	7	211.3	168,814,785	174365366
IDP4876a	1	258.2	228,004,490	231628539
IDP4877	3	271.7	231,868,371	234790759
IDP4878	6	24.4	72,853,673	75707604
IDP488	2	129	83,491,076	85735636
IDP4880	6	36.8	102,373,921	105620277
IDP4883	10	50	34,481,957	35419777
IDP4884	2	39.6	10,345,619	10468668
