Type	chr	start	stop	q-value	mean_methylation_difference	CpGs	p_MWU	p_2D_KS	POPA	POPB	Compare
CHG	3	111640874	111641309	1.40E-19	0.497938	15	4.20E-14	1.30E-25	0.69453	0.19659	Landrace/Maize
CHG	3	142242464	142242925	3.90E-18	0.488308	17	3.90E-14	3.40E-24	0.83209	0.34378	Landrace/Maize
CHG	3	189131048	189131251	3.40E-22	0.472992	13	4.10E-14	3.00E-28	0.62381	0.15082	Landrace/Maize
CHG	3	197908577	197909825	3.60E-55	0.536208	37	5.60E-14	3.20E-61	0.63928	0.10307	Landrace/Maize
CHG	3	206990188	206990327	2.10E-12	0.416484	10	4.50E-14	1.90E-18	0.46438	0.047891	Landrace/Maize
CHG	3	218374439	218374748	1.90E-35	0.780061	10	5.10E-14	1.70E-41	0.85066	0.070596	Landrace/Maize
CHG	3	218796627	218797389	3.00E-11	0.411838	14	1.10E-11	2.60E-17	0.43887	0.027035	Landrace/Maize
CHG	4	21427394	21427725	7.30E-08	0.4748	9	4.50E-14	6.40E-14	0.88098	0.40618	Landrace/Maize
CHG	4	40262727	40263132	5.80E-37	0.528804	21	3.90E-14	5.10E-43	0.5386	0.0097991	Landrace/Maize
CHG	4	42909337	42909993	1.60E-79	0.645895	29	5.70E-14	1.40E-85	0.77454	0.12864	Landrace/Maize
CHG	4	46655647	46655814	2.50E-16	0.540266	9	4.00E-14	2.20E-22	0.68083	0.14056	Landrace/Maize
CHG	4	92833221	92833527	2.40E-06	0.415688	11	4.50E-14	2.10E-12	0.84438	0.42869	Landrace/Maize
CHG	4	106058956	106059434	5.00E-18	-0.403872	21	4.50E-14	4.40E-24	0.36008	0.76395	Landrace/Maize
CHG	4	115211396	115211653	3.70E-29	-0.462804	19	4.90E-14	3.30E-35	0.28669	0.74949	Landrace/Maize
CHG	4	115252761	115253678	1.90E-61	-0.436947	46	5.20E-14	1.70E-67	0.28753	0.72448	Landrace/Maize
CHG	4	115375210	115375415	6.80E-23	-0.438605	15	5.10E-14	6.00E-29	0.31597	0.75457	Landrace/Maize
CHG	4	118840216	118840414	7.30E-69	0.430616	33	4.50E-14	6.40E-75	0.76587	0.33525	Landrace/Maize
CHG	4	119744215	119744782	2.40E-30	0.43932	20	4.80E-14	2.10E-36	0.47086	0.031542	Landrace/Maize
CHG	4	125768930	125769299	2.90E-25	0.448474	17	4.00E-14	2.60E-31	0.5531	0.10463	Landrace/Maize
CHG	4	148723487	148723675	2.30E-09	0.450557	9	4.20E-14	2.10E-15	0.6916	0.24104	Landrace/Maize
CHG	4	156140627	156141379	5.20E-95	0.470304	44	5.50E-14	4.60E-101	0.48532	0.015019	Landrace/Maize
CHG	4	160310681	160311026	2.50E-36	-0.592017	15	4.40E-14	2.20E-42	0.21049	0.80251	Landrace/Maize
CHG	4	160311579	160311964	2.00E-29	-0.423885	18	4.50E-14	1.80E-35	0.22685	0.65074	Landrace/Maize
CHG	4	160312990	160313145	2.70E-21	-0.492729	13	5.00E-14	2.40E-27	0.33806	0.83079	Landrace/Maize
CHG	4	184389411	184389631	3.80E-52	0.603672	21	4.80E-14	3.30E-58	0.63032	0.026653	Landrace/Maize
CHG	4	193372418	193372677	5.20E-17	0.487013	11	4.40E-14	4.60E-23	0.72491	0.23789	Landrace/Maize
CHG	4	217656747	217656869	2.80E-09	0.444087	9	4.30E-14	2.50E-15	0.63374	0.18965	Landrace/Maize
CHG	4	226181328	226181943	3.80E-39	0.629253	18	3.50E-14	3.40E-45	0.71895	0.0897	Landrace/Maize
CHG	5	22396973	22397391	2.10E-09	0.400943	14	4.80E-14	1.90E-15	0.81383	0.41289	Landrace/Maize
CHG	5	43358461	43358824	5.20E-19	0.459978	20	4.90E-14	4.60E-25	0.71719	0.25721	Landrace/Maize
CHG	5	100245739	100245833	4.40E-08	0.455951	9	4.30E-14	3.90E-14	0.72312	0.26717	Landrace/Maize
CHG	5	108290376	108291192	6.30E-41	0.425956	40	5.30E-14	5.50E-47	0.67212	0.24616	Landrace/Maize
CHG	5	120621592	120622189	4.90E-20	0.404435	21	4.80E-14	4.40E-26	0.71907	0.31464	Landrace/Maize
CHG	5	127424044	127424298	7.50E-21	0.509338	13	4.00E-14	6.60E-27	0.62174	0.1124	Landrace/Maize
CHG	5	132202885	132203085	6.10E-09	0.412325	13	2.00E-03	5.40E-15	0.42641	0.014083	Landrace/Maize
CHG	5	166583570	166584688	3.40E-80	0.50975	49	4.00E-14	3.00E-86	0.58812	0.078367	Landrace/Maize
CHG	5	170330184	170330467	1.20E-13	-0.414623	10	4.10E-14	1.10E-19	0.36232	0.77694	Landrace/Maize
CHG	5	175613530	175613675	4.40E-10	0.439329	12	4.50E-14	3.90E-16	0.86625	0.42692	Landrace/Maize
CHG	5	176690536	176690989	1.50E-48	0.555632	27	4.50E-14	1.30E-54	0.80936	0.25372	Landrace/Maize
CHG	5	177814441	177814714	1.00E-25	0.420793	17	4.90E-14	9.00E-32	0.59498	0.17419	Landrace/Maize
CHG	5	191540345	191541110	3.10E-46	0.459716	32	5.10E-14	2.80E-52	0.5324	0.072686	Landrace/Maize
CHG	5	192068042	192068434	1.70E-15	0.450267	13	4.00E-14	1.50E-21	0.62538	0.17512	Landrace/Maize
CHG	5	219571445	219571664	4.20E-44	0.441923	29	5.20E-14	3.70E-50	0.57927	0.13735	Landrace/Maize
CHG	6	860973	861143	6.40E-06	0.456085	8	4.20E-14	5.70E-12	0.8211	0.36501	Landrace/Maize
CHG	6	862987	863436	3.30E-18	0.416198	19	4.60E-14	2.90E-24	0.75158	0.33538	Landrace/Maize
CHG	6	1388598	1389152	4.90E-43	0.463655	24	3.70E-14	4.30E-49	0.5694	0.10574	Landrace/Maize
CHG	6	10645892	10646050	3.50E-19	-0.549188	10	4.60E-14	3.10E-25	0.020248	0.56944	Landrace/Maize
CHG	6	27642338	27642600	2.60E-08	0.467498	8	4.40E-14	2.30E-14	0.68845	0.22095	Landrace/Maize
CHG	6	38595315	38595717	1.80E-46	-0.540945	20	4.80E-14	1.60E-52	0.12849	0.66943	Landrace/Maize
CHG	6	55607390	55607602	2.00E-15	0.489134	14	4.60E-14	1.80E-21	0.66473	0.1756	Landrace/Maize
CHG	6	89250858	89251384	1.70E-69	0.450611	40	4.60E-14	1.50E-75	0.4706	0.019985	Landrace/Maize
CHG	6	91833645	91833816	1.00E-13	0.428025	14	4.60E-14	9.20E-20	0.49659	0.068564	Landrace/Maize
CHG	6	96572052	96572433	1.00E-33	0.503613	19	3.50E-14	9.00E-40	0.64426	0.14065	Landrace/Maize
CHG	6	97049628	97049789	2.30E-11	0.442857	12	3.70E-14	2.00E-17	0.88001	0.43715	Landrace/Maize
CHG	6	106773475	106773668	3.90E-05	0.414776	8	5.60E-14	3.40E-11	0.66739	0.25261	Landrace/Maize
CHG	6	123573924	123575261	4.50E-54	0.412936	58	3.20E-14	4.00E-60	0.81168	0.39874	Landrace/Maize
CHG	6	159486529	159486708	9.10E-17	0.414609	12	4.70E-14	8.00E-23	0.49069	0.076081	Landrace/Maize
CHG	7	30456368	30456697	1.60E-37	0.581811	21	5.40E-14	1.40E-43	0.82838	0.24657	Landrace/Maize
CHG	7	51492036	51492271	2.00E-14	0.564326	8	4.20E-14	1.80E-20	0.56823	0.003904	Landrace/Maize
CHG	7	62201237	62201627	1.70E-36	0.514962	22	5.00E-14	1.50E-42	0.7004	0.18544	Landrace/Maize
CHG	7	62208626	62208888	1.20E-34	0.724361	12	3.80E-14	1.10E-40	0.82378	0.099416	Landrace/Maize
CHG	7	64772235	64773009	1.70E-23	-0.457963	19	3.80E-14	1.50E-29	0.25529	0.71325	Landrace/Maize
CHG	7	74296056	74296379	5.90E-23	0.616663	10	4.30E-14	5.20E-29	0.69821	0.081543	Landrace/Maize
CHG	7	113757413	113757613	5.00E-05	0.437176	8	4.40E-14	4.40E-11	0.78753	0.35036	Landrace/Maize
CHG	7	131541864	131542081	7.80E-15	0.486384	11	3.70E-14	6.90E-21	0.80544	0.31905	Landrace/Maize
CHG	7	153834249	153834817	3.70E-45	0.43855	25	5.10E-14	3.30E-51	0.55593	0.11738	Landrace/Maize
CHG	7	153930290	153930532	3.20E-25	0.479441	16	4.40E-14	2.80E-31	0.72668	0.24724	Landrace/Maize
CHG	7	180071360	180071549	2.70E-14	0.41006	17	4.00E-14	2.30E-20	0.58968	0.17962	Landrace/Maize
CHG	8	13628539	13629249	2.60E-09	0.419872	13	4.70E-14	2.30E-15	0.77857	0.3587	Landrace/Maize
CHG	8	25523254	25523420	6.90E-28	0.516386	10	3.60E-14	6.10E-34	0.55192	0.035529	Landrace/Maize
CHG	8	29783284	29783507	1.80E-21	0.413926	18	4.30E-14	1.60E-27	0.61525	0.20133	Landrace/Maize
CHG	8	30510692	30511067	7.50E-13	0.436105	17	4.50E-14	6.60E-19	0.77017	0.33406	Landrace/Maize
CHG	8	32564417	32564750	1.20E-17	0.406058	15	4.10E-14	1.10E-23	0.55147	0.14541	Landrace/Maize
CHG	8	47411715	47411886	1.70E-09	-0.429762	9	4.70E-14	1.50E-15	0.10733	0.53709	Landrace/Maize
CHG	8	48663109	48663353	6.80E-06	0.423528	8	4.00E-14	6.00E-12	0.79947	0.37594	Landrace/Maize
CHG	8	71203683	71204331	6.30E-29	0.454952	28	4.00E-14	5.60E-35	0.77984	0.32488	Landrace/Maize
CHG	8	74549208	74549935	8.30E-28	0.425237	23	4.80E-14	7.30E-34	0.69911	0.27387	Landrace/Maize
CHG	8	98909163	98909648	1.30E-27	0.427846	23	4.90E-14	1.10E-33	0.71107	0.28323	Landrace/Maize
CHG	8	98927464	98927645	7.70E-16	0.539375	10	4.50E-14	6.70E-22	0.70743	0.16805	Landrace/Maize
CHG	8	99276371	99276803	7.50E-49	0.524017	24	3.00E-14	6.60E-55	0.7025	0.17848	Landrace/Maize
CHG	8	99681268	99681568	2.10E-29	0.44382	13	4.70E-14	1.90E-35	0.44779	0.0039726	Landrace/Maize
CHG	8	101994341	101994874	2.50E-51	0.468412	37	4.60E-14	2.20E-57	0.54984	0.081426	Landrace/Maize
CHG	8	105194407	105194715	1.40E-05	-0.427341	8	4.10E-14	1.30E-11	0.24248	0.66982	Landrace/Maize
CHG	8	107108757	107108934	1.70E-28	0.506666	18	3.70E-14	1.50E-34	0.8555	0.34883	Landrace/Maize
CHG	8	123455893	123456195	1.20E-31	-0.545106	15	4.50E-14	1.00E-37	0.21411	0.75922	Landrace/Maize
CHG	8	154843915	154844053	2.20E-35	0.485359	22	5.10E-14	2.00E-41	0.6023	0.11694	Landrace/Maize
CHG	8	158869257	158869424	4.20E-14	-0.404591	12	4.60E-14	3.70E-20	0.16996	0.57455	Landrace/Maize
CHG	8	170524429	170524559	1.40E-10	0.416345	14	4.30E-14	1.20E-16	0.78633	0.36999	Landrace/Maize
CHG	8	180164850	180166907	8.80E-181	0.492431	90	0.00E+00	7.80E-187	0.74115	0.24872	Landrace/Maize
CHG	8	180167240	180168543	4.90E-118	0.436943	78	3.10E-14	4.40E-124	0.74115	0.3042	Landrace/Maize
CHG	9	1462135	1462509	3.00E-12	0.407221	11	1.00E-09	2.60E-18	0.43048	0.023263	Landrace/Maize
CHG	9	61838971	61839214	2.60E-35	0.519187	15	4.40E-14	2.20E-41	0.68045	0.16126	Landrace/Maize
CHG	9	68066302	68067027	6.00E-16	-0.403393	16	4.20E-14	5.30E-22	0.21044	0.61383	Landrace/Maize
CHG	9	111695076	111695455	2.00E-36	0.408847	24	3.70E-14	1.80E-42	0.41667	0.0078256	Landrace/Maize
CHG	9	118856787	118856894	4.00E-06	0.424887	8	4.70E-14	3.60E-12	0.58288	0.158	Landrace/Maize
CHG	9	120515205	120515328	2.30E-10	-0.432459	9	4.60E-14	2.00E-16	0.039657	0.47212	Landrace/Maize
CHG	9	121216804	121216982	5.10E-20	-0.634025	10	3.90E-14	4.50E-26	0.089755	0.72378	Landrace/Maize
CHG	9	138356122	138356617	3.10E-20	0.515999	15	4.80E-14	2.80E-26	0.85764	0.34164	Landrace/Maize
CHG	9	144328774	144329300	2.80E-25	0.436797	21	4.10E-14	2.50E-31	0.6488	0.21201	Landrace/Maize
CHG	9	149843894	149844134	2.60E-17	0.417554	12	4.80E-14	2.30E-23	0.59646	0.1789	Landrace/Maize
CHG	9	159324628	159324887	2.20E-08	0.425495	13	4.50E-14	1.90E-14	0.76347	3.38E-01	Landrace/Maize
CHG	10	32816319	32816525	1.00E-11	-0.405595	8	4.40E-14	9.20E-18	0.13341	0.539	Landrace/Maize
CHG	10	34972073	34972482	5.80E-08	0.428246	10	4.50E-14	5.10E-14	0.67879	0.25054	Landrace/Maize
CHG	10	44089257	44090166	7.30E-55	0.517392	35	4.30E-14	6.40E-61	0.77657	0.25917	Landrace/Maize
CHG	10	44606307	44606584	3.30E-10	-0.440341	11	4.10E-14	2.90E-16	0.39807	0.83841	Landrace/Maize
CHG	10	47328859	47329056	6.70E-16	0.478505	11	4.40E-14	5.90E-22	0.50111	0.022603	Landrace/Maize
CHG	10	67245357	67245565	3.20E-27	0.564004	11	5.10E-14	2.80E-33	0.6336	0.069592	Landrace/Maize
CHG	10	74364608	74364879	1.30E-12	-0.407866	15	4.40E-14	1.10E-18	0.19659	0.60445	Landrace/Maize
CHG	10	82071452	82071699	4.90E-27	0.67619	12	3.70E-14	4.30E-33	0.80499	0.1288	Landrace/Maize
CHG	10	84502429	84502743	1.50E-79	0.66203	29	4.10E-14	1.30E-85	0.74062	0.078587	Landrace/Maize
CHG	10	84563949	84564146	1.40E-08	0.448533	9	4.30E-14	1.20E-14	0.59325	0.14471	Landrace/Maize
CHG	10	84564657	84564962	1.40E-21	0.433074	15	4.40E-14	1.20E-27	0.56725	0.13417	Landrace/Maize
CHG	10	105636505	105637000	9.20E-14	0.48584	13	4.40E-14	8.10E-20	0.80597	0.32013	Landrace/Maize
CHG	10	106283366	106283709	2.40E-17	0.53696	9	4.40E-14	2.10E-23	0.78203	0.24507	Landrace/Maize
CHG	10	149487778	149488363	1.80E-46	0.714317	17	3.40E-14	1.60E-52	0.80276	0.088448	Landrace/Maize
CHH	1	147740898	147741034	6.50E-03	0.210087	10	1.90E-12	3.10E-09	0.35679	0.1467	Landrace/Maize
CHH	2	3449042	3449097	1.90E-05	0.201413	8	1.60E-11	9.00E-12	0.31972	0.1183	Landrace/Maize
CHH	2	121234077	121234127	1.60E-04	0.257393	9	3.50E-11	7.70E-11	0.36728	0.10989	Landrace/Maize
CHH	4	44645176	44645257	3.10E-07	0.22347	10	1.70E-13	1.50E-13	0.29289	0.069424	Landrace/Maize
CHH	4	92280111	92280176	2.30E-02	0.237869	8	7.00E-13	1.10E-08	0.39905	0.16118	Landrace/Maize
CHH	4	107786037	107786135	1.00E-04	0.328465	8	4.60E-14	4.90E-11	0.61318	0.28471	Landrace/Maize
CHH	5	21428874	21429089	3.10E-14	0.200478	31	5.10E-14	1.50E-20	0.43759	0.23711	Landrace/Maize
CHH	5	26716931	26717080	3.70E-05	0.226578	17	4.10E-14	1.70E-11	0.64685	0.42027	Landrace/Maize
CHH	5	118761282	118761339	1.20E-05	0.261186	10	4.70E-14	5.60E-12	0.44161	0.18043	Landrace/Maize
CHH	6	38595762	38595856	4.40E-26	0.268992	14	3.90E-14	2.10E-32	0.29253	0.023533	Landrace/Maize
CHH	7	164345250	164345457	1.90E-04	0.207087	16	2.10E-13	8.80E-11	0.36711	0.16002	Landrace/Maize
CHH	8	81336068	81336147	4.90E-02	0.218483	15	1.60E-13	2.30E-08	0.40599	0.18751	Landrace/Maize
CHH	8	98927700	98928063	1.90E-18	-0.409507	17	4.10E-14	9.10E-25	0.1235	0.533	Landrace/Maize
CHH	8	132362667	132362766	4.10E-10	0.240266	15	4.10E-14	2.00E-16	0.373	0.13274	Landrace/Maize
CHH	8	167195192	167195549	1.30E-10	0.224915	16	4.00E-14	6.10E-17	0.40809	0.18317	Landrace/Maize
CG	1	210239	210456	9.80E-51	0.64773	15	3.50E-14	2.30E-56	0.7342	0.086474	Teosinte/Landrace
CG	1	262694	263201	5.30E-159	0.795993	41	2.20E-14	1.20E-164	0.89146	0.095464	Teosinte/Landrace
CG	1	5703072	5703214	1.70E-22	-0.502844	14	4.40E-14	3.80E-28	0.25026	0.75311	Teosinte/Landrace
CG	1	6261427	6261551	7.50E-26	0.673395	8	4.40E-14	1.80E-31	0.81343	0.14003	Teosinte/Landrace
CG	1	32366480	32366777	3.20E-34	-0.593063	15	3.50E-14	7.50E-40	0.20462	0.79768	Teosinte/Landrace
CG	1	32617175	32617332	2.70E-10	0.423204	9	4.90E-14	6.30E-16	0.46605	0.042841	Teosinte/Landrace
CG	1	46643487	46644117	1.90E-214	0.83417	43	9.00E-14	4.50E-220	0.84343	0.0092616	Teosinte/Landrace
CG	1	50011319	50011464	1.40E-14	-0.471477	9	4.40E-14	3.30E-20	0.28382	0.7553	Teosinte/Landrace
CG	1	50506066	50506262	1.10E-24	-0.423986	11	4.80E-14	2.70E-30	0.013744	0.43773	Teosinte/Landrace
CG	1	52503078	52503292	8.60E-27	0.417286	14	5.00E-14	2.00E-32	0.92529	0.508	Teosinte/Landrace
CG	1	62881023	62881269	3.10E-44	0.512869	23	4.80E-14	7.30E-50	0.85539	0.34252	Teosinte/Landrace
CG	1	65446659	65446852	3.30E-44	0.770879	10	3.70E-14	7.80E-50	0.90049	0.12961	Teosinte/Landrace
CG	1	70217401	70217864	6.00E-28	-0.58252	13	3.60E-14	1.40E-33	0.25092	0.83344	Teosinte/Landrace
CG	1	80851514	80851734	1.90E-46	0.872798	9	3.90E-14	4.40E-52	0.8816	0.0088021	Teosinte/Landrace
CG	1	81803786	81803871	6.80E-13	-0.462506	9	3.90E-14	1.60E-18	0.22784	0.69034	Teosinte/Landrace
CG	1	87469387	87469574	1.20E-29	0.646698	9	4.30E-14	2.90E-35	0.92462	0.27792	Teosinte/Landrace
CG	1	98784248	98784511	4.70E-45	-0.516908	18	3.00E-14	1.10E-50	0.40436	0.92127	Teosinte/Landrace
CG	1	115413043	115413773	4.40E-32	0.508985	20	4.90E-14	1.00E-37	0.79416	0.28517	Teosinte/Landrace
CG	1	119937049	119937391	1.50E-67	0.840995	13	5.10E-14	3.40E-73	0.84274	0.0017445	Teosinte/Landrace
CG	1	120117347	120117491	5.20E-33	0.73047	8	3.80E-14	1.20E-38	0.89337	0.1629	Teosinte/Landrace
CG	1	126728320	126728447	5.50E-17	0.542543	10	4.40E-14	1.30E-22	0.75189	0.20935	Teosinte/Landrace
CG	1	127254663	127254800	2.40E-16	-0.525099	8	4.30E-14	5.70E-22	0.38975	0.91484	Teosinte/Landrace
CG	1	127255841	127256029	1.20E-08	-0.401694	10	4.10E-14	2.90E-14	0.38007	0.78176	Teosinte/Landrace
CG	1	128271818	128272245	9.10E-11	-0.46907	8	4.50E-14	2.10E-16	0.43209	0.90117	Teosinte/Landrace
CG	1	128775408	128775637	6.30E-83	0.686469	21	4.30E-14	1.50E-88	0.72555	0.039078	Teosinte/Landrace
CG	1	129828546	129829765	2.30E-206	0.629996	76	0.00E+00	5.40E-212	0.64314	0.013146	Teosinte/Landrace
CG	1	130473811	130474317	5.30E-99	-0.603162	36	2.00E-14	1.20E-104	0.32572	0.92888	Teosinte/Landrace
CG	1	130576644	130576812	1.70E-13	-0.410873	11	4.10E-14	4.00E-19	0.41794	0.82881	Teosinte/Landrace
CG	1	130926476	130926616	2.40E-30	0.697354	8	4.90E-14	5.50E-36	0.73102	0.033667	Teosinte/Landrace
CG	1	140038619	140039059	1.40E-54	0.782427	14	4.30E-14	3.20E-60	0.87534	0.092918	Teosinte/Landrace
CG	1	146473216	146473563	1.80E-31	0.470741	14	4.80E-14	4.10E-37	0.61331	0.14257	Teosinte/Landrace
CG	1	166625171	166625937	4.40E-49	-0.486035	30	5.10E-14	1.00E-54	0.22291	0.70895	Teosinte/Landrace
CG	1	167546695	167547010	2.30E-27	0.457669	15	4.60E-14	5.40E-33	0.71847	0.2608	Teosinte/Landrace
CG	1	170397869	170398457	1.80E-37	0.446286	29	4.60E-14	4.20E-43	0.89484	0.44856	Teosinte/Landrace
CG	1	187734838	187735021	2.90E-34	0.692115	10	4.50E-14	6.80E-40	0.83473	0.14262	Teosinte/Landrace
CG	1	190266998	190267338	2.60E-36	-0.481373	21	3.90E-14	6.10E-42	0.26052	0.74189	Teosinte/Landrace
CG	1	193699651	193699777	1.10E-21	-0.648312	8	4.80E-14	2.60E-27	0.16925	0.81757	Teosinte/Landrace
CG	1	203706026	203706239	4.50E-17	0.570129	9	4.30E-14	1.00E-22	0.82629	0.25617	Teosinte/Landrace
CG	1	210710902	210711227	7.90E-93	0.67604	24	5.20E-14	1.80E-98	0.89475	0.21871	Teosinte/Landrace
CG	1	215322526	215322824	2.00E-26	-0.421082	14	4.20E-14	4.60E-32	0.14997	0.57105	Teosinte/Landrace
CG	1	223058854	223059423	7.50E-53	-0.545168	27	4.10E-14	1.70E-58	0.2929	0.83807	Teosinte/Landrace
CG	1	223572879	223573089	5.00E-18	-0.535133	8	4.00E-14	1.20E-23	0.16273	0.69786	Teosinte/Landrace
CG	1	223973456	223973597	1.80E-24	0.585528	12	4.00E-14	4.20E-30	0.79018	0.20465	Teosinte/Landrace
CG	1	238131262	238131571	1.80E-91	0.600538	28	3.60E-14	4.20E-97	0.60446	0.0039217	Teosinte/Landrace
CG	1	244141483	244141751	8.60E-17	0.424887	11	4.10E-14	2.00E-22	0.91974	0.49485	Teosinte/Landrace
CG	1	246988638	246989004	2.00E-34	-0.406157	26	3.10E-14	4.70E-40	0.15901	0.56516	Teosinte/Landrace
CG	1	247461372	247461761	1.60E-23	0.540965	14	3.90E-14	3.70E-29	0.85811	0.31714	Teosinte/Landrace
CG	1	255171226	255171404	2.80E-16	-0.447975	12	4.30E-14	6.50E-22	0.024723	0.4727	Teosinte/Landrace
CG	1	259922434	259922862	8.80E-82	-0.503271	39	3.30E-14	2.00E-87	0.051896	0.55517	Teosinte/Landrace
CG	1	262821951	262822285	1.30E-46	-0.44765	27	4.00E-14	3.00E-52	0.12977	0.57742	Teosinte/Landrace
CG	1	269309417	269309789	4.70E-89	-0.525523	25	5.40E-14	1.10E-94	0.030186	0.55571	Teosinte/Landrace
CG	1	274886275	274886451	2.40E-56	0.410813	19	5.50E-14	5.50E-62	0.45145	0.040639	Teosinte/Landrace
CG	1	299653740	299653996	8.50E-42	0.735139	10	4.10E-14	2.00E-47	0.92681	0.19167	Teosinte/Landrace
CG	1	300736935	300737138	1.20E-27	-0.543558	13	4.80E-14	2.80E-33	0.26549	0.80905	Teosinte/Landrace
CG	1	302627564	302627904	1.30E-117	0.707973	33	2.90E-14	2.90E-123	0.9155	0.20753	Teosinte/Landrace
CG	2	936498	936873	2.90E-39	-0.43557	26	4.20E-14	6.80E-45	0.1752	0.61077	Teosinte/Landrace
CG	2	1250028	1250371	9.80E-47	0.433479	19	5.30E-14	2.30E-52	0.47569	0.04221	Teosinte/Landrace
CG	2	2637087	2637310	1.80E-75	0.474212	22	3.40E-14	4.30E-81	0.54516	0.070945	Teosinte/Landrace
CG	2	8230364	8230475	6.20E-14	0.462511	10	4.30E-14	1.50E-19	0.68173	0.21921	Teosinte/Landrace
CG	2	8233416	8233932	2.50E-59	-0.41291	25	4.50E-14	5.80E-65	0.4905	0.90341	Teosinte/Landrace
CG	2	12563772	12564066	2.20E-16	-0.466498	12	3.50E-14	5.10E-22	0.16842	0.63492	Teosinte/Landrace
CG	2	19423440	19423631	2.10E-14	-0.444286	8	4.40E-14	5.00E-20	0.026707	0.47099	Teosinte/Landrace
CG	2	24290771	24290862	4.20E-20	-0.405994	8	4.10E-14	9.80E-26	0.032731	0.43872	Teosinte/Landrace
CG	2	25731208	25731451	2.30E-49	0.511359	17	5.30E-14	5.30E-55	0.81727	0.30591	Teosinte/Landrace
CG	2	26844518	26844865	1.50E-58	0.553245	18	3.60E-14	3.60E-64	0.64044	0.087192	Teosinte/Landrace
CG	2	36860029	36860110	1.30E-16	-0.479157	8	4.30E-14	3.10E-22	0.10927	0.58843	Teosinte/Landrace
CG	2	37117817	37118073	3.80E-30	0.592962	14	4.70E-14	8.90E-36	0.91305	0.32009	Teosinte/Landrace
CG	2	37352680	37352968	4.00E-54	0.709831	11	5.30E-14	9.30E-60	0.72019	0.010356	Teosinte/Landrace
CG	2	76079279	76079464	1.90E-27	-0.531369	14	5.00E-14	4.30E-33	0.2908	0.82217	Teosinte/Landrace
CG	2	76365835	76366045	4.70E-23	0.600108	8	4.10E-14	1.10E-28	0.68881	0.088703	Teosinte/Landrace
CG	2	92181200	92181363	2.70E-17	0.552079	10	4.40E-14	6.20E-23	0.9081	0.35602	Teosinte/Landrace
CG	2	93283677	93284071	8.30E-37	0.699281	10	4.60E-14	1.90E-42	0.81056	0.11128	Teosinte/Landrace
CG	2	105800260	105800679	1.90E-22	-0.635821	9	4.10E-14	4.50E-28	0.20461	0.84043	Teosinte/Landrace
CG	2	106082203	106082337	2.20E-12	-0.462506	8	4.50E-14	5.10E-18	0.10119	0.5637	Teosinte/Landrace
CG	2	108498706	108499086	9.20E-29	0.485539	13	4.90E-14	2.10E-34	0.50757	0.02203	Teosinte/Landrace
CG	2	114899891	114900415	2.90E-28	-0.480457	19	4.50E-14	6.80E-34	0.37641	0.85687	Teosinte/Landrace
CG	2	118781151	118781762	2.00E-160	0.756389	34	2.30E-14	4.70E-166	0.77513	0.018736	Teosinte/Landrace
CG	2	121939051	121939511	9.60E-105	0.781553	27	7.20E-14	2.20E-110	0.90472	0.12317	Teosinte/Landrace
CG	2	127607560	127607738	3.60E-08	0.44854	9	4.40E-14	8.30E-14	0.83924	0.3907	Teosinte/Landrace
CG	2	129009041	129009266	9.50E-33	-0.508648	14	3.70E-14	2.20E-38	0.22188	0.73053	Teosinte/Landrace
CG	2	141041972	141042073	2.90E-10	0.401164	8	4.10E-14	6.70E-16	0.63238	0.23122	Teosinte/Landrace
CG	2	166115507	166116420	2.80E-106	0.758912	26	6.60E-14	6.50E-112	0.90292	0.14401	Teosinte/Landrace
CG	2	166212899	166213526	1.50E-14	0.421643	10	4.70E-14	3.60E-20	0.73536	0.31372	Teosinte/Landrace
CG	2	166267676	166267877	1.30E-10	0.472504	9	4.20E-14	3.00E-16	0.71362	0.24112	Teosinte/Landrace
CG	2	177712823	177713072	7.30E-24	0.489075	12	3.70E-14	1.70E-29	0.76645	0.27738	Teosinte/Landrace
CG	2	182451589	182451857	3.20E-44	0.409701	18	3.70E-14	7.30E-50	0.93201	0.52231	Teosinte/Landrace
CG	2	182856657	182856835	3.20E-33	0.525621	13	4.40E-14	7.50E-39	0.91149	0.38587	Teosinte/Landrace
CG	2	195287911	195288130	8.70E-29	0.535308	14	4.00E-14	2.00E-34	0.88836	0.35305	Teosinte/Landrace
CG	2	198704127	198704218	9.00E-11	-0.415369	8	4.50E-14	2.10E-16	0.28388	0.69925	Teosinte/Landrace
CG	2	201333777	201334160	2.40E-57	0.88596	12	3.00E-14	5.60E-63	0.88987	0.0039148	Teosinte/Landrace
CG	2	202379633	202379730	6.60E-19	0.474237	10	4.80E-14	1.50E-24	0.65552	0.18128	Teosinte/Landrace
CG	2	205078324	205078777	7.40E-63	0.683039	17	5.60E-14	1.70E-68	0.69136	0.0083175	Teosinte/Landrace
CG	2	214268371	214268565	1.00E-58	0.441616	19	3.60E-14	2.30E-64	0.46219	0.020576	Teosinte/Landrace
CG	2	216044947	216045185	1.90E-19	-0.529299	9	4.50E-14	4.40E-25	0.38729	0.91659	Teosinte/Landrace
CG	2	220376303	220376567	2.00E-51	0.743215	14	5.10E-14	4.60E-57	0.91049	0.16727	Teosinte/Landrace
CG	2	229393724	229394368	3.50E-51	0.709355	15	3.70E-14	8.20E-57	0.75934	0.04998	Teosinte/Landrace
