Type	chr	start	stop	q-value	mean_methylation_difference	#CpGs	p(MWU)	p(2D KS)	mean_Maize	mean_Lan	Compare
CHG	1	215404388	215404485	1.10E-06	0.458865	6	4.00E-14	9.20E-13	0.59981	0.14095	landrace/maize
CHG	1	215415062	215415235	7.30E-06	0.456532	7	4.30E-14	6.40E-12	0.82143	0.3649	landrace/maize
CHG	1	215415702	215415952	9.90E-41	0.496966	28	5.90E-14	8.60E-47	0.67581	0.17884	landrace/maize
CHG	1	223071131	223071257	0.00031	0.429375	7	2.30E-13	2.70E-10	0.74643	0.31705	landrace/maize
CHG	1	259329732	259330068	1.50E-32	0.490601	19	3.10E-14	1.30E-38	0.67802	0.18742	landrace/maize
CHG	1	260488079	260488232	0.018	-0.406581	6	9.50E-11	1.60E-08	0.22834	0.63492	landrace/maize
CHG	1	265252475	265252796	2.70E-18	0.487277	11	4.10E-14	2.40E-24	0.70412	0.21685	landrace/maize
CHG	1	270862175	270862287	2.80E-08	0.461869	6	4.60E-14	2.50E-14	0.80906	0.34719	landrace/maize
CHG	1	285427132	285427328	0.0006	0.400314	6	6.00E-09	5.20E-10	0.59234	0.19203	landrace/maize
CHG	2	5511739	5511979	1.50E-10	0.435373	8	4.20E-14	1.30E-16	0.68125	0.24588	landrace/maize
CHG	2	8255727	8255805	5.60E-09	-0.458567	9	4.70E-14	4.90E-15	0.20521	0.66377	landrace/maize
CHG	2	11808982	11809292	1.50E-80	0.40896	41	3.10E-14	1.30E-86	0.44382	0.03486	landrace/maize
CHG	2	34252740	34252975	4.30E-13	-0.411864	9	4.30E-14	3.70E-19	0.49544	0.9073	landrace/maize
CHG	2	48107251	48107569	3.60E-45	0.56868	19	2.90E-14	3.10E-51	0.7009	0.13222	landrace/maize
CHG	2	48107866	48108533	4.90E-48	0.484865	26	5.80E-14	4.30E-54	0.74804	0.26318	landrace/maize
CHG	2	87778606	87778772	9.60E-14	0.643655	6	4.60E-14	8.30E-20	0.72063	0.076974	landrace/maize
CHG	2	89196067	89196199	5.90E-15	0.519988	8	4.30E-14	5.10E-21	0.70968	0.18969	landrace/maize
CHG	2	94636700	94636912	1.30E-06	0.422204	9	4.20E-14	1.10E-12	0.70429	0.28209	landrace/maize
CHG	2	103115701	103115961	3.10E-19	0.439483	11	4.30E-14	2.70E-25	0.4479	0.0084164	landrace/maize
CHG	2	104049646	104049911	8.30E-19	0.497639	13	4.00E-14	7.20E-25	0.77548	0.27784	landrace/maize
CHG	2	110318205	110318487	2.70E-18	0.444451	12	4.40E-14	2.40E-24	0.526	0.081551	landrace/maize
CHG	2	117110301	117110703	8.80E-29	0.482112	24	5.10E-14	7.60E-35	0.76806	0.28595	landrace/maize
CHG	2	124772889	124772987	3.30E-13	0.468592	6	4.30E-14	2.90E-19	0.47306	0.0044643	landrace/maize
CHG	2	125611629	125611912	1.90E-17	-0.455305	18	4.30E-14	1.60E-23	0.082959	0.53826	landrace/maize
CHG	2	126489862	126489921	0.0079	-0.400775	8	4.20E-14	6.80E-09	0.08428	0.48505	landrace/maize
CHG	2	128326930	128327138	3.90E-15	0.565461	9	4.10E-14	3.40E-21	0.73382	0.16836	landrace/maize
CHG	2	135104731	135105275	1.70E-33	0.456294	19	4.30E-14	1.50E-39	0.46509	0.0087965	landrace/maize
CHG	2	139515383	139515683	2.10E-57	0.622561	21	3.50E-14	1.80E-63	0.69789	0.075331	landrace/maize
CHG	2	139519476	139519708	6.00E-29	0.557912	14	4.20E-14	5.20E-35	0.69497	0.13706	landrace/maize
CHG	2	142691435	142691598	0.00023	0.4054	8	3.70E-12	2.00E-10	0.63692	0.23152	landrace/maize
CHG	2	143409747	143410222	2.30E-11	0.40037	15	4.50E-14	2.00E-17	0.65682	0.25645	landrace/maize
CHG	2	144886961	144887586	2.90E-52	0.463366	38	4.20E-14	2.50E-58	0.67936	0.216	landrace/maize
CHG	2	145976144	145976340	1.60E-10	0.420203	10	4.00E-14	1.40E-16	0.61744	0.19724	landrace/maize
CHG	2	166468098	166468196	5.50E-22	0.729092	8	5.00E-14	4.80E-28	0.85794	0.12885	landrace/maize
CHG	2	173440709	173440969	6.10E-28	0.519415	18	4.60E-14	5.30E-34	0.61436	0.09495	landrace/maize
CHG	2	177640610	177640769	1.00E-16	0.40657	13	4.50E-14	8.90E-23	0.48753	0.080964	landrace/maize
CHG	2	187315126	187315288	7.80E-09	0.44978	8	1.70E-13	6.80E-15	0.57921	0.12943	landrace/maize
CHG	2	196474307	196474353	4.70E-18	0.461866	6	4.20E-14	4.10E-24	0.65504	0.19317	landrace/maize
CHG	2	216486709	216486819	8.80E-16	0.640224	8	4.40E-14	7.60E-22	0.74499	0.10477	landrace/maize
CHG	2	222144315	222144541	1.70E-11	0.488564	11	4.50E-14	1.50E-17	0.86083	0.37226	landrace/maize
CHG	2	222182173	222182346	3.70E-22	0.568507	10	3.90E-14	3.20E-28	0.714	0.1455	landrace/maize
CHG	2	230466454	230466507	4.90E-12	0.434198	8	4.70E-14	4.20E-18	0.88321	0.44901	landrace/maize
CHG	2	234009886	234010230	1.30E-19	0.493606	15	4.30E-14	1.10E-25	0.82568	0.33208	landrace/maize
CHG	2	234010848	234011046	2.90E-11	0.403493	10	4.70E-14	2.50E-17	0.67265	0.26915	landrace/maize
CHG	2	236272672	236272806	8.40E-13	0.476363	8	4.30E-14	7.20E-19	0.68194	0.20558	landrace/maize
CHG	2	237903597	237904133	4.50E-60	0.427331	30	4.30E-14	3.90E-66	0.53941	0.11208	landrace/maize
CHG	2	243876203	243876500	3.90E-35	-0.485645	17	4.00E-14	3.40E-41	0.16617	0.65181	landrace/maize
CHG	3	6185036	6185342	6.60E-08	0.420941	9	4.80E-12	5.70E-14	0.48085	0.059907	landrace/maize
CHG	3	12025249	12025553	4.90E-18	0.429971	12	4.50E-14	4.30E-24	0.62868	0.19871	landrace/maize
CHG	3	12025858	12026291	1.80E-26	0.461887	21	3.80E-14	1.60E-32	0.68119	0.2193	landrace/maize
CHG	3	50814253	50814509	5.90E-06	0.405778	6	4.30E-14	5.10E-12	0.6021	0.19633	landrace/maize
CHG	3	50814825	50815190	5.80E-21	0.495863	16	4.10E-14	5.00E-27	0.80151	0.30564	landrace/maize
CHG	3	50816670	50816812	3.60E-08	0.503607	7	4.10E-14	3.20E-14	0.72914	0.22553	landrace/maize
CHG	3	57176792	57177109	4.60E-16	0.500103	10	4.50E-14	4.00E-22	0.64888	0.14878	landrace/maize
CHG	3	57177738	57178098	1.30E-10	0.460761	9	4.80E-14	1.10E-16	0.55577	0.095007	landrace/maize
CHG	3	63018810	63018995	6.10E-06	0.45094	9	4.70E-14	5.30E-12	0.72004	0.2691	landrace/maize
CHG	3	71571294	71571510	2.80E-11	0.546939	7	4.10E-14	2.40E-17	0.60674	0.059804	landrace/maize
CHG	3	77713802	77713927	0.02	0.410782	6	1.70E-11	1.70E-08	0.7722	0.36142	landrace/maize
CHG	3	81214562	81214822	1.50E-18	0.451535	15	4.20E-14	1.30E-24	0.75885	0.30731	landrace/maize
CHG	3	87052121	87052252	2.80E-11	0.400504	9	4.70E-14	2.50E-17	0.62042	0.21991	landrace/maize
CHG	3	107577422	107577744	0.00079	0.413182	9	4.70E-14	6.90E-10	0.83475	0.42156	landrace/maize
CHG	3	111640874	111641309	1.40E-19	0.497938	15	4.20E-14	1.30E-25	0.69453	0.19659	landrace/maize
CHG	3	142242464	142242925	4.00E-18	0.488308	17	3.90E-14	3.40E-24	0.83209	0.34378	landrace/maize
CHG	3	189131048	189131251	3.50E-22	0.472992	13	4.10E-14	3.00E-28	0.62381	0.15082	landrace/maize
CHG	3	197909174	197909825	2.10E-50	0.591137	28	4.60E-14	1.80E-56	0.68979	0.098656	landrace/maize
CHG	3	206423253	206423466	0.0017	0.421488	8	4.80E-14	1.50E-09	0.81689	0.39541	landrace/maize
CHG	3	206990188	206990327	2.10E-12	0.416484	10	4.50E-14	1.90E-18	0.46438	0.047891	landrace/maize
CHG	3	218374439	218374748	2.00E-35	0.780061	10	5.10E-14	1.70E-41	0.85066	0.070596	landrace/maize
CHG	3	218796866	218797093	2.40E-07	0.428713	11	1.10E-07	2.10E-13	0.45287	0.024156	landrace/maize
CHG	3	232098845	232098903	6.20E-05	0.430447	6	6.00E-11	5.40E-11	0.63621	0.20577	landrace/maize
CHG	4	15081717	15081798	1.40E-12	0.454643	6	4.30E-14	1.20E-18	0.49865	0.044011	landrace/maize
CHG	4	21427394	21427521	4.30E-09	0.538979	8	4.40E-14	3.80E-15	0.8797	0.34072	landrace/maize
CHG	4	40262727	40263132	5.90E-37	0.528804	21	3.90E-14	5.10E-43	0.5386	0.0097991	landrace/maize
CHG	4	42909337	42909993	1.70E-79	0.645895	29	5.70E-14	1.40E-85	0.77454	0.12864	landrace/maize
CHG	4	46422161	46422405	0.017	-0.41466	6	1.00E-10	1.50E-08	0.24124	0.6559	landrace/maize
CHG	4	46655647	46655814	2.50E-16	0.540266	9	4.00E-14	2.20E-22	0.68083	0.14056	landrace/maize
CHG	4	92833221	92833527	2.40E-06	0.415688	11	4.50E-14	2.10E-12	0.84438	0.42869	landrace/maize
CHG	4	106058956	106059434	5.10E-18	-0.403872	21	4.50E-14	4.40E-24	0.36008	0.76395	landrace/maize
CHG	4	115211396	115211653	3.80E-29	-0.462804	19	4.90E-14	3.30E-35	0.28669	0.74949	landrace/maize
CHG	4	115252761	115253678	1.90E-61	-0.436947	46	5.20E-14	1.70E-67	0.28753	0.72448	landrace/maize
CHG	4	115375210	115375415	7.00E-23	-0.438605	15	5.10E-14	6.00E-29	0.31597	0.75457	landrace/maize
CHG	4	118840216	118840414	7.40E-69	0.430616	33	4.50E-14	6.40E-75	0.76587	0.33525	landrace/maize
CHG	4	118997688	118997763	1.90E-13	0.655465	6	4.60E-14	1.70E-19	0.81495	0.15949	landrace/maize
CHG	4	119744215	119744782	2.50E-30	0.43932	20	4.80E-14	2.10E-36	0.47086	0.031542	landrace/maize
CHG	4	125768930	125769299	2.90E-25	0.448474	17	4.00E-14	2.60E-31	0.5531	0.10463	landrace/maize
CHG	4	148723487	148723675	2.40E-09	0.450557	9	4.20E-14	2.10E-15	0.6916	0.24104	landrace/maize
CHG	4	156140627	156141379	5.30E-95	0.470304	44	5.50E-14	4.60E-101	0.48532	0.015019	landrace/maize
CHG	4	160310681	160311026	2.50E-36	-0.592017	15	4.40E-14	2.20E-42	0.21049	0.80251	landrace/maize
CHG	4	160311579	160311964	2.00E-29	-0.423885	18	4.50E-14	1.80E-35	0.22685	0.65074	landrace/maize
CHG	4	160312990	160313145	2.80E-21	-0.492729	13	5.00E-14	2.40E-27	0.33806	0.83079	landrace/maize
CHG	4	166647142	166647186	4.00E-09	0.538977	7	4.10E-14	3.40E-15	0.78215	0.24317	landrace/maize
CHG	4	168774737	168774816	2.70E-12	0.54594	6	4.50E-14	2.30E-18	0.62491	0.078968	landrace/maize
CHG	4	177772701	177773039	2.20E-06	0.5498	6	1.50E-13	1.90E-12	0.65749	0.10769	landrace/maize
CHG	4	184389411	184389631	3.80E-52	0.603672	21	4.80E-14	3.30E-58	0.63032	0.026653	landrace/maize
CHG	4	193372418	193372677	5.30E-17	0.487013	11	4.40E-14	4.60E-23	0.72491	0.23789	landrace/maize
CHG	4	217656747	217656869	2.80E-09	0.444087	9	4.30E-14	2.50E-15	0.63374	0.18965	landrace/maize
CHG	4	226181328	226181943	3.90E-39	0.629253	18	3.50E-14	3.40E-45	0.71895	0.0897	landrace/maize
CHG	4	229255370	229255502	5.50E-11	0.607836	6	4.10E-14	4.70E-17	0.79441	0.18657	landrace/maize
CHG	4	232198988	232199072	0.00071	0.413105	7	1.10E-12	6.20E-10	0.70169	0.28859	landrace/maize
CHG	4	238221513	238221620	1.00E-08	0.450589	7	4.50E-14	8.70E-15	0.81313	0.36254	landrace/maize
CHG	4	240125776	240125968	2.40E-11	0.541692	7	4.70E-14	2.10E-17	0.6454	0.10371	landrace/maize
CHG	5	22396973	22397391	2.20E-09	0.400943	14	4.80E-14	1.90E-15	0.81383	0.41289	landrace/maize
CHG	5	43358461	43358824	5.20E-19	0.459978	20	4.90E-14	4.60E-25	0.71719	0.25721	landrace/maize
CHG	5	45324585	45324707	1.60E-06	0.492476	6	5.40E-14	1.40E-12	0.70771	0.21523	landrace/maize
CHG	5	53684612	53684767	0.0085	0.417058	6	5.10E-10	7.40E-09	0.66183	0.24477	landrace/maize
CHG	5	100245739	100245833	4.50E-08	0.455951	9	4.30E-14	3.90E-14	0.72312	0.26717	landrace/maize
CHG	5	108290376	108291192	6.40E-41	0.425956	40	5.30E-14	5.50E-47	0.67212	0.24616	landrace/maize
CHG	5	127424044	127424298	7.60E-21	0.509338	13	4.00E-14	6.60E-27	0.62174	0.1124	landrace/maize
CHG	5	132202885	132203085	6.30E-09	0.412325	13	0.002	5.40E-15	0.42641	0.014083	landrace/maize
CHG	5	166583570	166584688	3.50E-80	0.50975	49	4.00E-14	3.00E-86	0.58812	0.078367	landrace/maize
CHG	5	170330184	170330467	1.20E-13	-0.414623	10	4.10E-14	1.10E-19	0.36232	0.77694	landrace/maize
CHG	5	175613530	175613675	4.50E-10	0.439329	12	4.50E-14	3.90E-16	0.86625	0.42692	landrace/maize
CHG	5	176690536	176690989	1.50E-48	0.555632	27	4.50E-14	1.30E-54	0.80936	0.25372	landrace/maize
CHG	5	177814441	177814714	1.00E-25	0.420793	17	4.90E-14	9.00E-32	0.59498	0.17419	landrace/maize
CHG	5	191540345	191540819	7.30E-44	0.496379	28	5.10E-14	6.30E-50	0.57899	0.082615	landrace/maize
CHG	5	192068042	192068139	1.90E-14	0.465082	11	4.40E-14	1.70E-20	0.63927	0.17419	landrace/maize
CHG	5	192893104	192893234	6.30E-12	0.517778	6	4.10E-14	5.50E-18	0.53133	0.01355	landrace/maize
CHG	5	219571445	219571664	4.20E-44	0.441923	29	5.20E-14	3.70E-50	0.57927	0.13735	landrace/maize
CHG	6	860973	861143	6.50E-06	0.456085	8	4.20E-14	5.70E-12	0.8211	0.36501	landrace/maize
CHG	6	862987	863436	3.30E-18	0.416198	19	4.60E-14	2.90E-24	0.75158	0.33538	landrace/maize
CHG	6	1388846	1389152	3.20E-41	0.461847	22	3.70E-14	2.80E-47	0.56092	0.099074	landrace/maize
CHG	6	10645892	10646050	3.50E-19	-0.549188	10	4.60E-14	3.10E-25	0.020248	0.56944	landrace/maize
CHG	6	27642338	27642600	2.60E-08	0.467498	8	4.40E-14	2.30E-14	0.68845	0.22095	landrace/maize
CHG	6	38595315	38595717	1.80E-46	-0.540945	20	4.80E-14	1.60E-52	0.12849	0.66943	landrace/maize
CHG	6	38604928	38605100	1.60E-18	-0.554987	7	4.50E-14	1.40E-24	0.042648	0.59764	landrace/maize
CHG	6	55563321	55563497	4.70E-05	0.416064	6	7.30E-05	4.10E-11	0.41606	5.95E-08	landrace/maize
CHG	6	55607390	55607602	2.10E-15	0.489134	14	4.60E-14	1.80E-21	0.66473	0.1756	landrace/maize
CHG	6	70819941	70820031	1.20E-05	0.412933	7	3.90E-13	1.10E-11	0.58693	0.17399	landrace/maize
CHG	6	74786322	74786437	4.80E-11	-0.649012	6	4.40E-14	4.10E-17	0.11364	0.76265	landrace/maize
CHG	6	89250858	89251384	1.70E-69	0.450611	40	4.60E-14	1.50E-75	0.4706	0.019985	landrace/maize
CHG	6	91833645	91833816	1.10E-13	0.428025	14	4.60E-14	9.20E-20	0.49659	0.068564	landrace/maize
CHG	6	96572052	96572433	1.00E-33	0.503613	19	3.50E-14	9.00E-40	0.64426	0.14065	landrace/maize
CHG	6	97049628	97049789	2.30E-11	0.442857	12	3.70E-14	2.00E-17	0.88001	0.43715	landrace/maize
CHG	6	106773475	106773668	3.90E-05	0.414776	8	5.60E-14	3.40E-11	0.66739	0.25261	landrace/maize
CHG	6	123573755	123574996	3.50E-52	0.408095	58	3.50E-14	3.10E-58	0.79755	0.38946	landrace/maize
CHG	6	125047098	125047206	0.02	0.411487	6	1.60E-11	1.70E-08	0.80398	0.3925	landrace/maize
CHG	6	159486529	159486708	9.30E-17	0.414609	12	4.70E-14	8.00E-23	0.49069	0.076081	landrace/maize
CHG	7	4736806	4736874	3.20E-05	-0.414498	7	4.40E-14	2.80E-11	0.30293	0.71743	landrace/maize
CHG	7	30456368	30456697	1.60E-37	0.581811	21	5.40E-14	1.40E-43	0.82838	0.24657	landrace/maize
CHG	7	36173041	36173122	7.70E-09	0.422101	6	4.30E-14	6.70E-15	0.4926	0.070497	landrace/maize
CHG	7	51492036	51492271	2.00E-14	0.564326	8	4.20E-14	1.80E-20	0.56823	0.003904	landrace/maize
CHG	7	62201237	62201627	1.70E-36	0.514962	22	5.00E-14	1.50E-42	0.7004	0.18544	landrace/maize
CHG	7	62208626	62208888	1.30E-34	0.724361	12	3.80E-14	1.10E-40	0.82378	0.099416	landrace/maize
CHG	7	64772235	64772728	9.30E-22	-0.454356	18	3.70E-14	8.10E-28	0.2543	0.70865	landrace/maize
CHG	7	74296296	74296379	5.10E-20	0.645224	8	4.30E-14	4.40E-26	0.72784	0.082612	landrace/maize
CHG	7	113757413	113757613	5.10E-05	0.437176	8	4.40E-14	4.40E-11	0.78753	0.35036	landrace/maize
CHG	7	131541864	131542081	8.00E-15	0.486384	11	3.70E-14	6.90E-21	0.80544	0.31905	landrace/maize
CHG	7	153834249	153834817	3.80E-45	0.43855	25	5.10E-14	3.30E-51	0.55593	0.11738	landrace/maize
CHG	7	153930251	153930532	3.40E-28	0.450117	19	4.70E-14	2.90E-34	0.71306	0.26294	landrace/maize
CHG	7	175739557	175739658	6.30E-11	0.565052	6	4.20E-14	5.40E-17	0.88615	0.32109	landrace/maize
CHG	7	180071360	180071549	2.70E-14	0.41006	17	4.00E-14	2.30E-20	0.58968	0.17962	landrace/maize
CHG	8	13628872	13629249	3.60E-05	0.4312	9	4.30E-14	3.10E-11	0.77359	0.34239	landrace/maize
CHG	8	25523254	25523420	7.00E-28	0.516386	10	3.60E-14	6.10E-34	0.55192	0.035529	landrace/maize
CHG	8	29783284	29783507	1.80E-21	0.413926	18	4.30E-14	1.60E-27	0.61525	0.20133	landrace/maize
CHG	8	30510692	30511067	7.60E-13	0.436105	17	4.50E-14	6.60E-19	0.77017	0.33406	landrace/maize
CHG	8	32564417	32564750	1.20E-17	0.406058	15	4.10E-14	1.10E-23	0.55147	0.14541	landrace/maize
CHG	8	47411715	47411886	1.70E-09	-0.429762	9	4.70E-14	1.50E-15	0.10733	0.53709	landrace/maize
CHG	8	71203683	71204331	6.40E-29	0.454952	28	4.00E-14	5.60E-35	0.77984	0.32488	landrace/maize
CHG	8	74549611	74549935	6.10E-21	0.42843	18	4.70E-14	5.30E-27	0.68306	0.25463	landrace/maize
CHG	8	98909163	98909648	1.30E-27	0.427846	23	4.90E-14	1.10E-33	0.71107	0.28323	landrace/maize
CHG	8	98927464	98927645	7.80E-16	0.539375	10	4.50E-14	6.70E-22	0.70743	0.16805	landrace/maize
CHG	8	99275769	99275903	1.60E-07	0.501379	6	4.20E-14	1.40E-13	0.68836	0.18698	landrace/maize
CHG	8	99276371	99276803	7.70E-49	0.524017	24	3.00E-14	6.60E-55	0.7025	0.17848	landrace/maize
CHG	8	99681268	99681568	2.10E-29	0.44382	13	4.70E-14	1.90E-35	0.44779	0.0039726	landrace/maize
CHG	8	101994341	101994874	2.60E-51	0.468412	37	4.60E-14	2.20E-57	0.54984	0.081426	landrace/maize
CHG	8	105194407	105194475	0.002	-0.419612	6	4.20E-12	1.70E-09	0.19952	0.61914	landrace/maize
CHG	8	107108757	107108934	1.80E-28	0.506666	18	3.70E-14	1.50E-34	0.8555	0.34883	landrace/maize
CHG	8	123455893	123456195	1.20E-31	-0.545106	15	4.50E-14	1.00E-37	0.21411	0.75922	landrace/maize
CHG	8	133476739	133476781	3.50E-06	-0.45997	6	6.60E-14	3.00E-12	0.31608	0.77605	landrace/maize
CHG	8	154843915	154844053	2.30E-35	0.485359	22	5.10E-14	2.00E-41	0.6023	0.11694	landrace/maize
CHG	8	155470767	155470826	5.10E-05	0.427549	7	4.50E-14	4.40E-11	0.74057	0.31302	landrace/maize
CHG	8	158869257	158869424	4.30E-14	-0.404591	12	4.60E-14	3.70E-20	0.16996	0.57455	landrace/maize
CHG	8	170524429	170524559	1.40E-10	0.416345	14	4.30E-14	1.20E-16	0.78633	0.36999	landrace/maize
CHG	8	180164850	180165264	1.00E-31	0.480521	18	4.80E-14	9.00E-38	0.75139	0.27087	landrace/maize
CHG	8	180165529	180166132	1.70E-69	0.494661	34	6.30E-14	1.50E-75	0.74684	0.25218	landrace/maize
CHG	8	180166345	180166907	6.90E-75	0.496077	38	3.70E-14	6.00E-81	0.7312	0.23512	landrace/maize
CHG	8	180167240	180168543	5.00E-118	0.436943	78	3.10E-14	4.40E-124	0.74115	0.3042	landrace/maize
CHG	8	180168605	180168653	3.20E-09	0.423514	6	4.10E-14	2.80E-15	0.76947	0.34595	landrace/maize
CHG	9	1462135	1462509	3.00E-12	0.407221	11	1.00E-09	2.60E-18	0.43048	0.023263	landrace/maize
CHG	9	36762062	36762222	5.20E-06	0.530571	6	4.50E-14	4.50E-12	0.74857	0.218	landrace/maize
CHG	9	61838971	61839214	2.60E-35	0.519187	15	4.40E-14	2.20E-41	0.68045	0.16126	landrace/maize
CHG	9	68066302	68066448	2.30E-11	-0.515082	8	4.50E-14	2.00E-17	0.169	0.68409	landrace/maize
CHG	9	77077499	77077734	2.60E-14	0.604411	6	4.10E-14	2.30E-20	0.69618	0.091767	landrace/maize
CHG	9	89465959	89466153	7.30E-15	0.522883	7	4.30E-14	6.30E-21	0.53326	0.010377	landrace/maize
CHG	9	89533034	89533211	7.20E-13	0.469067	9	4.10E-12	6.20E-19	0.46907	1.11E-07	landrace/maize
CHG	9	108779957	108780040	8.90E-10	0.506208	7	1.30E-13	7.80E-16	0.51319	0.0069782	landrace/maize
CHG	9	111695076	111695455	2.10E-36	0.408847	24	3.70E-14	1.80E-42	0.41667	0.0078256	landrace/maize
CHG	9	112978504	112978621	0.00014	0.453648	7	4.50E-14	1.30E-10	0.82539	0.37174	landrace/maize
CHG	9	118856787	118856894	4.10E-06	0.424887	8	4.70E-14	3.60E-12	0.58288	0.158	landrace/maize
CHG	9	119362633	119363011	7.10E-14	-0.652065	6	4.10E-14	6.10E-20	0.1987	0.85077	landrace/maize
CHG	9	120515205	120515328	2.40E-10	-0.432459	9	4.60E-14	2.00E-16	0.039657	0.47212	landrace/maize
CHG	9	121216804	121216982	5.20E-20	-0.634025	10	3.90E-14	4.50E-26	0.089755	0.72378	landrace/maize
CHG	9	131245368	131245517	0.0028	0.407309	6	2.10E-12	2.40E-09	0.83492	0.42761	landrace/maize
CHG	9	138356341	138356617	7.30E-19	0.52681	14	4.10E-14	6.40E-25	0.86365	0.33684	landrace/maize
CHG	9	144328774	144329300	2.80E-25	0.436797	21	4.10E-14	2.50E-31	0.6488	0.21201	landrace/maize
CHG	9	149843894	149844134	2.60E-17	0.417554	12	4.80E-14	2.30E-23	0.59646	0.1789	landrace/maize
CHG	9	159324628	159324887	2.20E-08	0.425495	13	4.50E-14	1.90E-14	0.76347	0.33797	landrace/maize
CHG	10	32816319	32816525	1.10E-11	-0.405595	8	4.40E-14	9.20E-18	0.13341	0.539	landrace/maize
CHG	10	34972073	34972114	1.10E-05	0.501061	6	4.50E-14	9.80E-12	0.73361	0.23254	landrace/maize
CHG	10	44089257	44090166	7.40E-55	0.517392	35	4.30E-14	6.40E-61	0.77657	0.25917	landrace/maize
CHG	10	44606307	44606584	3.40E-10	-0.440341	11	4.10E-14	2.90E-16	0.39807	0.83841	landrace/maize
CHG	10	47328859	47329056	6.80E-16	0.478505	11	4.40E-14	5.90E-22	0.50111	0.022603	landrace/maize
CHG	10	67238792	67238913	1.00E-11	0.606185	6	4.20E-14	8.80E-18	0.70822	0.10204	landrace/maize
CHG	10	67245357	67245565	3.30E-27	0.564004	11	5.10E-14	2.80E-33	0.6336	0.069592	landrace/maize
CHG	10	74364608	74364879	1.30E-12	-0.407866	15	4.40E-14	1.10E-18	0.19659	0.60445	landrace/maize
CHG	10	82071452	82071699	5.00E-27	0.67619	12	3.70E-14	4.30E-33	0.80499	0.1288	landrace/maize
CHG	10	84502429	84502743	1.50E-79	0.66203	29	4.10E-14	1.30E-85	0.74062	0.078587	landrace/maize
CHG	10	84563949	84564146	1.40E-08	0.448533	9	4.30E-14	1.20E-14	0.59325	0.14471	landrace/maize
CHG	10	84564657	84564962	1.40E-21	0.433074	15	4.40E-14	1.20E-27	0.56725	0.13417	landrace/maize
CHG	10	98542771	98542962	7.90E-14	0.426519	7	4.10E-14	6.90E-20	0.48926	0.062742	landrace/maize
CHG	10	105636505	105637000	9.30E-14	0.48584	13	4.40E-14	8.10E-20	0.80597	0.32013	landrace/maize
CHG	10	106283366	106283496	3.80E-17	0.558077	8	4.00E-14	3.30E-23	0.79803	0.23995	landrace/maize
CHG	10	129097750	129097935	3.20E-13	0.621971	7	4.30E-14	2.80E-19	0.83727	0.2153	landrace/maize
CHG	10	149487778	149487922	4.40E-17	0.641172	7	4.20E-14	3.80E-23	0.69727	0.056097	landrace/maize
CHG	10	149488183	149488363	3.50E-27	0.765518	10	3.90E-14	3.00E-33	0.87661	0.11109	landrace/maize
CHG	10	150122566	150122733	1.20E-19	0.440383	15	4.90E-14	1.00E-25	0.57403	0.13365	landrace/maize
CHH	1	13455353	13455497	0.42	0.226957	6	1.20E-09	1.90E-07	0.29732	0.070365	landrace/maize
CHH	1	23700005	23700140	1.30E-09	0.430104	6	4.10E-14	6.10E-16	0.58841	0.15831	landrace/maize
CHH	1	23701361	23701448	0.17	0.27329	6	2.30E-09	8.00E-08	0.44525	0.17196	landrace/maize
CHH	1	79986494	79986640	1	0.238796	6	2.50E-05	5.40E-06	0.40214	0.16334	landrace/maize
CHH	1	147740930	147741016	0.012	0.229798	8	9.10E-12	5.50E-09	0.40217	0.17237	landrace/maize
CHH	1	246420889	246420954	1	0.25189	6	5.10E-06	0.0013	0.55416	0.30227	landrace/maize
CHH	1	266865920	266865961	0.00022	0.318323	6	5.30E-14	1.00E-10	0.45155	0.13323	landrace/maize
CHH	2	3449042	3449097	1.90E-05	0.201413	8	1.60E-11	9.00E-12	0.31972	0.1183	landrace/maize
CHH	2	21064796	21064907	1	0.221095	6	3.70E-08	2.20E-05	0.63768	0.41659	landrace/maize
CHH	2	121234077	121234127	0.00016	0.257393	9	3.50E-11	7.70E-11	0.36728	0.10989	landrace/maize
CHH	2	135579786	135579805	1	0.264333	6	1.50E-09	1.70E-06	0.56859	0.30426	landrace/maize
CHH	2	160452471	160452496	1	0.226456	6	0.75	0.00047	0.29115	0.064697	landrace/maize
CHH	2	201789513	201789552	0.035	0.231991	6	8.50E-09	1.60E-08	0.58434	0.35235	landrace/maize
CHH	3	25882612	25882689	1	0.238132	6	4.00E-09	5.50E-06	0.60811	0.36997	landrace/maize
CHH	3	72269861	72269879	1	0.203791	6	4.20E-08	1.10E-06	0.27642	0.072628	landrace/maize
CHH	3	93523931	93524079	1	0.215221	9	1.50E-09	6.90E-06	0.44711	0.23189	landrace/maize
CHH	3	155203870	155203910	1	0.226443	6	4.20E-11	2.30E-06	0.83037	0.60393	landrace/maize
CHH	4	9619377	9619429	1	0.205056	6	0.22	2.90E-05	0.22333	0.018271	landrace/maize
CHH	4	44645176	44645257	3.10E-07	0.22347	10	1.70E-13	1.50E-13	0.29289	0.069424	landrace/maize
